Kode,Sektor,KodeInd,SubIndustri,Nama Emiten,Sharia,Tanggal,Tahun Buku,Tipe Lap,Opini,Aset,Utang,Modal,Penjual,EBT(RP),Proft,ProftOwner,EPS(RP),BV(RP),PER,PBV,DER,ROA(%),ROE(%),NPM(%)
MCOL,Energy,A121,Coal Production,Prima Andalan Mandiri Tbk,S,03/31/2022,Dec,U,0,9251.82,2140.88,7110.95,3248.21,1699.4,1333.35,1318.51,1375.32,1999.95,4.94,3.4,0.3,53.0,69.0,151.0
MEDC,Energy,A111,Oil & Gas Production & Refinery,Medco Energi Internasional Tbk,S,03/31/2022,Dec,U,0,100443.53,81873.55,18569.99,7025.47,2771.22,1377.5,1292.7,75.15,738.77,8.45,0.86,4.41,2.0,10.0,27.0
MTFN,Energy,A112,Oil & Gas Storage & Distribution,Capitalinc Investment Tbk,S,03/31/2022,Dec,U,0,762.3,794.29,-31.98,95.89,-4.44,-4.73,-4.66,-0.19,-1.0,-266.02,-49.78,-24.84,-1.0,0.0,-6.0
MYOH,Energy,A132,"Oil, Gas & Coal Equipment & Services",Samindo Resources Tbk,S,03/31/2022,Dec,U,0,2362.38,315.97,2046.41,447.57,31.46,27.35,27.26,148.57,927.53,11.58,1.85,0.15,1.0,1.0,6.0
PGAS,Energy,A112,Oil & Gas Storage & Distribution,Perusahaan Gas Negara Tbk,S,03/31/2022,Dec,U,0,106088.77,56902.01,49186.76,12015.6,2413.34,2005.65,1701.97,212.03,2029.03,6.84,0.71,1.16,4.0,9.0,36.0
PKPK,Energy,A132,"Oil, Gas & Coal Equipment & Services",Perdana Karya Perkasa Tbk,S,12/31/2021,Dec,U,0,64.6,24.59,40.01,3.08,-1.54,-0.88,-0.88,-1.46,66.69,-117.57,2.58,0.61,-1.0,-2.0,-29.0
PSSI,Energy,A122,Coal Distribution,Pelita Samudera Shipping Tbk,S,03/31/2022,Dec,U,0,2265.18,493.16,1772.02,384.73,160.28,141.9,141.22,85.12,327.12,7.23,1.88,0.28,20.0,26.0,120.0
PTBA,Energy,A121,Coal Production,Bukit Asam Tbk,S,03/31/2022,Dec,U,0,38989.68,12467.53,26522.16,8205.12,3022.78,2300.64,2275.39,840.58,2302.14,5.39,1.97,0.47,6.0,9.0,28.0
PTIS,Energy,A122,Coal Distribution,Indo Straits Tbk,S,03/31/2022,Dec,U,0,527.8,285.07,242.72,54.27,1.23,1.23,1.2,4.98,441.18,35.93,0.41,1.17,1.0,1.0,5.0
PTRO,Energy,A132,"Oil, Gas & Coal Equipment & Services",Petrosea Tbk,S,03/31/2022,Dec,U,0,7711.12,3932.67,3778.45,1375.29,35.59,30.98,30.03,451.36,3746.21,6.47,0.76,1.04,6.0,13.0,35.0
RAJA,Energy,A112,Oil & Gas Storage & Distribution,Rukun Raharja Tbk,S,03/31/2022,Dec,U,0,3568.73,1739.25,1829.48,395.63,41.87,33.17,28.37,12.19,432.8,28.72,0.81,0.95,1.0,3.0,13.0
RIGS,Energy,A122,Coal Distribution,Rig Tenders Indonesia Tbk,S,12/31/2021,Jun,U,0,600.49,32.04,568.45,147.78,9.9,9.9,9.9,-66.39,933.22,12.0,0.42,0.06,-7.0,-7.0,-27.0
RMKE,Energy,A122,Coal Distribution,RMK Energy Tbk,S,03/31/2022,Dec,U,0,1511.06,669.71,841.35,413.55,49.64,38.64,38.12,48.87,192.31,12.28,3.12,0.8,14.0,25.0,52.0
RUIS,Energy,A132,"Oil, Gas & Coal Equipment & Services",Radiant Utama Interinsco Tbk,S,03/31/2022,Dec,U,0,1311.45,816.42,495.03,409.41,16.33,10.71,10.71,26.41,642.89,7.27,0.3,1.65,2.0,4.0,5.0
SGER,Energy,A122,Coal Distribution,Sumber Global Energy Tbk,S,03/31/2022,Dec,U,0,1697.1,1201.75,495.36,900.53,63.04,57.17,57.77,128.67,252.75,10.1,5.14,2.43,15.0,51.0,28.0
SHIP,Energy,A112,Oil & Gas Storage & Distribution,Sillo Maritime Perdana Tbk,S,03/31/2022,Dec,U,0,4678.14,2436.99,2241.15,355.66,89.63,75.42,52.46,72.11,824.02,18.65,1.63,1.09,4.0,9.0,55.0
SICO,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Sigma Energy Compressindo Tbk,S,09/30/2021,Dec,A,WTP,70.74,29.93,40.82,55.03,8.96,6.84,7.13,5.43,44.85,24.11,2.92,0.73,10.0,17.0,13.0
SMMT,Energy,A121,Coal Production,Golden Eagle Energy Tbk,S,03/31/2022,Dec,U,0,1121.41,221.74,899.67,209.69,96.34,81.83,73.45,74.11,285.61,15.59,4.04,0.25,21.0,26.0,111.0
SMRU,Energy,A132,"Oil, Gas & Coal Equipment & Services",SMR Utama Tbk,S,12/31/2021,Dec,A,WDP,1029.46,817.5,211.97,541.89,-247.01,-236.63,-236.39,-13.38,16.96,-3.74,2.95,3.86,-23.0,-112.0,-44.0
SOCI,Energy,A112,Oil & Gas Storage & Distribution,Soechi Lines Tbk,S,03/31/2022,Dec,U,0,9346.2,4033.91,5312.3,455.97,44.63,36.85,36.82,12.38,752.56,15.26,0.25,0.76,1.0,2.0,19.0
SUGI,Energy,A111,Oil & Gas Production & Refinery,Sugih Energy Tbk,S,09/30/2018,Dec,U,0,7200.64,4903.19,2297.45,12.34,-22.65,-20.46,-20.46,-10.48,92.6,0.0,0.54,2.13,-4.0,-11.0,-2109.0
SURE,Energy,A111,Oil & Gas Production & Refinery,Super Energy Tbk,S,03/31/2022,Dec,U,0,989.08,467.5,521.59,95.01,-15.71,-13.2,-10.8,-37.84,348.29,-50.47,5.48,0.9,-6.0,-11.0,-60.0
TAMU,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Pelayaran Tamarin Samudra Tbk.,S,03/31/2022,Dec,U,0,1004.32,513.37,490.96,37.98,-22.88,-22.87,-18.3,-2.2,13.09,-22.73,3.82,1.05,-8.0,-17.0,-217.0
TCPI,Energy,A122,Coal Distribution,Transcoal Pacific Tbk,S,03/31/2022,Dec,U,0,2805.32,1222.48,1582.83,417.55,48.64,42.56,40.7,18.88,316.57,609.24,36.33,0.77,1.0,3.0,10.0
TEBE,Energy,A122,Coal Distribution,Dana Brata Luhur Tbk,S,03/31/2022,Dec,U,0,1022.58,174.27,848.31,102.95,43.1,34.45,34.2,127.87,660.16,8.29,1.61,0.21,16.0,19.0,160.0
TOBA,Energy,A121,Coal Production,TBS Energi Utama Tbk,S,03/31/2022,Dec,U,0,12456.09,7258.06,5198.04,1592.34,271.85,203.38,133.4,60.79,645.72,17.44,1.64,1.4,4.0,9.0,31.0
TPMA,Energy,A122,Coal Distribution,Trans Power Marine Tbk,S,03/31/2022,Dec,U,0,1457.46,322.38,1135.07,176.66,29.49,27.37,27.37,26.7,431.05,15.95,0.99,0.28,2.0,2.0,15.0
TRAM,Energy,A121,Coal Production,Trada Alam Minera Tbk,S,12/31/2019,Dec,A,WDP,6445.85,3998.4,2447.45,4352.83,-2812.5,-2866.22,-2895.77,-58.33,49.3,0.0,1.01,1.63,-45.0,-118.0,-67.0
UNIQ,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Ulima Nitra Tbk,S,03/31/2022,Dec,U,0,514.54,175.67,338.87,77.53,1.33,1.82,1.82,4.83,107.95,14.06,0.63,0.52,0.0,1.0,2.0
WINS,Energy,A132,"Oil, Gas & Coal Equipment & Services",Wintermar Offshore Marine Tbk,S,03/31/2022,Dec,U,0,2776.93,602.2,2174.73,150.78,-28.82,-30.62,-26.06,0.0,500.39,-37.6,0.3,0.28,-2.0,-3.0,-37.0
WOWS,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Ginting Jaya Energi Tbk,S,12/31/2021,Dec,A,WDP,714.71,154.33,560.38,95.54,-33.99,-33.86,-33.86,-2.1,226.35,-23.77,0.22,0.28,-5.0,-6.0,-35.0
JSKY,Energy,A211,Alternative Energy Equipment,Sky Energy Indonesia Tbk,S,09/30/2021,Dec,U,0,455.26,221.15,234.11,117.77,2.52,1.91,1.91,-4.07,115.18,55.21,0.6,0.94,-2.0,-4.0,-7.0
SEMA,Energy,A211,Alternative Energy Equipment,Semacom Integrated Tbk,S,03/31/2022,Dec,U,0,206.84,69.77,137.07,27.18,1.97,1.5,2.2,12.97,101.76,18.97,2.42,0.51,8.0,13.0,64.0
ETWA,Energy,A221,Alternative Fuels,Eterindo Wahanatama Tbk,S,03/31/2022,Dec,U,0,1056.45,1199.32,-142.87,20.64,-28.06,-28.06,-28.02,-29.82,-30.6,-2.08,-2.03,-8.39,-13.0,0.0,-675.0
MITI,Energy,A111,Oil & Gas Production & Refinery,Mitra Investindo Tbk,S,03/31/2022,Dec,U,0,164.64,22.68,141.95,17.85,2.84,2.8,3.2,4.5,58.11,34.45,2.67,0.16,7.0,8.0,62.0
ADMG,Basic Materials,B111,Basic Chemicals,Polychem Indonesia Tbk,S,03/31/2022,Dec,U,0,2943.53,557.01,2386.52,653.48,-72.98,-74.87,-74.85,-19.82,613.63,-8.78,0.28,0.23,-3.0,-3.0,-12.0
AGII,Basic Materials,B111,Basic Chemicals,Aneka Gas Industri Tbk,S,03/31/2022,Dec,U,0,7950.96,4322.23,3628.73,682.57,60.16,45.81,44.42,64.97,1183.28,33.71,1.85,1.19,1.0,1.0,7.0
AKPI,Basic Materials,B113,Specialty Chemicals,Argha Karya Prima Industry Tbk,S,03/31/2022,Dec,U,0,3554.89,1969.54,1585.36,839.63,155.43,120.5,120.5,241.46,2589.4,7.23,0.67,1.24,4.0,9.0,18.0
ALDO,Basic Materials,B131,Containers & Packaging,Alkindo Naratama Tbk,S,03/31/2022,Dec,LR,0,1338.33,611.34,726.98,407.35,32.34,25.18,24.98,65.47,552.06,14.59,1.73,0.84,2.0,3.0,6.0
ALKA,Basic Materials,B141,Aluminum,Alakasa Industrindo Tbk,S,03/31/2022,Dec,U,0,410.75,274.5,136.25,1362.29,2.1,1.6,1.61,37.91,268.39,7.91,1.12,2.01,5.0,14.0,1.0
ALMI,Basic Materials,B141,Aluminum,Alumindo Light Metal Industry Tbk,S,03/31/2022,Dec,U,0,1469.16,905.99,563.17,444.82,46.07,35.94,35.94,10.89,147.58,27.36,2.02,1.61,3.0,7.0,9.0
ANTM,Basic Materials,B146,Diversified Metals & Minerals,Aneka Tambang Tbk,S,03/31/2022,Dec,U,0,31541.39,9236.09,22305.3,9746.87,1855.98,1465.38,1465.38,112.22,928.2,22.37,2.7,0.41,5.0,7.0,15.0
APLI,Basic Materials,B113,Specialty Chemicals,Asiaplast Industries Tbk,S,03/31/2022,Dec,U,0,443.89,204.8,239.09,127.78,10.64,7.04,7.04,20.29,175.46,9.36,1.08,0.86,6.0,12.0,22.0
ARCI,Basic Materials,B143,Gold,Archi Indonesia Tbk,S,03/31/2022,Dec,U,0,9973.4,6496.34,3477.05,1150.42,227.25,135.74,135.68,43.19,140.01,8.84,2.73,1.87,11.0,31.0,93.0
AVIA,Basic Materials,B113,Specialty Chemicals,Avia Avian Tbk,S,03/31/2022,Dec,U,0,10930.61,1256.03,9674.58,1639.03,468.55,385.19,385.44,22.04,156.16,33.58,4.74,0.13,4.0,4.0,24.0
AYLS,Basic Materials,B121,Construction Materials,Agro Yasa Lestari Tbk,S,03/31/2022,Dec,U,0,50.48,1.72,48.76,4.37,0.05,0.05,0.05,-2.13,57.13,-82.28,3.06,0.04,-4.0,-4.0,-42.0
BAJA,Basic Materials,B144,Iron & Steel,Saranacentral Bajatama Tbk,S,03/31/2022,Dec,U,0,780.5,577.67,202.83,292.16,-14.84,-11.64,-11.64,18.87,112.68,10.12,1.7,2.85,-1.0,-6.0,-4.0
BEBS,Basic Materials,B121,Construction Materials,Berkah Beton Sadaya Tbk,S,03/31/2022,Dec,U,0,798.97,74.5,724.48,185.01,54.77,42.71,42.71,14.65,80.5,252.58,45.96,0.1,17.0,18.0,71.0
BMSR,Basic Materials,B111,Basic Chemicals,Bintang Mitra Semestaraya Tbk,S,03/31/2022,Dec,U,0,1385.99,986.84,399.15,1326.83,119.28,91.43,91.84,154.78,344.33,2.29,1.03,2.47,13.0,45.0,14.0
BRMS,Basic Materials,B146,Diversified Metals & Minerals,Bumi Resources Minerals Tbk,S,03/31/2022,Dec,U,0,14967.05,1436.76,13530.29,42.56,16.06,27.39,26.58,6.98,95.43,35.26,2.58,0.11,7.0,7.0,2324.0
BRNA,Basic Materials,B131,Containers & Packaging,Berlina Tbk,S,03/31/2022,Dec,U,0,2010.54,1176.74,833.79,277.08,-23.57,-20.33,-20.7,-159.3,851.58,-7.03,1.32,1.41,-8.0,-19.0,-56.0
BRPT,Basic Materials,B111,Basic Chemicals,Barito Pacific Tbk,S,03/31/2022,Dec,U,0,133730.76,71452.62,62278.14,11678.57,846.52,436.21,134.27,11.0,664.32,68.62,1.14,1.15,1.0,2.0,9.0
BTON,Basic Materials,B144,Iron & Steel,Betonjaya Manunggal Tbk,S,03/31/2022,Dec,U,0,293.1,91.68,201.42,33.52,4.17,3.63,3.63,4.71,279.75,61.59,1.04,0.46,1.0,2.0,10.0
CITA,Basic Materials,B141,Aluminum,Cita Mineral Investindo Tbk,S,03/31/2022,Dec,U,0,4471.12,666.86,3804.26,1202.07,140.39,127.73,127.73,125.07,960.58,23.99,3.12,0.18,11.0,13.0,41.0
CLPI,Basic Materials,B113,Specialty Chemicals,Colorpak Indonesia Tbk,S,03/31/2022,Dec,U,0,770.7,256.53,514.18,229.69,9.99,7.83,7.82,116.96,1678.46,9.66,0.67,0.5,5.0,7.0,16.0
CMNT,Basic Materials,B121,Construction Materials,Cemindo Gemilang Tbk,S,03/31/2022,Dec,U,0,19244.18,15091.33,4152.84,2177.7,106.71,82.46,79.49,0.0,242.49,0.0,4.08,3.63,0.0,0.0,0.0
CTBN,Basic Materials,B144,Iron & Steel,Citra Tubindo Tbk,S,03/31/2022,Dec,U,0,2262.92,998.02,1264.9,219.54,-20.4,-23.0,-23.01,-290.24,1580.39,-8.37,1.54,0.79,-10.0,-18.0,-106.0
DKFT,Basic Materials,B146,Diversified Metals & Minerals,Central Omega Resources Tbk,S,03/31/2022,Dec,U,0,2273.8,1907.86,365.94,148.01,24.94,6.94,30.03,-24.26,64.9,-4.91,1.83,5.21,-6.0,-37.0,-92.0
DPNS,Basic Materials,B113,Specialty Chemicals,Duta Pertiwi Nusantara Tbk,S,03/31/2022,Dec,U,0,361.66,48.49,313.18,46.56,8.03,5.6,6.07,79.97,945.78,5.2,0.44,0.15,2.0,2.0,13.0
EKAD,Basic Materials,B113,Specialty Chemicals,Ekadharma International Tbk,S,03/31/2022,Dec,U,0,1172.85,110.61,1062.24,175.23,35.93,29.32,28.44,146.69,1520.14,9.68,0.93,0.1,9.0,10.0,58.0
EPAC,Basic Materials,B131,Containers & Packaging,Megalestari Epack Sentosaraya Tbk,S,03/31/2022,Dec,U,0,377.38,196.3,181.08,35.17,0.34,-0.84,-2.29,-0.41,54.82,-123.33,0.91,1.08,0.0,-1.0,-4.0
ESIP,Basic Materials,B131,Containers & Packaging,Sinergi Inti Plastindo Tbk,S,03/31/2022,Dec,U,0,101.33,4.31,97.01,17.98,1.7,1.69,1.69,0.55,87.4,190.61,1.2,0.04,1.0,1.0,3.0
ESSA,Basic Materials,B111,Basic Chemicals,Surya Esa Perkasa Tbk,S,03/31/2022,Dec,U,0,12280.6,7300.67,4979.93,2283.21,699.01,576.76,372.07,12.73,317.98,92.32,3.7,1.47,2.0,4.0,9.0
FASW,Basic Materials,B131,Containers & Packaging,Fajar Surya Wisesa Tbk,S,03/31/2022,Dec,U,0,13791.31,8793.28,4998.03,3202.58,269.33,202.16,202.16,251.25,2017.05,26.67,3.32,1.76,5.0,12.0,19.0
FPNI,Basic Materials,B111,Basic Chemicals,Lotte Chemical Titan Tbk,S,03/31/2022,Dec,U,0,2934.97,1382.62,1552.35,1974.36,61.98,50.15,50.08,25.22,278.88,14.83,1.34,0.89,5.0,9.0,7.0
GDST,Basic Materials,B144,Iron & Steel,Gunawan Dianjaya Steel Tbk,S,03/31/2022,Dec,U,0,1890.92,1064.2,826.72,487.82,45.14,37.54,37.54,-6.89,89.45,-14.07,1.08,1.29,-3.0,-8.0,-13.0
GGRP,Basic Materials,B144,Iron & Steel,Gunung Raja Paksi Tbk,S,03/31/2022,Dec,U,0,17084.29,6045.49,11038.8,3375.54,291.67,227.05,227.05,82.76,911.44,7.61,0.69,0.55,6.0,9.0,30.0
HKMU,Basic Materials,B141,Aluminum,HK Metals Utama Tbk,S,03/31/2022,Dec,U,0,699.11,484.94,214.18,120.49,-19.61,-14.38,-13.7,-74.53,66.48,-0.67,0.75,2.26,-34.0,-112.0,-199.0
IFII,Basic Materials,B151,Timber,Indonesia Fibreboard Industry Tbk,S,03/31/2022,Dec,U,0,1188.31,92.37,1095.94,169.94,16.25,12.57,12.57,7.99,116.44,18.89,1.3,0.08,6.0,7.0,44.0
IFSH,Basic Materials,B146,Diversified Metals & Minerals,Ifishdeco Tbk,S,03/31/2022,Dec,U,0,1075.67,362.64,713.03,279.37,48.97,36.57,36.57,89.03,335.54,15.89,4.22,0.51,18.0,27.0,68.0
IGAR,Basic Materials,B131,Containers & Packaging,Champion Pacific Indonesia Tbk,S,03/31/2022,Dec,U,0,845.5,128.01,717.49,256.23,33.49,26.02,18.26,74.26,738.01,7.54,0.76,0.18,9.0,10.0,28.0
INAI,Basic Materials,B141,Aluminum,Indal Aluminium Industry Tbk,S,03/31/2022,Dec,U,0,1514.38,1093.59,420.79,407.69,10.65,5.19,5.19,6.82,664.13,45.47,0.47,2.6,0.0,1.0,1.0
INCI,Basic Materials,B111,Basic Chemicals,Intanwijaya Internasional Tbk,S,03/31/2022,Dec,U,0,511.72,123.17,388.55,136.99,10.5,8.24,8.25,56.27,1981.19,10.4,0.3,0.32,2.0,3.0,8.0
INCO,Basic Materials,B146,Diversified Metals & Minerals,Vale Indonesia Tbk,S,03/31/2022,Dec,U,0,36522.94,4620.13,31902.82,3375.12,1245.31,971.22,971.22,286.42,3210.72,28.72,2.56,0.14,3.0,3.0,29.0
