date,text
2020-09-04T10:01:03,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nMARK\nReversal from 1-Month Low\nBuy at: 855\nSL: < 825\nTP:900\nAlert Date: 2020-09-04\nAlert Time: 10:01:02\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-07T09:00:04,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nARKA\nReversal from All-Time Low\nBuy at: 158\nSL: < 149\nTP:165\nAlert Date: 2020-09-07\nAlert Time: 09:00:02\n\nDADA\nReversal from All-Time Low\nBuy at: 66\nSL: < 64\nTP:70\nAlert Date: 2020-09-07\nAlert Time: 09:00:02\n\nENVY\nReversal from All-Time Low\nBuy at: 84\nSL: < 81\nTP:88\nAlert Date: 2020-09-07\nAlert Time: 09:00:02\n\nFIRE\nReversal from 1-Month Low\nBuy at: 132\nSL: < 127\nTP:138\nAlert Date: 2020-09-07\nAlert Time: 09:00:02\n\nGGRM\nReversal from 1-Month Low\nBuy at: 47475\nSL: < 45800\nTP:49850\nAlert Date: 2020-09-07\nAlert Time: 09:00:02\n\nPURA\nReversal from 1-Month Low\nBuy at: 124\nSL: < 120\nTP:130\nAlert Date: 2020-09-07\nAlert Time: 09:00:02\n\nSCMA\nReversal from 1-Month Low\nBuy at: 1200\nSL: < 1150\nTP:1265\nAlert Date: 2020-09-07\nAlert Time: 09:00:02\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-07T09:16:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nBRPT\nReversal from 3-Month Low\nBuy at: 785\nSL: < 755\nTP:825\nAlert Date: 2020-09-07\nAlert Time: 09:16:01\n\nGOOD\nReversal from 1-Month Low\nBuy at: 1285\nSL: < 1240\nTP:1350\nAlert Date: 2020-09-07\nAlert Time: 09:16:01\n\nKLBF\nReversal from 1-Month Low\nBuy at: 1595\nSL: < 1535\nTP:1680\nAlert Date: 2020-09-07\nAlert Time: 09:16:01\n\nPSAB\nReversal from 1-Month Low\nBuy at: 238\nSL: < 230\nTP:252\nAlert Date: 2020-09-07\nAlert Time: 09:16:01\n\nWTON\nReversal from 1-Month Low\nBuy at: 260\nSL: < 250\nTP:274\nAlert Date: 2020-09-07\nAlert Time: 09:16:01\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-07T09:19:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nIKAN\nReversal from 1-Month Low\nBuy at: 416\nSL: < 400\nTP:438\nAlert Date: 2020-09-07\nAlert Time: 09:19:02\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-07T09:55:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nINTP\nReversal from 1-Month Low\nBuy at: 11725\nSL: < 11300\nTP:12325\nAlert Date: 2020-09-07\nAlert Time: 09:55:01\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-07T10:07:03,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nBRMS\nReversal from All-Time Low\nBuy at: 53\nSL: < 50\nTP:56\nAlert Date: 2020-09-07\nAlert Time: 10:07:02\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-07T11:22:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nKBLI\nReversal from 3-Month Low\nBuy at: 322\nSL: < 310\nTP:340\nAlert Date: 2020-09-07\nAlert Time: 11:22:01\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-09T09:00:03,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nHRTA\nReversal from 1-Month Low\nBuy at: 224\nSL: < 216\nTP:236\nAlert Date: 2020-09-09\nAlert Time: 09:00:02\n\nMDKA\nReversal from 1-Month Low\nBuy at: 1705\nSL: < 1645\nTP:1795\nAlert Date: 2020-09-09\nAlert Time: 09:00:02\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-10T09:00:05,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nMEDC\nReversal from 1-Month Low\nBuy at: 462\nSL: < 438\nTP:486\nAlert Date: 2020-09-10\nAlert Time: 09:00:04\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-11T09:00:04,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nIPTV\nReversal from YTD Low\nBuy at: 328\nSL: < 276\nTP:346\nAlert Date: 2020-09-11\nAlert Time: 09:00:03\n\nKOTA\nReversal from 3-Month Low\nBuy at: 605\nSL: < 580\nTP:640\nAlert Date: 2020-09-11\nAlert Time: 09:00:03\n\nOPMS\nReversal from 1-Month Low\nBuy at: 141\nSL: < 134\nTP:148\nAlert Date: 2020-09-11\nAlert Time: 09:00:03\n\nROTI\nReversal from 3-Month Low\nBuy at: 1180\nSL: < 1135\nTP:1240\nAlert Date: 2020-09-11\nAlert Time: 09:00:03\n\nTBIG\nReversal from 1-Month Low\nBuy at: 1205\nSL: < 1155\nTP:1270\nAlert Date: 2020-09-11\nAlert Time: 09:00:03\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-11T09:16:01,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nICBP\nReversal from 1-Month Low\nBuy at: 10175\nSL: < 9600\nTP:10700\nAlert Date: 2020-09-11\nAlert Time: 09:16:01\n\nPYFA\nReversal from 1-Month Low\nBuy at: 770\nSL: < 740\nTP:810\nAlert Date: 2020-09-11\nAlert Time: 09:16:01\n\nTLKM\nReversal from 3-Month Low\nBuy at: 2750\nSL: < 2620\nTP:2890\nAlert Date: 2020-09-11\nAlert Time: 09:16:01\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
