Kode,Sektor,KodeInd,SubIndustri,Nama Emiten,Sharia,Tanggal,Tahun Buku,Tipe Lap,Opini,Aset,Utang,Modal,Penjual,EBT(RP),Proft,ProftOwner,EPS(RP),BV(RP),PER,PBV,DER,ROA(%),ROE(%),NPM(%)
TOTO,Industrials,C121,Building Products & Fixtures,Surya Toto Indonesia Tbk,S,12/31/2022,Dec,A,WTM,3304.97,1002.21,2302.76,2086.06,396.24,313.41,313.41,30.37,223.14,8.69,1.18,0.44,9.0,14.0,15.0
UNTR,Industrials,C141,Construction Machinery & Heavy Vehicles,United Tractors Tbk,S,12/31/2022,Dec,A,WTP,140478.22,50964.4,89513.82,865252.22,29446.04,22993.67,21005.1,4913.77,23997.48,5.68,1.16,0.57,15.0,23.0,2.0
VOKS,Industrials,C131,Electrical Components & Equipment,Voksel Electric Tbk,S,09/30/2022,Dec,U,0,2908.18,2202.91,705.27,1918.89,-245.03,-201.57,-201.57,-68.08,169.72,-2.79,1.12,3.12,-10.0,-40.0,-15.0
ASGR,Industrials,C224,Business Support Services,Astra Graphia Tbk,S,12/31/2022,Dec,A,0,2677.65,984.43,1693.22,2909.97,129.27,97.07,97.07,71.97,1255.37,13.41,0.77,0.58,4.0,6.0,3.0
BINO,Industrials,C223,Office Supplies,Perma Plasindo Tbk,S,12/31/2022,Dec,A,WTM,544.21,106.35,437.87,312.85,8.17,5.74,6.22,2.92,201.32,43.83,0.64,0.24,1.0,1.0,2.0
BLUE,Industrials,C223,Office Supplies,Berkah Prima Perkasa Tbk,S,09/30/2022,Dec,U,0,97.17,8.99,88.17,98.7,14.7,14.7,14.7,36.42,210.94,7.85,1.36,0.1,16.0,17.0,15.0
DYAN,Industrials,C224,Business Support Services,Dyandra Media International Tbk,S,12/31/2022,Dec,A,WTM,1088.33,577.62,510.71,1210.48,43.29,30.66,46.0,10.77,119.52,8.73,0.79,1.13,4.0,9.0,4.0
ICON,Industrials,C224,Business Support Services,Island Concepts Indonesia Tbk,S,09/30/2022,Dec,U,0,393.51,148.28,245.23,116.52,1.45,-0.03,0.84,-5.35,225.03,-9.71,0.23,0.6,-1.0,-2.0,-5.0
INDX,Industrials,C232,Research & Consulting Services,Tanah Laut Tbk,S,09/30/2022,Dec,U,0,65.93,12.86,53.07,3.6,-0.5,-0.5,-0.5,-3.11,121.19,-63.75,1.63,0.24,-2.0,-3.0,-38.0
JTPE,Industrials,C221,Commercial Printing,Jasuindo Tiga Perkasa Tbk,S,09/30/2022,Dec,U,0,1593.89,657.71,936.18,769.93,76.67,58.71,47.68,15.27,136.63,16.89,1.89,0.7,7.0,11.0,14.0
KONI,Industrials,C223,Office Supplies,Perdana Bangun Pusaka Tbk,S,09/30/2022,Dec,U,0,128.08,14.84,113.24,120.79,8.67,7.36,7.36,40.04,362.96,73.93,8.16,0.13,10.0,11.0,10.0
LION,Industrials,C223,Office Supplies,Lion Metal Works Tbk,S,12/31/2022,Dec,A,0,684.5,209.68,474.81,408.81,7.49,2.31,2.31,54.58,912.82,13.56,0.81,0.44,0.0,0.0,1.0
MDRN,Industrials,C223,Office Supplies,Modern Internasional Tbk,S,09/30/2022,Dec,U,0,240.35,619.21,-378.86,56.54,32.16,32.16,32.16,22.13,-49.64,2.26,-1.01,-1.63,70.0,0.0,299.0
MFMI,Industrials,C224,Business Support Services,Multifiling Mitra Indonesia Tbk,S,09/30/2022,Dec,U,0,357.38,229.18,128.2,116.76,21.14,16.92,16.92,16.55,169.22,45.33,4.43,1.79,4.0,10.0,11.0
SOSS,Industrials,C231,Human Resource & Employment Services,Shield on Service Tbk,S,09/30/2022,Dec,U,0,399.31,194.62,204.7,1152.67,31.75,21.1,15.7,49.48,308.42,8.77,1.41,0.95,8.0,16.0,3.0
TIRA,Industrials,C211,Diversified Industrial Trading,Tira Austenite Tbk,S,09/30/2022,Dec,U,0,350.7,185.25,165.45,1445.97,0.54,0.14,0.14,-5.78,281.38,-73.36,1.51,1.12,-1.0,-2.0,0.0
TRIL,Industrials,C211,Diversified Industrial Trading,Triwira Insanlestari Tbk,S,09/30/2021,Dec,U,0,124.89,17.78,107.11,19.5,-0.36,-0.82,-1.74,-2.75,89.26,0.0,0.56,0.17,-3.0,-3.0,-17.0
ASII,Industrials,C311,Multi-sector Holdings,Astra International Tbk,S,12/31/2022,Dec,A,WTP,413297.0,169577.0,243720.0,1506895.0,50390.0,40420.0,28944.0,705.2,6020.22,8.65,1.01,0.7,7.0,12.0,2.0
BHIT,Industrials,C311,Multi-sector Holdings,PT MNC Investama Tbk.,S,09/30/2022,Dec,U,0,67139.76,26965.77,40173.99,11900.3,2171.13,341.34,1675.4,22.95,466.77,2.57,0.13,0.67,3.0,5.0,17.0
BNBR,Industrials,C311,Multi-sector Holdings,Bakrie & Brothers Tbk,S,12/31/2022,Dec,A,0,17462.82,15936.58,1526.25,3626.7,353.72,306.16,266.13,12.05,69.11,4.65,0.81,10.44,2.0,17.0,7.0
ZBRA,Industrials,C311,Multi-sector Holdings,Dosni Roha Indonesia Tbk,S,09/30/2022,Dec,U,0,3302.44,2000.57,1301.87,2256.22,-67.11,-64.2,-66.98,-27.46,518.53,-19.12,1.01,1.54,-2.0,-5.0,-3.0
MLPL,Industrials,C311,Multi-sector Holdings,Multipolar Tbk,S,12/31/2022,Dec,A,WTP,12843.89,8357.2,4486.68,10859.41,45.77,-60.67,151.23,9.64,286.1,9.54,0.32,1.86,1.0,3.0,1.0
BMTR,Industrials,C311,Multi-sector Holdings,PT Global Mediacom Tbk,S,12/31/2022,Dec,A,WTP,35912.19,9263.27,26648.92,12233.5,2559.02,2060.86,1177.37,70.99,1606.91,3.89,0.17,0.35,3.0,4.0,10.0
AMRT,Consumer Non-Cyclicals,D113,Supermarkets & Convenience Store,PT Sumber Alfaria Trijaya Tbk.,S,12/31/2022,Dec,A,WTM,30746.27,19275.57,11470.69,96924.69,3566.79,2907.48,2855.28,63.5,276.24,45.36,10.43,1.68,9.0,25.0,3.0
BUAH,Consumer Non-Cyclicals,D112,Food Retail & Distributors,PT Segar Kumala Indonesia Tbk,S,12/31/2022,Dec,A,0,345.66,191.73,153.93,1386.13,35.02,26.62,26.62,26.62,153.93,42.83,7.41,1.25,8.0,17.0,2.0
DAYA,Consumer Non-Cyclicals,D111,Drug Retail & Distributors,Duta Intidaya Tbk,S,12/31/2022,Dec,A,WTP,687.5,653.46,34.04,1161.59,-38.94,-40.02,-40.02,-16.53,14.06,-11.01,12.94,19.2,-6.0,-118.0,-3.0
DMND,Consumer Non-Cyclicals,D112,Food Retail & Distributors,Diamond Food Indonesia Tbk,S,09/30/2022,Dec,U,0,6312.42,1016.81,5295.61,6161.48,352.41,272.88,276.16,43.87,559.3,18.35,1.44,0.19,7.0,8.0,7.0
EPMT,Consumer Non-Cyclicals,D111,Drug Retail & Distributors,Enseval Putera Megatrading Tbk,S,12/31/2022,Dec,A,WTM,10402.36,3264.73,7137.63,28027.49,1096.53,842.59,847.53,312.9,2635.13,8.76,1.04,0.46,8.0,12.0,3.0
HERO,Consumer Non-Cyclicals,D113,Supermarkets & Convenience Store,Hero Supermarket Tbk,S,12/31/2022,Dec,A,WTM,6910.57,5972.43,938.14,4436.67,-388.78,59.11,59.11,14.13,224.24,112.89,7.11,6.37,1.0,6.0,1.0
KMDS,Consumer Non-Cyclicals,D112,Food Retail & Distributors,Kurniamitra Duta Sentosa Tbk,S,09/30/2022,Dec,U,0,249.08,75.49,173.59,232.67,47.04,36.98,37.04,61.15,216.99,11.04,3.11,0.43,20.0,28.0,21.0
MIDI,Consumer Non-Cyclicals,D113,Supermarkets & Convenience Store,Midi Utama Indonesia Tbk,S,12/31/2022,Dec,A,WTP,6905.15,4918.42,1986.73,15623.65,495.02,399.12,398.92,13.84,68.93,26.01,5.22,2.48,6.0,20.0,3.0
MPPA,Consumer Non-Cyclicals,D113,Supermarkets & Convenience Store,Matahari Putra Prima Tbk,S,12/31/2022,Dec,A,WTP,3784.87,3618.85,166.02,7017.53,-397.03,-429.63,-429.64,-50.68,19.58,-1.93,5.0,21.8,-11.0,-259.0,-6.0
PCAR,Consumer Non-Cyclicals,D112,Food Retail & Distributors,Prima Cakrawala Abadi Tbk,S,09/30/2022,Dec,U,0,106.75,41.53,65.22,179.49,3.73,3.73,3.73,2.11,55.9,34.06,1.29,0.64,2.0,4.0,1.0
RANC,Consumer Non-Cyclicals,D113,Supermarkets & Convenience Store,Supra Boga Lestari Tbk,S,09/30/2022,Dec,U,0,1343.31,895.46,447.84,2198.3,-60.89,-60.09,-59.93,-49.72,286.25,-15.89,2.76,2.0,-6.0,-17.0,-4.0
SDPC,Consumer Non-Cyclicals,D111,Drug Retail & Distributors,Millennium Pharmacon International Tbk,S,09/30/2022,Dec,U,0,1371.57,1113.39,258.19,2393.39,33.64,23.84,23.84,18.37,202.66,14.37,1.3,4.31,2.0,9.0,1.0
WICO,Consumer Non-Cyclicals,D112,Food Retail & Distributors,Wicaksana Overseas International Tbk,S,12/31/2022,Dec,A,WTM,436.47,419.39,17.08,1619.16,-137.84,-137.84,-137.84,-114.9,12.27,-3.5,32.75,24.56,-32.0,-807.0,-9.0
AALI,Consumer Non-Cyclicals,D232,Plantations & Crops,Astra Agro Lestari Tbk,S,12/31/2022,Dec,A,WTP,29249.34,7006.12,22243.22,21828.59,2429.18,1792.05,1726.61,897.08,11556.79,9.03,0.7,0.31,6.0,8.0,8.0
ADES,Consumer Non-Cyclicals,D212,Soft Drinks,Akasha Wira International Tbk,S,12/31/2022,Dec,A,WTM,1645.58,310.75,1334.84,1290.99,464.31,364.97,364.97,616.33,2262.83,11.97,3.26,0.23,22.0,27.0,28.0
AGAR,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Asia Sejahtera Mina Tbk,S,09/30/2022,Dec,U,0,211.65,96.34,115.3,448.2,8.69,6.76,6.76,3.24,115.3,86.51,2.43,0.84,2.0,3.0,1.0
AISA,Consumer Non-Cyclicals,D222,Processed Foods,FKS Food Sejahtera Tbk,S,09/30/2022,Dec,U,0,1774.24,979.38,794.86,1305.63,-38.88,-39.48,-39.49,-5.23,85.36,-28.9,1.77,1.23,-3.0,-6.0,-4.0
ALTO,Consumer Non-Cyclicals,D212,Soft Drinks,Tri Banyan Tirta Tbk,S,09/30/2022,Dec,U,0,1081.36,713.63,367.73,323.02,6.15,3.87,3.89,0.7,167.77,71.38,0.3,1.94,0.0,0.0,0.0
AMMS,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",PT Agung Menjangan Mas Tbk,S,12/31/2021,Dec,A,WTP,47.28,1.14,46.13,5.66,0.81,0.68,0.68,0.57,38.44,0.0,1.46,0.02,1.0,1.0,12.0
ANDI,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Andira Agro Tbk,S,09/30/2022,Dec,U,0,472.25,209.94,262.31,245.98,12.39,13.04,13.04,0.65,28.05,76.91,1.78,0.8,1.0,2.0,2.0
ANJT,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Austindo Nusantara Jaya Tbk.,S,12/31/2022,Dec,A,WTP,9395.59,2782.85,6612.74,4196.85,538.05,329.85,338.68,100.97,1971.5,6.73,0.34,0.42,4.0,5.0,8.0
ASHA,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Cilacap Samudera Fishing Industry Tbk,S,09/30/2022,Dec,U,0,230.05,18.58,211.47,250.53,16.19,12.34,12.34,2.46,42.29,41.81,2.44,0.09,5.0,6.0,5.0
BEEF,Consumer Non-Cyclicals,D222,Processed Foods,Estika Tata Tiara Tbk,S,09/30/2022,Dec,U,0,619.27,853.57,-234.3,21.75,-76.84,-59.94,-59.93,-73.3,-124.34,-0.85,-0.5,-3.64,-22.0,0.0,-635.0
BISI,Consumer Non-Cyclicals,D232,Plantations & Crops,BISI INTERNATIONAL Tbk,S,09/30/2022,Dec,U,0,3321.48,456.39,2865.09,1835.96,420.97,340.88,340.78,165.2,955.03,9.53,1.65,0.16,15.0,17.0,27.0
BOBA,Consumer Non-Cyclicals,D222,Processed Foods,Formosa Ingredient Factory Tbk,S,09/30/2022,Dec,U,0,171.6,34.67,136.94,81.55,11.89,9.37,9.37,12.28,118.48,14.82,1.54,0.25,8.0,10.0,17.0
BTEK,Consumer Non-Cyclicals,D232,Plantations & Crops,Bumi Teknokultura Unggul Tbk,S,09/30/2022,Dec,U,0,4317.88,2843.13,1474.75,120.03,-104.77,-104.77,-104.77,-2.07,31.87,-24.2,1.57,1.93,-2.0,-6.0,-80.0
BUDI,Consumer Non-Cyclicals,D222,Processed Foods,Budi Starch & Sweetener Tbk,S,12/31/2022,Dec,A,WTM,3173.65,1728.61,1445.04,3382.33,116.03,93.06,88.96,18.6,321.19,11.07,0.64,1.2,3.0,6.0,3.0
BWPT,Consumer Non-Cyclicals,D232,Plantations & Crops,Eagle High Plantations Tbk,S,09/30/2022,Dec,U,0,12087.87,10061.97,2025.9,3439.13,-190.23,-15.44,-14.03,10.04,64.26,6.67,1.04,4.97,3.0,16.0,9.0
CAMP,Consumer Non-Cyclicals,D221,Dairy Products,Campina Ice Cream Industry Tbk,S,12/31/2022,Dec,A,0,1074.78,133.32,941.45,1129.36,153.91,121.26,121.26,20.96,159.98,15.36,2.01,0.14,11.0,13.0,11.0
CEKA,Consumer Non-Cyclicals,D222,Processed Foods,Wilmar Cahaya Indonesia Tbk,S,12/31/2022,Dec,A,WTM,1718.29,168.24,1550.04,6143.76,283.15,220.7,220.7,370.93,2605.11,5.45,0.78,0.11,13.0,14.0,4.0
CLEO,Consumer Non-Cyclicals,D212,Soft Drinks,Sariguna Primatirta Tbk,S,12/31/2022,Dec,A,WTP,1693.52,508.37,1185.15,1358.71,249.23,195.6,195.6,16.3,98.76,28.96,4.78,0.43,12.0,17.0,14.0
CMRY,Consumer Non-Cyclicals,D221,Dairy Products,Cisarua Mountain Dairy Tbk,S,12/31/2022,Dec,A,WTP,6223.25,964.92,5258.33,23977.8,1342.71,1060.58,1060.53,134.01,662.7,33.21,6.71,0.18,17.0,20.0,4.0
COCO,Consumer Non-Cyclicals,D222,Processed Foods,Wahana Interfood Nusantara Tbk,S,09/30/2022,Dec,U,0,440.89,238.26,202.63,211.56,6.51,4.6,4.6,9.95,227.71,23.72,1.04,1.18,2.0,4.0,4.0
CPIN,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Charoen Pokphand Indonesia Tbk,S,09/30/2022,Dec,U,0,39592.23,13031.13,26561.11,43438.7,3875.54,3188.12,3185.8,251.91,1619.78,21.34,3.32,0.49,10.0,16.0,10.0
CPRO,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Central Proteina Prima Tbk,S,09/30/2022,Dec,U,0,6736.51,3589.58,3146.94,6175.85,394.58,285.73,285.48,6.36,52.83,8.49,1.02,1.14,6.0,12.0,6.0
CRAB,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",PT Toba Surimi Industries Tbk,S,12/31/2022,Dec,A,0,316.48,137.13,179.35,571.16,13.38,10.4,10.4,6.42,91.98,35.54,2.48,0.76,3.0,6.0,2.0
CSRA,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Cisadane Sawit Raya Tbk.,S,12/31/2022,Dec,A,0,1835.25,872.14,963.11,970.57,329.7,252.41,252.41,123.13,469.81,4.39,1.15,0.91,14.0,26.0,26.0
DEWI,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",PT Dewi Shri Farmindo Tbk,S,09/30/2022,Dec,U,0,143.34,12.94,130.41,106.65,7.22,7.22,7.22,4.31,65.2,59.43,3.93,0.1,6.0,7.0,8.0
DLTA,Consumer Non-Cyclicals,D211,Liquors,Delta Djakarta Tbk,S,09/30/2022,Dec,U,0,1243.92,292.3,951.62,587.57,232.13,181.65,181.76,285.07,1188.55,14.1,3.38,0.31,18.0,24.0,39.0
DPUM,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Dua Putra Utama Makmur Tbk,S,09/30/2022,Dec,U,0,1371.26,779.08,592.18,398.68,-39.58,-28.27,-28.27,-13.56,141.84,-3.69,0.35,1.32,-4.0,-10.0,-14.0
DSFI,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Dharma Samudera Fishing Industries Tbk,S,12/31/2022,Dec,A,WDP,390.69,154.41,236.28,552.37,25.76,21.38,21.36,11.5,127.23,6.95,0.63,0.65,5.0,9.0,4.0
DSNG,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Dharma Satya Nusantara Tbk.,S,12/31/2022,Dec,A,0,15357.23,7197.09,8160.14,9633.67,1610.23,1206.59,1206.84,113.85,769.84,6.24,0.92,0.88,8.0,15.0,13.0
ENZO,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Morenzo Abadi Perkasa Tbk,S,09/30/2022,Dec,U,0,270.3,109.94,160.36,446.2,3.52,2.72,2.71,3.49,74.15,14.34,0.67,0.69,3.0,5.0,2.0
FAPA,Consumer Non-Cyclicals,D232,Plantations & Crops,PT FAP Agri Tbk,S,09/30/2022,Dec,U,WTP,8496.38,4759.34,3737.05,3438.0,746.87,577.17,546.06,217.28,1029.66,23.01,4.86,1.27,9.0,21.0,23.0
FISH,Consumer Non-Cyclicals,D232,Plantations & Crops,FKS Multi Agro Tbk,S,12/31/2022,Dec,A,WTM,7195.14,4585.14,2610.01,24403.52,656.8,510.74,502.74,829.87,5437.51,7.92,1.21,1.76,7.0,19.0,2.0
FOOD,Consumer Non-Cyclicals,D222,Processed Foods,Sentra Food Indonesia Tbk,S,09/30/2022,Dec,A,WTP,103.85,75.11,28.73,65.04,-14.64,-12.61,-14.72,-28.71,44.2,-3.69,2.4,2.61,-18.0,-65.0,-29.0
GOLL,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Golden Plantation Tbk,S,09/30/2019,Dec,U,0,2595.46,1846.9,748.56,11.21,-62.16,-62.16,-48.37,-3.72,204.25,0.0,0.24,2.47,-1.0,-2.0,-122.0
GOOD,Consumer Non-Cyclicals,D222,Processed Foods,Garudafood Putra Putri Jaya Tbk,S,12/31/2022,Dec,A,0,7327.37,3975.93,3351.44,10510.94,674.25,521.71,425.21,11.52,90.83,42.52,5.39,1.19,6.0,13.0,4.0
GULA,Consumer Non-Cyclicals,D222,Processed Foods,PT Aman Agrindo Tbk,S,12/31/2022,Dec,A,WTM,193.74,48.24,145.49,180.87,2.0,1.55,1.55,3.15,135.93,93.26,2.16,0.33,1.0,1.0,1.0
GZCO,Consumer Non-Cyclicals,D232,Plantations & Crops,Gozco Plantations Tbk,S,12/31/2022,Dec,A,WTM,2045.41,892.86,1152.54,554.72,93.26,75.82,75.63,7.61,192.09,12.48,0.49,0.77,4.0,7.0,14.0
HOKI,Consumer Non-Cyclicals,D222,Processed Foods,Buyung Poetra Sembada Tbk,S,12/31/2022,Dec,A,WTM,811.6,142.74,668.86,925.71,0.66,0.09,1.8,0.32,69.11,288.47,1.32,0.21,0.0,0.0,0.0
IBOS,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Indo Boga Sukses Tbk,S,06/30/2022,Dec,U,0,358.94,35.65,323.29,36.37,3.94,3.44,3.41,0.67,40.23,410.77,6.86,0.11,2.0,2.0,15.0
ICBP,Consumer Non-Cyclicals,D222,Processed Foods,Indofood CBP Sukses Makmur Tbk,S,12/31/2022,Dec,A,0,115305.54,57832.53,57473.01,64797.52,7525.38,5722.19,4587.37,393.36,4928.27,25.36,2.02,1.01,4.0,8.0,7.0
IKAN,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Era Mandiri Cemerlang Tbk,S,09/30/2022,Dec,U,0,116.63,44.85,71.77,82.12,2.12,1.05,1.05,3.16,86.13,19.31,0.71,0.62,2.0,4.0,3.0
INDF,Consumer Non-Cyclicals,D222,Processed Foods,Indofood Sukses Makmur Tbk,S,12/31/2022,Dec,A,0,180433.3,86810.26,93623.04,110830.27,12318.76,9192.57,6359.09,724.24,10662.7,8.56,0.58,0.93,4.0,7.0,6.0
IPPE,Consumer Non-Cyclicals,D232,Plantations & Crops,Indo Pureco Pratama Tbk,S,09/30/2022,Dec,U,0,295.44,10.47,284.97,43.87,7.75,6.05,6.05,1.52,61.95,37.57,0.92,0.04,2.0,2.0,16.0
JARR,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Jhonlin Agro Raya Tbk,S,12/31/2022,Dec,A,WTP,3001.14,1847.23,1153.91,4707.54,48.27,41.68,41.68,5.21,144.24,46.45,1.68,1.6,1.0,4.0,1.0
JAWA,Consumer Non-Cyclicals,D232,Plantations & Crops,Jaya Agra Wattie Tbk,S,09/30/2022,Dec,U,0,3665.59,3506.64,158.95,747.51,-184.41,-178.21,-177.33,-64.4,42.11,-1.68,2.56,22.06,-7.0,-153.0,-33.0
JPFA,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Japfa Comfeed Indonesia Tbk,S,12/31/2022,Dec,A,WTP,32690.89,19036.11,13654.78,48972.08,1954.53,1490.93,1419.86,121.08,1164.43,9.29,0.97,1.39,4.0,10.0,3.0
KEJU,Consumer Non-Cyclicals,D221,Dairy Products,Mulia Boga Raya Tbk,S,12/31/2022,Dec,A,0,860.1,156.59,703.51,1044.37,150.39,117.37,117.37,78.25,469.0,16.61,2.77,0.22,14.0,17.0,11.0
LSIP,Consumer Non-Cyclicals,D232,Plantations & Crops,PP London Sumatra Indonesia Tbk,S,12/31/2022,Dec,A,0,12417.01,1481.31,10935.71,4585.35,1283.52,1035.28,1036.45,151.91,1602.8,6.71,0.64,0.14,8.0,9.0,23.0
MAGP,Consumer Non-Cyclicals,D232,Plantations & Crops,Multi Agro Gemilang Plantation Tbk,S,03/31/2022,Dec,0,0,840.19,764.27,75.92,32.27,-10.68,-10.68,-10.57,-7.06,8.44,-7.08,5.93,10.07,-8.0,-84.0,-197.0
MAIN,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Malindo Feedmill Tbk,S,09/30/2022,Dec,U,0,5538.54,3541.26,1997.28,8370.9,-54.51,-50.99,-50.97,-4.13,892.14,-116.67,0.54,1.77,0.0,0.0,0.0
MGRO,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Mahkota Group Tbk.,S,12/31/2022,Dec,A,WTM,2561.66,1916.29,645.37,7505.7,-6.62,-34.79,-20.1,-5.37,181.57,-137.77,4.08,2.97,-1.0,-3.0,0.0
MLBI,Consumer Non-Cyclicals,D211,Liquors,Multi Bintang Indonesia Tbk,S,12/31/2022,Dec,A,WTP,3374.5,2301.23,1073.28,3114.91,1246.49,924.91,924.77,438.9,509.39,20.85,17.96,2.14,27.0,86.0,30.0
MYOR,Consumer Non-Cyclicals,D222,Processed Foods,Mayora Indah Tbk,S,09/30/2022,Dec,U,0,22497.49,10558.36,11939.13,22229.91,1402.14,1105.75,1084.71,57.85,533.98,46.16,5.0,0.88,6.0,11.0,6.0
NASI,Consumer Non-Cyclicals,D222,Processed Foods,Wahana Inti Makmur Tbk,S,09/30/2022,Dec,U,0,69.8,10.55,59.26,41.8,0.71,0.71,0.71,-54.48,73.39,-1.62,1.2,0.18,-63.0,-74.0,-105.0
OILS,Consumer Non-Cyclicals,D232,Plantations & Crops,Indo Oil Perkasa Tbk,S,12/31/2022,Dec,A,WTM,157.98,75.19,82.79,514.2,9.44,6.82,6.82,15.02,182.33,12.52,1.03,0.91,4.0,8.0,1.0
PANI,Consumer Non-Cyclicals,D222,Processed Foods,Pratama Abadi Nusa Industri Tbk,S,12/31/2022,Dec,A,0,15938.44,8560.23,7378.21,872.13,289.31,288.31,138.19,0.68,545.32,1864.02,2.34,1.16,1.0,2.0,16.0
PGUN,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Pradiksi Gunatama Tbk,S,12/31/2022,Dec,A,WTP,2347.52,918.35,1429.17,1007.31,188.88,167.25,172.15,30.0,249.08,23.66,2.85,0.64,7.0,12.0,17.0
PMMP,Consumer Non-Cyclicals,D222,Processed Foods,Panca Mitra Multiperdana Tbk,S,09/30/2022,Dec,U,0,4506.64,3253.84,1252.8,2140.07,142.7,130.68,130.68,59.95,532.43,5.97,0.67,2.6,3.0,11.0,7.0
PSDN,Consumer Non-Cyclicals,D222,Processed Foods,Prasidha Aneka Niaga Tbk,S,09/30/2022,Dec,U,0,699.67,677.24,22.43,523.9,-15.11,-26.29,-32.09,-36.41,15.58,-1.7,3.98,30.19,-7.0,-234.0,-10.0
PSGO,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Palma Serasih Tbk.,S,12/31/2022,Dec,A,WTP,4140.86,2454.76,1686.09,1972.82,318.53,257.68,257.68,13.67,89.45,10.53,1.61,1.46,6.0,15.0,13.0
ROTI,Consumer Non-Cyclicals,D222,Processed Foods,Nippon Indosari Corpindo Tbk,S,12/31/2022,Dec,A,WDP,4130.32,1449.16,2681.16,3935.18,572.78,432.25,432.22,69.87,433.39,21.33,3.44,0.54,10.0,16.0,11.0
SGRO,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Sampoerna Agro Tbk,S,12/31/2022,Dec,A,WTM,10243.24,5013.13,5230.11,5671.72,1404.04,1039.44,1049.83,604.17,2875.86,3.58,0.75,0.96,10.0,20.0,19.0
SIMP,Consumer Non-Cyclicals,D232,Plantations & Crops,Salim Ivomas Pratama Tbk,S,09/30/2022,Dec,U,0,36777.96,16173.0,20604.96,17794.25,1805.7,896.32,1161.96,100.1,1302.77,4.0,0.31,0.78,4.0,8.0,9.0
SIPD,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Sreeya Sewu Indonesia Tbk,S,09/30/2022,Dec,U,0,2983.25,2134.06,849.19,4428.61,-100.17,-76.83,-76.83,7.25,634.15,164.16,1.88,2.51,0.0,1.0,0.0
SKBM,Consumer Non-Cyclicals,D222,Processed Foods,Sekar Bumi Tbk,S,09/30/2022,Dec,U,0,2031.48,990.05,1041.43,2894.23,70.04,52.3,50.8,45.22,601.95,8.27,0.62,0.95,4.0,8.0,3.0
SKLT,Consumer Non-Cyclicals,D222,Processed Foods,Sekar Laut Tbk,S,09/30/2022,Dec,U,0,936.61,378.21,558.41,1137.86,53.45,46.34,46.34,124.88,808.42,15.41,2.38,0.68,9.0,15.0,8.0
SMAR,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Sinas Mas Agro Resources and Technology Tbk,S,09/30/2022,Dec,U,0,42884.29,25643.65,17240.64,57035.99,4523.86,3590.23,3586.2,1608.0,6002.61,3.2,0.86,1.49,11.0,27.0,8.0
SSMS,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Sawit Sumbermas Sarana Tbk.,S,09/30/2022,Dec,U,0,14238.98,7359.87,6879.11,5107.66,2060.75,1562.76,1552.26,214.16,722.22,7.4,2.19,1.07,14.0,30.0,40.0
STAA,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Sumber Tani Agung Resources Tbk,S,12/31/2022,Dec,A,WTM,7012.18,2368.87,4643.31,6045.45,1637.68,1280.86,1112.58,102.04,425.86,10.0,2.4,0.51,16.0,24.0,18.0
STTP,Consumer Non-Cyclicals,D222,Processed Foods,Siantar Top Tbk,S,09/30/2022,Dec,U,0,4363.31,659.01,3704.3,3575.25,513.52,419.29,419.32,460.69,2827.71,15.09,2.46,0.18,14.0,16.0,17.0
TAPG,Consumer Non-Cyclicals,D232,Plantations & Crops,Triputra Agro Persada Tbk,S,12/31/2022,Dec,A,WTP,14526.12,4113.38,10412.74,9345.64,3689.28,3088.74,2981.12,150.16,524.5,4.16,1.19,0.4,21.0,29.0,32.0
TAYS,Consumer Non-Cyclicals,D222,Processed Foods,Jaya Swarasa Agung Tbk,S,12/31/2022,Dec,A,WTM,407.71,264.25,143.46,332.02,11.53,7.73,7.73,7.03,130.55,22.03,1.19,1.84,2.0,5.0,2.0
