Kode,Sektor,KodeInd,SubIndustri,Nama Emiten,Sharia,Tanggal,Tahun Buku,Tipe Lap,Opini,Aset,Utang,Modal,Penjual,EBT(RP),Proft,ProftOwner,EPS(RP),BV(RP),PER,PBV,DER,ROA(%),ROE(%),NPM(%)
DAYA,Consumer Non-Cyclicals,D111,Drug Retail & Distributors,Duta Intidaya Tbk,S,06/30/2023,Dec,U,0,759.1,738.18,20.92,702.21,-13.14,-13.12,-13.12,-20.1,8.64,-13.03,30.32,35.29,-6.0,-233.0,-7.0
DMND,Consumer Non-Cyclicals,D112,Food Retail & Distributors,Diamond Food Indonesia Tbk,S,06/30/2023,Dec,U,0,7214.38,1618.07,5596.3,4514.46,242.4,185.04,180.32,38.29,591.05,21.68,1.4,0.29,5.0,6.0,8.0
EPMT,Consumer Non-Cyclicals,D111,Drug Retail & Distributors,Enseval Putera Megatrading Tbk,S,06/30/2023,Dec,U,0,10677.58,3749.48,6928.1,-136.56,443.35,345.74,346.24,280.57,2557.78,10.62,1.17,0.54,7.0,11.0,0.0
HERO,Consumer Non-Cyclicals,D113,Supermarkets & Convenience Store,Hero Supermarket Tbk,S,06/30/2023,Dec,LR,WTM,6669.4,5601.77,1067.64,2515.8,-157.58,131.92,131.92,66.47,255.19,19.63,5.11,5.25,5.0,29.0,12.0
KMDS,Consumer Non-Cyclicals,D112,Food Retail & Distributors,Kurniamitra Duta Sentosa Tbk,S,06/30/2023,Dec,U,0,234.28,54.16,180.13,158.0,30.51,23.85,23.98,55.82,225.16,9.14,2.27,0.3,19.0,25.0,28.0
MIDI,Consumer Non-Cyclicals,D113,Supermarkets & Convenience Store,Midi Utama Indonesia Tbk,S,06/30/2023,Dec,U,0,7199.76,4872.75,2327.02,8648.03,321.49,260.1,259.26,13.9,69.6,32.81,6.55,2.09,6.0,20.0,5.0
MPPA,Consumer Non-Cyclicals,D113,Supermarkets & Convenience Store,Matahari Putra Prima Tbk,S,06/30/2023,Dec,A,WTP,3579.65,3559.02,20.63,3702.93,-147.31,-145.38,-145.38,-32.11,1.59,-2.46,49.65,172.49,-12.0,-2018.0,-11.0
PCAR,Consumer Non-Cyclicals,D112,Food Retail & Distributors,Prima Cakrawala Abadi Tbk,S,06/30/2023,Dec,U,0,107.75,41.97,65.78,145.81,4.66,4.66,4.66,5.68,56.38,8.8,0.89,0.64,6.0,10.0,5.0
RANC,Consumer Non-Cyclicals,D113,Supermarkets & Convenience Store,Supra Boga Lestari Tbk,S,06/30/2023,Dec,U,WTM,1253.32,869.92,383.39,1455.77,-43.94,-42.84,-42.57,-48.07,245.06,-13.42,2.63,2.27,-6.0,-20.0,-5.0
SDPC,Consumer Non-Cyclicals,D111,Drug Retail & Distributors,Millennium Pharmacon International Tbk,S,06/30/2023,Dec,U,0,1534.0,1250.59,283.41,1566.27,31.01,23.14,23.14,26.44,222.46,6.01,0.71,4.41,2.0,12.0,2.0
WICO,Consumer Non-Cyclicals,D112,Food Retail & Distributors,Wicaksana Overseas International Tbk,S,06/30/2023,Dec,U,0,418.66,472.95,-54.29,734.78,-66.22,-71.37,-71.37,-50.38,-22.68,-2.38,-5.29,-8.71,-29.0,0.0,-16.0
AALI,Consumer Non-Cyclicals,D232,Plantations & Crops,Astra Agro Lestari Tbk,S,06/30/2023,Dec,U,0,29215.42,7229.33,21986.09,9390.94,536.72,377.5,367.58,667.57,11423.2,11.35,0.66,0.33,4.0,6.0,14.0
ADES,Consumer Non-Cyclicals,D212,Soft Drinks,Akasha Wira International Tbk,S,06/30/2023,Dec,U,0,1847.24,327.03,1520.21,213.95,235.26,185.38,185.38,666.91,2577.08,19.34,5.01,0.22,21.0,26.0,184.0
AGAR,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Asia Sejahtera Mina Tbk,S,06/30/2023,Dec,U,0,221.0,113.3,107.7,289.28,1.22,0.9,0.9,-6.13,107.7,-29.18,1.66,1.05,-3.0,-6.0,-2.0
AISA,Consumer Non-Cyclicals,D222,Processed Foods,FKS Food Sejahtera Tbk,S,06/30/2023,Dec,U,0,1743.4,966.28,777.13,828.43,4.08,-5.05,-5.05,-4.56,83.46,-28.97,1.58,1.24,-2.0,-5.0,-5.0
ALTO,Consumer Non-Cyclicals,D212,Soft Drinks,Tri Banyan Tirta Tbk,S,06/30/2023,Dec,U,0,1017.47,674.84,342.64,149.83,-6.4,-6.28,-6.25,-10.07,156.32,-4.96,0.32,1.97,-2.0,-6.0,-15.0
AMMS,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",PT Agung Menjangan Mas Tbk,S,06/30/2023,Dec,U,0,70.99,1.86,69.13,4.51,0.57,0.57,0.57,1.21,57.61,36.48,0.76,0.03,2.0,2.0,32.0
ANDI,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Andira Agro Tbk,S,06/30/2023,Dec,U,0,419.15,196.05,223.1,114.28,-15.87,-15.6,-15.6,-2.42,23.86,-20.66,2.1,0.88,-5.0,-10.0,-20.0
ANJT,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Austindo Nusantara Jaya Tbk.,S,06/30/2023,Dec,U,0,9225.95,2878.28,6347.67,1721.98,-18.1,-74.9,-70.01,-6.49,1892.47,-118.67,0.41,0.45,0.0,0.0,-1.0
ASHA,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Cilacap Samudera Fishing Industry Tbk,S,06/30/2023,Dec,U,0,236.22,47.97,188.25,206.82,11.0,8.57,8.57,2.14,37.65,45.35,2.58,0.25,5.0,6.0,5.0
BEEF,Consumer Non-Cyclicals,D222,Processed Foods,Estika Tata Tiara Tbk,S,06/30/2023,Dec,A,WTM,644.42,509.02,135.39,301.71,61.27,52.0,52.02,-0.14,19.26,-850.68,6.28,3.76,0.0,-1.0,0.0
BISI,Consumer Non-Cyclicals,D232,Plantations & Crops,BISI INTERNATIONAL Tbk,S,06/30/2023,Dec,U,0,3170.49,262.51,2907.98,748.1,71.96,60.3,60.26,125.2,969.33,13.1,1.69,0.09,12.0,13.0,50.0
BOBA,Consumer Non-Cyclicals,D222,Processed Foods,Formosa Ingredient Factory Tbk,S,06/30/2023,Dec,U,0,161.71,22.42,139.28,62.12,4.16,3.24,3.24,5.99,120.51,23.36,1.16,0.16,4.0,5.0,11.0
BTEK,Consumer Non-Cyclicals,D232,Plantations & Crops,Bumi Teknokultura Unggul Tbk,S,06/30/2023,Dec,U,0,3992.47,2841.31,1151.16,63.91,-53.82,-53.82,-53.82,-1.96,24.88,-25.52,2.01,2.47,-2.0,-8.0,-142.0
BUDI,Consumer Non-Cyclicals,D222,Processed Foods,Budi Starch & Sweetener Tbk,S,06/30/2023,Dec,U,0,3196.76,1735.41,1461.35,1949.25,65.24,52.31,50.1,22.78,324.82,11.15,0.78,1.19,3.0,7.0,5.0
BWPT,Consumer Non-Cyclicals,D232,Plantations & Crops,Eagle High Plantations Tbk,S,06/30/2023,Dec,U,0,10521.77,8416.14,2105.62,2144.96,-158.79,63.8,74.4,8.89,66.79,6.41,0.85,4.0,3.0,13.0,13.0
CAMP,Consumer Non-Cyclicals,D221,Dairy Products,Campina Ice Cream Industry Tbk,S,06/30/2023,Dec,U,0,1168.63,279.6,889.03,585.09,82.98,65.28,65.28,19.81,151.07,17.67,2.32,0.31,10.0,13.0,20.0
CEKA,Consumer Non-Cyclicals,D222,Processed Foods,Wilmar Cahaya Indonesia Tbk,S,06/30/2023,Dec,U,0,2001.72,438.9,1562.82,3031.21,92.03,72.27,72.27,188.31,2626.58,10.33,0.74,0.28,6.0,7.0,4.0
CLEO,Consumer Non-Cyclicals,D212,Soft Drinks,Sariguna Primatirta Tbk,S,06/30/2023,Dec,LR,WTM,1839.12,546.84,1292.28,752.34,159.7,126.08,126.08,17.53,107.69,39.92,6.5,0.42,0.0,0.0,0.0
CMRY,Consumer Non-Cyclicals,D221,Dairy Products,Cisarua Mountain Dairy Tbk,S,06/30/2023,Dec,U,0,6217.9,892.98,5324.91,3777.33,783.26,622.04,622.0,138.81,671.09,28.6,5.92,0.17,18.0,21.0,29.0
COCO,Consumer Non-Cyclicals,D222,Processed Foods,Wahana Interfood Nusantara Tbk,S,06/30/2023,Dec,U,0,592.92,393.65,199.27,96.36,-5.6,-5.02,-5.02,-3.78,223.94,-52.63,0.89,1.98,-1.0,-2.0,-3.0
CPIN,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Charoen Pokphand Indonesia Tbk,S,06/30/2023,Dec,U,0,42905.9,15190.58,27715.32,30891.88,1742.37,1378.09,1378.87,115.27,1690.16,47.06,3.21,0.55,4.0,7.0,6.0
CPRO,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Central Proteina Prima Tbk,S,06/30/2023,Dec,U,0,6760.38,3351.0,3409.38,4437.95,309.3,227.55,227.37,6.88,57.23,7.7,0.93,0.98,6.0,12.0,9.0
CRAB,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",PT Toba Surimi Industries Tbk,S,06/30/2023,Dec,U,0,313.32,128.31,185.01,282.0,7.25,5.66,5.66,4.49,94.88,52.16,2.47,0.69,3.0,5.0,3.0
CSRA,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Cisadane Sawit Raya Tbk.,S,06/30/2023,Dec,U,0,1807.62,795.33,1012.29,5.1,67.98,49.18,49.18,60.28,493.8,8.26,1.01,0.79,7.0,12.0,2423.0
DEWI,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",PT Dewi Shri Farmindo Tbk,S,06/30/2023,Dec,LR,0,171.5,24.61,146.89,31.26,2.88,2.33,2.33,2.45,73.44,23.22,0.78,0.17,3.0,3.0,16.0
DLTA,Consumer Non-Cyclicals,D211,Liquors,Delta Djakarta Tbk,S,06/30/2023,Dec,U,0,1172.71,324.64,848.07,361.51,134.53,107.51,107.04,273.35,1059.22,13.35,3.45,0.38,19.0,26.0,61.0
DPUM,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Dua Putra Utama Makmur Tbk,S,06/30/2023,Dec,U,0,1336.52,775.6,560.92,335.06,-19.34,-15.32,-15.32,-8.24,134.35,-4.86,0.3,1.38,-3.0,-6.0,-10.0
DSFI,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Dharma Samudera Fishing Industries Tbk,S,06/30/2023,Dec,U,0,410.1,165.67,244.43,281.37,10.47,8.15,8.14,8.34,131.62,8.75,0.55,0.68,4.0,6.0,6.0
DSNG,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Dharma Satya Nusantara Tbk.,S,06/30/2023,Dec,U,0,15978.24,7778.94,8199.31,4357.55,479.85,360.02,361.66,152.23,773.53,4.01,0.79,0.95,10.0,20.0,37.0
ENZO,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Morenzo Abadi Perkasa Tbk,S,06/30/2023,Dec,U,0,306.78,145.46,161.33,248.45,0.61,0.52,0.52,0.64,74.6,78.54,0.67,0.9,0.0,1.0,1.0
FAPA,Consumer Non-Cyclicals,D232,Plantations & Crops,PT FAP Agri Tbk,S,06/30/2023,Dec,U,0,8405.8,4412.04,3993.76,2458.24,125.14,94.75,89.95,100.46,1100.39,51.02,4.66,1.1,4.0,9.0,15.0
FISH,Consumer Non-Cyclicals,D232,Plantations & Crops,FKS Multi Agro Tbk,S,06/30/2023,Dec,U,0,7070.79,4610.68,2460.11,9884.03,161.39,127.71,125.59,725.38,5125.22,7.51,1.06,1.87,5.0,14.0,4.0
FOOD,Consumer Non-Cyclicals,D222,Processed Foods,Sentra Food Indonesia Tbk,S,06/30/2023,Dec,U,0,100.98,65.54,35.44,38.07,-6.23,-6.2,-4.26,-21.66,54.53,-4.48,1.78,1.85,-14.0,-40.0,-37.0
GOLL,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Golden Plantation Tbk,S,09/30/2021,Dec,U,0,480.92,400.9,80.02,3.75,-4.37,-4.37,-4.35,-4.65,21.83,0.0,2.29,5.01,-4.0,-21.0,-454.0
GOOD,Consumer Non-Cyclicals,D222,Processed Foods,Garudafood Putra Putri Jaya Tbk,S,06/30/2023,Dec,U,0,6802.66,3284.53,3518.13,5226.87,284.07,214.25,214.8,12.44,95.35,34.87,4.55,0.93,7.0,13.0,9.0
GULA,Consumer Non-Cyclicals,D222,Processed Foods,PT Aman Agrindo Tbk,S,06/30/2023,Dec,U,0,199.49,50.93,148.56,159.14,3.94,3.06,3.06,2.24,138.79,117.13,1.89,0.34,1.0,2.0,2.0
GZCO,Consumer Non-Cyclicals,D232,Plantations & Crops,Gozco Plantations Tbk,S,06/30/2023,Dec,U,0,1724.76,608.45,1116.31,374.9,-35.12,-36.24,-35.96,8.9,186.05,10.12,0.48,0.55,3.0,5.0,14.0
HOKI,Consumer Non-Cyclicals,D222,Processed Foods,Buyung Poetra Sembada Tbk,S,06/30/2023,Dec,U,0,884.64,214.9,669.74,700.48,-4.89,-4.98,-4.14,-0.99,69.2,-123.73,1.78,0.32,-1.0,-1.0,-1.0
IBOS,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Indo Boga Sukses Tbk,S,06/30/2023,Dec,U,0,372.47,40.79,331.67,42.47,4.31,4.31,4.24,0.98,41.26,326.17,7.76,0.12,2.0,2.0,19.0
ICBP,Consumer Non-Cyclicals,D222,Processed Foods,Indofood CBP Sukses Makmur Tbk,S,06/30/2023,Dec,U,0,119933.34,59093.78,60839.56,34478.64,8363.13,6458.61,5725.14,718.77,5216.95,15.41,2.12,0.97,7.0,14.0,24.0
IKAN,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Era Mandiri Cemerlang Tbk,S,06/30/2023,Dec,U,0,125.96,52.45,73.51,72.03,0.97,0.75,0.75,2.9,88.21,18.99,0.62,0.71,2.0,3.0,3.0
INDF,Consumer Non-Cyclicals,D222,Processed Foods,Indofood Sukses Makmur Tbk,S,06/30/2023,Dec,U,0,188505.44,91336.23,97169.21,56086.6,9738.63,7476.16,5566.26,1027.81,11066.57,6.45,0.6,0.94,5.0,9.0,16.0
IPPE,Consumer Non-Cyclicals,D232,Plantations & Crops,Indo Pureco Pratama Tbk,S,06/30/2023,Dec,U,0,295.26,10.17,285.09,295.26,3.38,2.64,2.64,0.8,61.98,62.51,0.81,0.04,1.0,1.0,1.0
JARR,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Jhonlin Agro Raya Tbk,S,06/30/2023,Dec,U,0,3249.18,2074.17,1175.0,1990.54,27.34,21.22,21.22,-10.63,146.88,-17.12,1.24,1.77,-3.0,-7.0,-4.0
JAWA,Consumer Non-Cyclicals,D232,Plantations & Crops,Jaya Agra Wattie Tbk,S,06/30/2023,Dec,U,0,3643.79,3570.27,73.52,446.72,-175.8,-173.47,-172.61,-101.58,19.48,-0.78,4.06,48.56,-11.0,-522.0,-86.0
JPFA,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Japfa Comfeed Indonesia Tbk,S,06/30/2023,Dec,U,0,33884.92,20592.77,13292.15,24155.76,179.08,112.36,81.98,33.27,1133.51,38.78,1.14,1.55,1.0,3.0,2.0
KEJU,Consumer Non-Cyclicals,D221,Dairy Products,Mulia Boga Raya Tbk,S,06/30/2023,Dec,U,0,780.73,154.21,626.52,476.05,45.96,35.87,35.87,48.69,417.68,24.64,2.87,0.25,9.0,12.0,15.0
LSIP,Consumer Non-Cyclicals,D232,Plantations & Crops,PP London Sumatra Indonesia Tbk,S,06/30/2023,Dec,U,0,12517.9,1780.61,10737.29,1883.89,188.74,165.67,166.51,95.88,1573.72,10.64,0.65,0.17,5.0,6.0,35.0
MAGP,Consumer Non-Cyclicals,D232,Plantations & Crops,Multi Agro Gemilang Plantation Tbk,S,03/31/2022,Dec,U,0,840.19,764.27,75.92,32.27,-10.68,-10.68,-10.57,-7.06,8.44,0.0,5.93,10.07,-8.0,-84.0,-197.0
MAIN,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Malindo Feedmill Tbk,S,06/30/2023,Dec,U,0,5574.83,3630.3,1944.52,5650.88,-162.93,-130.62,-130.6,-16.88,868.57,-27.61,0.54,1.87,-1.0,-2.0,-1.0
MGRO,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Mahkota Group Tbk.,S,06/30/2023,Dec,U,0,2264.08,1767.81,496.27,2638.25,-179.77,-184.59,-164.32,-51.16,139.62,-13.29,4.87,3.56,-8.0,-37.0,-7.0
MLBI,Consumer Non-Cyclicals,D211,Liquors,Multi Bintang Indonesia Tbk,S,06/30/2023,Dec,U,0,3106.94,2092.06,1014.87,1501.35,575.9,457.82,457.74,469.03,481.67,18.5,18.01,2.06,32.0,97.0,66.0
MYOR,Consumer Non-Cyclicals,D222,Processed Foods,Mayora Indah Tbk,S,06/30/2023,Dec,U,0,23656.34,10369.38,13286.97,14819.15,1526.99,1240.99,1218.84,112.16,594.26,23.36,4.41,0.78,11.0,19.0,17.0
NASI,Consumer Non-Cyclicals,D222,Processed Foods,Wahana Inti Makmur Tbk,S,06/30/2023,Dec,U,0,70.42,10.53,59.89,33.42,0.3,0.3,0.3,0.94,74.18,75.38,0.96,0.18,1.0,1.0,2.0
OILS,Consumer Non-Cyclicals,D232,Plantations & Crops,Indo Oil Perkasa Tbk,S,06/30/2023,Dec,U,0,211.35,114.89,96.46,296.05,3.62,4.24,4.24,5.42,212.45,28.95,0.74,1.19,1.0,3.0,1.0
PANI,Consumer Non-Cyclicals,D222,Processed Foods,Pratama Abadi Nusa Industri Tbk,S,06/30/2023,Dec,A,WTM,16698.15,8729.39,7968.77,1242.1,594.13,547.99,211.06,25.74,588.97,146.45,6.4,1.1,2.0,4.0,28.0
PGUN,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Pradiksi Gunatama Tbk,S,06/30/2023,Dec,U,0,2472.18,998.26,1473.92,403.96,57.85,44.74,44.74,28.36,256.88,17.49,1.93,0.68,7.0,11.0,40.0
PMMP,Consumer Non-Cyclicals,D222,Processed Foods,Panca Mitra Multiperdana Tbk,S,06/30/2023,Dec,U,0,4517.32,3253.0,1264.32,1502.15,65.72,45.08,45.08,28.3,537.32,9.89,0.52,2.57,1.0,5.0,4.0
PSDN,Consumer Non-Cyclicals,D222,Processed Foods,Prasidha Aneka Niaga Tbk,S,06/30/2023,Dec,U,0,695.09,651.84,43.25,202.74,9.38,4.13,-1.61,-21.75,30.04,-4.05,2.93,15.07,-5.0,-72.0,-15.0
PSGO,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Palma Serasih Tbk.,S,06/30/2023,Dec,U,0,4021.87,2297.46,1724.4,913.1,68.34,38.31,38.31,6.78,91.48,19.77,1.46,1.33,3.0,7.0,14.0
ROTI,Consumer Non-Cyclicals,D222,Processed Foods,Nippon Indosari Corpindo Tbk,S,06/30/2023,Dec,U,0,3888.53,1696.29,2192.23,1823.73,152.52,118.76,118.75,66.87,354.36,20.86,3.94,0.77,11.0,19.0,23.0
SGRO,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Sampoerna Agro Tbk,S,06/30/2023,Dec,U,0,10164.4,5095.26,5069.14,2547.4,271.96,201.75,212.27,397.53,2787.35,5.08,0.72,1.01,7.0,14.0,28.0
SIMP,Consumer Non-Cyclicals,D232,Plantations & Crops,Salim Ivomas Pratama Tbk,S,06/30/2023,Dec,U,0,35698.86,14787.82,20911.04,7608.32,304.56,126.06,128.36,56.0,1322.12,7.04,0.3,0.71,2.0,4.0,12.0
SIPD,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Sreeya Sewu Indonesia Tbk,S,06/30/2023,Dec,U,0,2808.42,2102.65,705.77,2934.37,1.39,0.76,0.76,-81.28,383.76,-11.5,2.44,2.98,-5.0,-21.0,-5.0
SKBM,Consumer Non-Cyclicals,D222,Processed Foods,Sekar Bumi Tbk,S,06/30/2023,Dec,U,0,2018.39,959.67,1058.72,1680.48,6.81,1.56,1.07,34.71,611.94,8.87,0.5,0.91,3.0,6.0,4.0
SKLT,Consumer Non-Cyclicals,D222,Processed Foods,Sekar Laut Tbk,S,06/30/2023,Dec,U,0,1062.43,453.44,608.99,908.86,44.05,35.02,35.02,115.92,881.65,25.02,3.29,0.74,8.0,13.0,9.0
SMAR,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Sinas Mas Agro Resources and Technology Tbk,S,06/30/2023,Dec,U,0,37555.85,19190.76,18365.09,32617.74,350.95,284.21,284.32,1343.81,6394.1,3.26,0.69,1.04,10.0,21.0,12.0
SSMS,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Sawit Sumbermas Sarana Tbk.,S,06/30/2023,Dec,LR,0,13167.58,7204.89,5962.7,2860.26,321.73,240.35,237.83,114.41,626.0,10.75,1.96,1.21,8.0,18.0,37.0
STAA,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Sumber Tani Agung Resources Tbk,S,06/30/2023,Dec,U,0,6418.44,2154.63,4263.81,2338.95,317.77,248.07,220.62,64.29,391.05,13.14,2.16,0.51,11.0,16.0,30.0
STTP,Consumer Non-Cyclicals,D222,Processed Foods,Siantar Top Tbk,S,06/30/2023,Dec,U,0,4917.73,581.48,4336.26,2340.02,490.27,402.41,402.45,588.58,3310.12,17.84,3.17,0.13,16.0,18.0,33.0
TAPG,Consumer Non-Cyclicals,D232,Plantations & Crops,Triputra Agro Persada Tbk,S,06/30/2023,Dec,U,0,13704.9,3562.61,10142.29,3772.35,574.85,483.92,469.8,84.17,510.88,6.83,1.13,0.35,12.0,16.0,44.0
TAYS,Consumer Non-Cyclicals,D222,Processed Foods,Jaya Swarasa Agung Tbk,S,06/30/2023,Dec,U,0,411.37,266.35,145.02,142.61,2.29,1.41,1.41,6.68,131.97,23.05,1.17,1.84,2.0,5.0,5.0
TBLA,Consumer Non-Cyclicals,D222,Processed Foods,Tunas Baru Lampung Tbk,S,06/30/2023,Dec,U,0,23694.97,16187.87,7507.1,11.0,433.18,336.07,335.68,125.22,1245.91,6.67,0.67,2.16,3.0,10.0,6859.0
TGKA,Consumer Non-Cyclicals,D222,Processed Foods,Tigaraksa Satria Tbk,S,06/30/2023,Dec,U,0,4220.25,2187.2,2033.05,7203.7,294.43,234.22,236.42,529.92,2213.46,13.02,3.12,1.08,12.0,24.0,7.0
TLDN,Consumer Non-Cyclicals,D232,Plantations & Crops,PT Teladan Prima Agro Tbk,S,06/30/2023,Dec,U,0,5171.54,3102.89,2068.65,1915.67,64.76,63.4,63.4,10.06,159.78,45.33,2.85,1.5,3.0,6.0,7.0
TRGU,Consumer Non-Cyclicals,D222,Processed Foods,PT Cerestar Indonesia Tbk,S,06/30/2023,Dec,U,0,3123.07,2099.99,1023.08,2382.68,9.65,6.54,6.54,4.6,128.76,46.1,1.65,2.05,1.0,4.0,2.0
ULTJ,Consumer Non-Cyclicals,D221,Dairy Products,Ultra Jaya Milk Industry & Trading Company Tbk,S,06/30/2023,Dec,U,0,7820.4,1680.84,6139.57,135.1,790.47,615.91,610.85,83.39,531.4,23.08,3.62,0.27,12.0,16.0,713.0
UNSP,Consumer Non-Cyclicals,D232,Plantations & Crops,Bakrie Sumatera Plantations Tbk,S,06/30/2023,Dec,U,0,4579.14,10290.47,-5711.33,1244.96,248.59,249.36,243.85,52.6,-2284.38,2.19,-0.05,-1.8,3.0,0.0,11.0
WAPO,Consumer Non-Cyclicals,D232,Plantations & Crops,Wahana Pronatural Tbk,S,06/30/2023,Dec,U,0,92.75,21.15,71.6,150.58,0.85,0.58,0.58,-1.99,57.7,-65.46,2.25,0.3,-3.0,-3.0,-2.0
WMPP,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Widodo Makmur Perkasa Tbk,S,06/30/2023,Dec,U,0,5623.17,3706.8,1916.37,591.68,-180.05,-180.61,-170.69,-16.16,65.14,-3.09,0.77,1.93,-8.0,-25.0,-80.0
WMUU,Consumer Non-Cyclicals,D231,"Fish, Meat, & Poultry",Widodo Makmur Unggas Tbk,S,06/30/2023,Dec,U,0,2593.44,1436.28,1157.16,207.45,-40.37,-40.37,-40.35,-9.56,89.42,-5.23,0.56,1.24,-5.0,-11.0,-60.0
GGRM,Consumer Non-Cyclicals,D311,Tobacco,Gudang Garam Tbk,S,06/30/2023,Dec,U,0,84857.51,26022.23,58835.28,3288.22,4211.78,3288.22,3288.22,2656.75,30578.27,10.51,0.91,0.44,6.0,9.0,155.0
HMSP,Consumer Non-Cyclicals,D311,Tobacco,HM Sampoerna Tbk,S,06/30/2023,Dec,U,0,48557.73,23031.07,25526.65,56154.63,4808.15,3750.04,3750.04,60.4,219.46,14.57,4.01,0.9,14.0,28.0,13.0
ITIC,Consumer Non-Cyclicals,D311,Tobacco,PT Indonesian Tobacco Tbk.,S,06/30/2023,Dec,U,0,543.21,172.71,370.5,142.89,15.02,10.79,10.79,27.64,393.85,10.71,0.75,0.47,5.0,7.0,18.0
RMBA,Consumer Non-Cyclicals,D311,Tobacco,Bentoel International Investama Tbk,S,06/30/2023,Dec,U,0,9333.08,2557.49,6775.59,4310.11,114.02,40.7,40.69,26.84,186.14,11.4,1.64,0.38,10.0,14.0,23.0
WIIM,Consumer Non-Cyclicals,D311,Tobacco,Wismilak Inti Makmur Tbk,S,06/30/2023,Dec,U,0,2377.15,783.05,1594.1,2380.07,317.35,247.1,246.88,197.18,759.14,9.56,2.48,0.49,17.0,26.0,17.0
EURO,Consumer Non-Cyclicals,D421,Personal Care Products,PT Estee Gold Feet Tbk,S,06/30/2023,Dec,A,0,63.6,3.99,59.61,10.6,2.83,2.33,2.33,1.92,23.39,135.19,11.12,0.07,8.0,8.0,46.0
FLMC,Consumer Non-Cyclicals,D421,Personal Care Products,Falmaco Nonwoven Industri Tbk,0,06/30/2022,Dec,U,0,190.94,102.06,88.88,27.67,-5.94,-6.9,-6.9,307.01,113.77,0.0,0.69,1.15,126.0,270.0,867.0
KINO,Consumer Non-Cyclicals,D421,Personal Care Products,PT Kino Indonesia Tbk,S,06/30/2023,Dec,U,0,4576.81,3017.71,1559.1,1897.67,40.52,32.54,31.74,-679.09,1091.37,-2.16,1.34,1.94,-21.0,-62.0,-51.0
KPAS,Consumer Non-Cyclicals,D421,Personal Care Products,PT Cottonindo Ariesta Tbk.,S,09/30/2021,Dec,U,0,231.45,114.31,117.14,20.15,-29.7,-29.7,-29.68,-43.25,152.52,0.0,0.41,0.98,-14.0,-28.0,-165.0
MBTO,Consumer Non-Cyclicals,D421,Personal Care Products,Martina Berto Tbk,S,06/30/2023,Dec,U,0,713.07,312.17,400.9,212.2,-4.48,-3.9,-3.9,-26.28,374.67,-3.96,0.28,0.78,-4.0,-7.0,-13.0
MRAT,Consumer Non-Cyclicals,D421,Personal Care Products,Mustika Ratu Tbk,S,06/30/2023,Dec,U,0,642.9,229.47,413.43,167.8,0.02,0.07,0.04,181.72,965.95,2.48,0.47,0.56,12.0,19.0,46.0
NANO,Consumer Non-Cyclicals,D421,Personal Care Products,PT Nanotech Indonesia Global Tbk,S,06/30/2023,Dec,U,0,181.64,15.35,166.29,22.47,1.75,1.35,1.65,0.05,38.8,330.44,0.46,0.09,0.0,0.0,1.0
TCID,Consumer Non-Cyclicals,D421,Personal Care Products,Mandom Indonesia Tbk,S,06/30/2023,Dec,U,0,2310.81,475.61,1835.2,982.11,-6.49,-11.86,-11.86,32.38,4563.65,90.17,0.64,0.26,1.0,1.0,1.0
UCID,Consumer Non-Cyclicals,D421,Personal Care Products,PT Uni-Charm Indonesia Tbk.,S,06/30/2023,Dec,U,WTM,8365.96,3066.26,5299.7,5382.47,261.43,184.95,184.99,92.1,1275.02,13.03,0.94,0.58,5.0,7.0,7.0
