Kode,Sektor,KodeInd,SubIndustri,Nama Emiten,Sharia,Tanggal,Tahun Buku,Tipe Lap,Opini,Aset,Utang,Modal,Penjual,EBT(RP),Proft,ProftOwner,EPS(RP),BV(RP),PER,PBV,DER,ROA(%),ROE(%),NPM(%)
COAL,Energy,A121,Coal Production,PT Black Diamond Resources Tbk,S,09/30/2023,Dec,U,0,717.06,385.01,332.05,523.15,52.83,42.79,42.43,5.31,53.13,9.41,0.94,1.16,5.0,10.0,6.0
DEWA,Energy,A132,"Oil, Gas & Coal Equipment & Services",Darma Henwa Tbk,S,09/30/2023,Dec,LR,0,8136.8,4884.73,3252.07,5422.73,19.38,13.45,13.45,-5.8,148.81,-10.17,0.4,1.5,-1.0,-4.0,-2.0
DOID,Energy,A132,"Oil, Gas & Coal Equipment & Services",Delta Dunia Makmur Tbk,S,12/31/2023,Dec,A,WTM,28941.94,24733.19,4208.75,28304.64,932.19,555.96,555.96,64.49,488.19,6.36,0.84,5.88,2.0,13.0,2.0
DSSA,Energy,A121,Coal Production,Dian Swastatika Sentosa Tbk,S,09/30/2023,Dec,A,WTM,40053.93,15448.86,24605.07,63393.1,15643.38,11608.64,5820.39,12704.73,31931.73,11.35,4.52,0.63,24.0,40.0,15.0
DWGL,Energy,A122,Coal Distribution,Dwi Guna Laksana Tbk,S,12/31/2023,Dec,A,WTM,1844.24,1687.82,156.42,3261.18,23.51,15.64,15.64,1.69,16.9,64.5,6.45,10.79,1.0,10.0,0.0
ELSA,Energy,A131,Oil & Gas Drilling Service,Elnusa Tbk,S,12/31/2023,Dec,A,WTM,9601.48,5185.41,4416.07,12564.39,646.61,503.13,503.13,68.94,605.07,5.89,0.67,1.17,5.0,11.0,4.0
ENRG,Energy,A111,Oil & Gas Production & Refinery,Energi Mega Persada Tbk,S,09/30/2023,Dec,U,0,18999.95,10329.51,8670.43,4590.28,1125.42,704.82,707.68,43.36,349.32,4.98,0.62,1.19,6.0,12.0,23.0
FIRE,Energy,A122,Coal Distribution,Alfa Energi Investama Tbk,S,09/30/2023,Dec,U,0,380.38,178.92,201.45,104.28,-16.17,-12.89,-12.88,-64.02,136.54,-1.66,0.78,0.89,-25.0,-47.0,-91.0
GEMS,Energy,A121,Coal Production,Golden Energy Mines Tbk,S,09/30/2023,Dec,A,WTM,17797.53,8194.96,9602.56,31825.39,7837.97,6094.54,5983.09,1596.05,1632.44,3.7,3.61,0.85,53.0,98.0,30.0
GTBO,Energy,A121,Coal Production,Garda Tujuh Buana Tbk,S,09/30/2023,Dec,U,0,1067.54,192.84,874.7,685.29,218.03,163.85,163.85,93.67,349.88,4.23,1.13,0.22,22.0,27.0,34.0
GTSI,Energy,A112,Oil & Gas Storage & Distribution,GTS Internasional Tbk,S,09/30/2023,Dec,U,0,1604.64,661.37,943.26,263.2,101.61,98.54,82.18,4.99,59.63,10.02,0.84,0.7,5.0,8.0,30.0
HITS,Energy,A112,Oil & Gas Storage & Distribution,Humpuss Intermoda Transportasi Tbk,S,09/30/2023,Dec,U,0,4110.42,2457.71,1652.71,1267.3,184.44,166.53,171.96,26.96,232.74,15.65,1.81,1.49,5.0,12.0,15.0
HRUM,Energy,A121,Coal Production,Harum Energy Tbk,S,09/30/2023,Dec,LR,0,22849.89,5379.62,17470.26,9949.55,3068.53,2244.88,1661.32,203.4,1292.36,5.78,0.91,0.31,12.0,16.0,28.0
INDY,Energy,A121,Coal Production,Indika Energy Tbk,S,09/30/2023,Dec,U,0,48404.76,27290.05,21114.7,35600.41,3170.96,1853.51,1453.29,644.3,4052.58,2.32,0.37,1.29,7.0,16.0,9.0
INPS,Energy,A112,Oil & Gas Storage & Distribution,Indah Prakasa Sentosa Tbk,S,09/30/2023,Dec,U,0,300.72,231.43,69.29,207.45,49.94,49.94,49.36,-35.67,106.6,-4.26,1.43,3.34,-8.0,-33.0,-11.0
ITMA,Energy,A132,"Oil, Gas & Coal Equipment & Services",SUMBER ENERGI ANDALAN Tbk,S,12/31/2023,Dec,A,WTM,3499.96,233.0,3266.96,3.79,32.22,32.22,33.75,33.78,3270.06,27.24,0.28,0.07,1.0,1.0,890.0
ITMG,Energy,A121,Coal Production,Indo Tambangraya Megah Tbk,S,12/31/2023,Dec,A,WTM,33778.17,6164.9,27613.27,36657.05,9944.45,7713.63,7724.61,6836.39,24438.14,3.83,1.07,0.22,23.0,28.0,21.0
KKGI,Energy,A121,Coal Production,Resource Alam Indonesia Tbk,S,12/31/2023,Dec,A,WTM,3096.08,944.8,2151.28,4549.44,604.02,413.8,415.01,83.0,430.26,4.0,0.77,0.44,13.0,19.0,9.0
KOPI,Energy,A112,Oil & Gas Storage & Distribution,Mitra Energi Persada Tbk,S,09/30/2023,Dec,U,0,319.45,217.48,101.97,150.86,6.56,4.09,4.07,5.74,146.25,62.71,2.46,2.13,1.0,4.0,3.0
LEAD,Energy,A112,Oil & Gas Storage & Distribution,Logindo Samudramakmur Tbk,S,09/30/2023,Dec,U,0,2010.4,1640.84,369.55,375.99,-78.08,-81.91,-81.91,-28.54,91.26,-2.17,0.68,4.44,-6.0,-31.0,-31.0
MBAP,Energy,A121,Coal Production,Mitrabara Adiperdana Tbk,S,12/31/2023,Dec,A,WTM,3543.26,875.59,2667.67,3459.68,474.51,334.82,334.94,272.91,2173.66,12.17,1.53,0.33,9.0,13.0,10.0
MBSS,Energy,A122,Coal Distribution,Mitrabahtera Segara Sejati Tbk,S,12/31/2023,Dec,A,WTM,3814.48,559.72,3254.77,975.54,380.4,380.4,380.15,217.22,1859.84,4.72,0.55,0.17,10.0,12.0,39.0
MCOL,Energy,A121,Coal Production,Prima Andalan Mandiri Tbk,S,12/31/2023,Dec,A,WTM,11500.14,2458.1,9042.04,14158.34,4554.49,3626.8,3517.47,989.29,2543.07,5.86,2.28,0.27,31.0,39.0,25.0
MEDC,Energy,A111,Oil & Gas Production & Refinery,Medco Energi Internasional Tbk,S,09/30/2023,Dec,U,0,105827.64,74923.37,30904.27,25860.36,7762.02,3984.84,3753.59,235.68,1229.47,6.07,1.16,2.42,6.0,19.0,23.0
MTFN,Energy,A112,Oil & Gas Storage & Distribution,Capitalinc Investment Tbk,S,09/30/2022,Dec,U,0,805.87,851.62,-45.75,310.76,-9.57,-12.77,-13.22,-0.06,-1.44,0.0,-34.8,-18.61,0.0,0.0,-1.0
MYOH,Energy,A132,"Oil, Gas & Coal Equipment & Services",Samindo Resources Tbk,S,09/30/2023,Dec,U,0,2655.06,279.9,2375.16,1469.35,214.82,179.21,178.94,112.2,1076.53,16.49,1.72,0.12,9.0,10.0,17.0
PGAS,Energy,A112,Oil & Gas Storage & Distribution,Perusahaan Gas Negara Tbk,S,12/31/2023,Dec,A,WTM,101885.64,47225.35,54660.29,56295.29,8088.29,5814.57,4293.45,177.11,2254.82,7.68,0.6,0.86,4.0,8.0,8.0
PKPK,Energy,A132,"Oil, Gas & Coal Equipment & Services",Perdana Karya Perkasa Tbk,S,12/31/2023,Dec,A,WTM,251.2,7.84,243.36,57.81,-6.11,-6.11,-6.11,-5.09,202.8,-67.92,1.71,0.03,-2.0,-3.0,-11.0
PSSI,Energy,A122,Coal Distribution,Pelita Samudera Shipping Tbk,S,12/31/2023,Dec,A,WTM,3147.58,544.27,2603.31,1580.82,710.08,631.31,629.74,116.25,480.58,4.34,1.05,0.21,20.0,24.0,40.0
PTBA,Energy,A121,Coal Production,Bukit Asam Tbk,S,12/31/2023,Dec,A,WTM,38765.19,17201.99,21563.2,38488.87,8154.31,6292.52,6105.86,529.99,1871.7,5.6,1.59,0.8,16.0,28.0,16.0
PTIS,Energy,A122,Coal Distribution,Indo Straits Tbk,S,09/30/2023,Dec,U,0,630.68,315.8,314.88,124.38,27.06,14.82,14.59,23.98,572.34,13.18,0.55,1.0,2.0,4.0,11.0
PTRO,Energy,A132,"Oil, Gas & Coal Equipment & Services",Petrosea Tbk,S,09/30/2023,Dec,U,0,11093.21,7474.46,3618.75,6485.79,183.63,166.38,163.82,330.26,3587.88,14.59,1.34,2.07,3.0,9.0,5.0
RAJA,Energy,A112,Oil & Gas Storage & Distribution,Rukun Raharja Tbk,S,12/31/2023,Dec,A,WTM,5074.0,2688.02,2385.98,3145.63,627.54,419.16,395.34,93.53,564.45,14.59,2.42,1.13,8.0,17.0,13.0
RIGS,Energy,A122,Coal Distribution,Rig Tenders Indonesia Tbk,S,12/31/2023,Jun,U,0,740.33,21.32,719.01,169.42,39.89,39.89,39.89,128.73,1180.38,3.88,0.42,0.03,11.0,11.0,46.0
RMKE,Energy,A122,Coal Distribution,RMK Energy Tbk,S,09/30/2023,Dec,U,0,2018.07,556.88,1461.19,1840.32,367.53,285.15,282.37,90.52,333.99,6.35,1.72,0.38,20.0,27.0,22.0
RUIS,Energy,A132,"Oil, Gas & Coal Equipment & Services",Radiant Utama Interinsco Tbk,S,09/30/2023,Dec,U,0,1407.74,861.57,546.17,1300.09,20.18,12.71,12.7,16.71,709.31,12.09,0.28,1.58,1.0,2.0,1.0
SGER,Energy,A122,Coal Distribution,Sumber Global Energy Tbk,S,09/30/2023,Dec,U,0,2688.58,1351.81,1336.77,9525.33,759.18,608.68,608.27,115.49,306.29,19.66,7.41,1.01,19.0,38.0,5.0
SHIP,Energy,A112,Oil & Gas Storage & Distribution,Sillo Maritime Perdana Tbk,S,09/30/2023,Dec,U,0,6668.87,3693.05,2975.82,1732.52,419.53,369.55,278.81,128.51,1094.14,8.79,1.03,1.24,5.0,12.0,20.0
SICO,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Sigma Energy Compressindo Tbk,S,12/31/2023,Dec,A,WTM,138.48,21.14,117.34,100.08,14.34,11.61,10.52,11.56,128.94,8.48,0.76,0.18,8.0,9.0,11.0
SMMT,Energy,A121,Coal Production,Golden Eagle Energy Tbk,S,12/31/2023,Dec,A,WTM,1007.86,208.34,799.52,1016.27,280.05,255.97,244.44,77.6,253.82,9.92,3.03,0.26,24.0,31.0,24.0
SMRU,Energy,A132,"Oil, Gas & Coal Equipment & Services",SMR Utama Tbk,S,09/30/2023,Dec,U,0,884.52,735.78,148.75,247.6,-45.98,-46.4,-46.4,-0.01,11.9,-3411.3,4.2,4.95,0.0,0.0,0.0
SOCI,Energy,A112,Oil & Gas Storage & Distribution,Soechi Lines Tbk,S,12/31/2023,Dec,A,WTM,9329.84,3424.07,5905.77,2624.07,168.3,137.89,137.77,19.52,836.63,8.76,0.2,0.58,1.0,2.0,5.0
SUGI,Energy,A111,Oil & Gas Production & Refinery,Sugih Energy Tbk,S,09/30/2018,Dec,U,0,7200.64,4903.19,2297.45,12.34,-22.65,-20.46,-20.46,-47.77,92.6,0.0,0.54,2.13,-16.0,-52.0,-9608.0
SURE,Energy,A111,Oil & Gas Production & Refinery,Super Energy Tbk,S,12/31/2023,Dec,A,WTM,983.78,520.31,463.47,304.56,-171.63,-142.34,-117.31,-78.33,309.48,-22.09,5.59,1.12,-12.0,-25.0,-39.0
TAMU,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Pelayaran Tamarin Samudra Tbk.,S,09/30/2023,Dec,U,0,961.77,491.26,470.51,141.3,-7.98,-8.51,-8.51,-1.38,12.55,-5.08,0.56,1.04,-5.0,-11.0,-37.0
TCPI,Energy,A122,Coal Distribution,Transcoal Pacific Tbk,S,12/31/2023,Dec,A,WTM,3509.25,1413.31,2095.94,1825.58,218.1,188.68,181.36,36.27,419.19,200.56,17.35,0.67,5.0,9.0,10.0
TEBE,Energy,A122,Coal Distribution,Dana Brata Luhur Tbk,S,09/30/2023,Dec,U,0,1184.34,113.74,1070.6,458.97,222.49,173.05,171.81,212.2,833.15,3.63,0.92,0.11,23.0,25.0,59.0
TOBA,Energy,A121,Coal Production,TBS Energi Utama Tbk,S,12/31/2023,Dec,A,WTM,14633.67,8092.35,6541.31,7739.0,507.2,321.85,122.07,15.06,806.9,17.27,0.32,1.24,1.0,2.0,2.0
TPMA,Energy,A122,Coal Distribution,Trans Power Marine Tbk,S,12/31/2023,Dec,A,WTM,1812.65,384.17,1428.48,1027.97,316.42,304.08,304.08,115.48,542.47,5.98,1.27,0.27,17.0,21.0,30.0
TRAM,Energy,A121,Coal Production,Trada Alam Minera Tbk,S,12/31/2020,Dec,A,WDP,5404.12,4082.78,1321.35,3553.66,-1165.19,-1113.68,-818.99,-16.5,26.62,0.0,1.88,3.09,-15.0,-62.0,-23.0
UNIQ,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Ulima Nitra Tbk,S,12/31/2023,Dec,A,WTM,726.27,336.36,389.91,571.54,51.52,42.48,42.48,13.53,124.21,28.82,3.14,0.86,6.0,11.0,7.0
WINS,Energy,A132,"Oil, Gas & Coal Equipment & Services",Wintermar Offshore Marine Tbk,S,12/31/2023,Dec,A,WTM,3007.45,507.57,2499.88,1120.27,103.19,102.37,103.03,23.61,572.8,21.39,0.88,0.2,3.0,4.0,9.0
WOWS,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Ginting Jaya Energi Tbk,S,12/31/2023,Dec,A,WDP,666.22,143.27,522.95,122.46,-10.32,-9.96,-9.96,-4.02,211.23,-8.45,0.16,0.27,-1.0,-2.0,-8.0
JSKY,Energy,A211,Alternative Energy Equipment,Sky Energy Indonesia Tbk,S,12/31/2021,Dec,A,WTP,387.39,226.76,160.64,148.29,-82.84,-72.77,-72.77,-35.8,79.03,0.0,0.66,1.41,-19.0,-45.0,-49.0
SEMA,Energy,A211,Alternative Energy Equipment,Semacom Integrated Tbk,S,12/31/2023,Dec,A,WTM,285.13,127.1,158.04,219.56,16.63,13.29,13.01,9.66,117.3,13.77,1.13,0.8,5.0,8.0,6.0
ETWA,Energy,A221,Alternative Fuels,Eterindo Wahanatama Tbk,S,09/30/2023,Dec,U,0,882.59,1314.06,-431.48,0.01,-33.41,-33.41,-33.37,-16.58,-92.42,-4.22,-0.76,-3.05,-9.0,0.0,-1285643.0
MITI,Energy,A111,Oil & Gas Production & Refinery,Mitra Investindo Tbk,S,12/31/2023,Dec,A,WTM,494.89,59.09,435.8,307.0,58.4,47.89,38.51,10.88,123.08,17.29,1.53,0.14,8.0,9.0,13.0
ADMG,Basic Materials,B111,Basic Chemicals,Polychem Indonesia Tbk,S,09/30/2023,Dec,U,0,2494.06,413.19,2080.87,1208.7,-180.7,-168.54,-168.49,-71.55,535.04,-1.86,0.25,0.2,-11.0,-13.0,-23.0
AGII,Basic Materials,B111,Basic Chemicals,Aneka Gas Industri Tbk,S,09/30/2023,Dec,U,0,7711.89,3893.16,3818.73,2067.69,151.0,114.9,110.98,45.63,1245.24,33.64,1.23,1.02,2.0,4.0,7.0
AKPI,Basic Materials,B113,Specialty Chemicals,Argha Karya Prima Industry Tbk,S,09/30/2023,Dec,U,0,3320.4,1613.57,1706.83,2047.97,-25.16,-17.01,-17.01,-34.98,2787.81,-20.44,0.26,0.95,-1.0,-1.0,-1.0
ALDO,Basic Materials,B131,Containers & Packaging,Alkindo Naratama Tbk,S,09/30/2023,Dec,U,0,1765.13,943.31,821.82,1208.2,12.91,9.78,9.94,11.18,608.59,65.31,1.2,1.15,1.0,2.0,1.0
ALKA,Basic Materials,B141,Aluminum,Alakasa Industrindo Tbk,S,09/30/2023,Dec,U,0,566.72,370.53,196.19,1733.03,8.12,8.12,8.1,95.3,386.45,4.55,1.12,1.89,9.0,25.0,3.0
ALMI,Basic Materials,B141,Aluminum,Alumindo Light Metal Industry Tbk,S,09/30/2023,Dec,U,0,1049.7,611.67,438.03,699.34,-104.72,-81.68,-81.68,-36.96,114.79,-3.79,1.22,1.4,-13.0,-32.0,-20.0
ANTM,Basic Materials,B146,Diversified Metals & Minerals,Aneka Tambang Tbk,S,09/30/2023,Dec,U,0,35500.17,10883.4,24616.77,30898.98,3684.02,2848.59,2848.59,168.23,1024.39,9.21,1.51,0.44,11.0,16.0,13.0
APLI,Basic Materials,B113,Specialty Chemicals,Asiaplast Industries Tbk,S,12/31/2023,Dec,A,WTM,490.51,156.66,333.85,469.14,66.71,50.4,50.42,37.0,245.0,16.22,2.45,0.47,10.0,15.0,11.0
ARCI,Basic Materials,B143,Gold,Archi Indonesia Tbk,S,12/31/2023,Dec,A,WTM,12406.47,8351.73,4054.74,3854.05,435.52,227.87,224.94,9.06,163.27,37.98,2.11,2.06,2.0,6.0,6.0
AVIA,Basic Materials,B113,Specialty Chemicals,Avia Avian Tbk,S,12/31/2023,Dec,A,WTM,11166.99,1245.5,9921.49,7016.88,1992.14,1643.1,1642.17,26.51,160.14,20.75,3.43,0.13,15.0,17.0,23.0
AYLS,Basic Materials,B121,Construction Materials,Agro Yasa Lestari Tbk,S,09/30/2023,Dec,U,0,46.15,1.59,44.55,3.48,-1.98,-1.72,-1.72,-4.44,52.21,-11.27,0.96,0.04,-8.0,-8.0,-109.0
BAJA,Basic Materials,B144,Iron & Steel,Saranacentral Bajatama Tbk,S,09/30/2023,Dec,U,0,602.06,501.51,100.55,718.86,-15.8,-12.53,-12.53,-29.64,55.86,-3.27,1.74,4.99,-9.0,-53.0,-7.0
BEBS,Basic Materials,B121,Construction Materials,Berkah Beton Sadaya Tbk,S,09/30/2023,Dec,U,0,927.38,73.14,854.23,364.42,105.72,82.44,82.44,1.23,18.98,40.77,2.63,0.09,6.0,6.0,15.0
BMSR,Basic Materials,B111,Basic Chemicals,Bintang Mitra Semestaraya Tbk,S,12/31/2023,Dec,A,WTM,1551.25,722.08,829.17,3859.88,210.26,174.69,174.8,150.79,715.3,2.8,0.59,0.87,11.0,21.0,5.0
BRMS,Basic Materials,B146,Diversified Metals & Minerals,Bumi Resources Minerals Tbk,S,09/30/2023,Dec,U,0,17266.75,2309.96,14956.8,507.14,158.89,165.13,162.38,1.95,105.49,79.38,1.47,0.15,2.0,2.0,55.0
BRNA,Basic Materials,B131,Containers & Packaging,Berlina Tbk,S,09/30/2023,Dec,U,0,1742.52,1088.98,653.54,753.69,-66.79,-53.57,-60.14,-121.65,667.48,-7.93,1.45,1.67,-7.0,-18.0,-16.0
BRPT,Basic Materials,B111,Basic Chemicals,Barito Pacific Tbk,S,09/30/2023,Dec,U,0,146714.7,88040.56,58674.14,32714.31,3114.96,1498.74,555.16,4.38,625.88,242.07,1.69,1.5,0.0,1.0,1.0
BTON,Basic Materials,B144,Iron & Steel,Betonjaya Manunggal Tbk,S,09/30/2023,Dec,U,0,357.4,109.84,247.56,105.32,11.71,8.95,8.95,32.19,343.83,12.61,1.18,0.44,6.0,9.0,22.0
CHEM,Basic Materials,B111,Basic Chemicals,PT Chemstar Indonesia Tbk,S,12/31/2023,Dec,A,WTM,148.37,37.18,111.19,119.66,1.13,0.61,0.61,0.36,65.41,223.65,1.22,0.33,0.0,1.0,1.0
CITA,Basic Materials,B141,Aluminum,Cita Mineral Investindo Tbk,S,12/31/2023,Dec,A,WTM,6224.31,702.91,5521.4,3292.72,775.77,718.6,718.65,181.46,1394.17,12.51,1.63,0.13,12.0,13.0,22.0
CLPI,Basic Materials,B113,Specialty Chemicals,Colorpak Indonesia Tbk,S,09/30/2023,Dec,U,0,748.55,206.23,542.31,596.51,48.42,38.94,38.92,137.56,1770.31,7.16,0.56,0.38,6.0,8.0,7.0
CMNT,Basic Materials,B121,Construction Materials,Cemindo Gemilang Tbk,S,12/31/2023,Dec,A,WTM,17955.98,13974.22,3981.76,9612.85,348.59,159.29,154.81,9.04,232.5,116.15,4.52,3.51,1.0,4.0,2.0
CTBN,Basic Materials,B144,Iron & Steel,Citra Tubindo Tbk,S,09/30/2023,Dec,U,0,2497.51,1031.86,1465.65,2311.01,207.18,179.77,179.75,149.93,1831.21,8.94,0.73,0.7,5.0,8.0,5.0
DKFT,Basic Materials,B146,Diversified Metals & Minerals,Central Omega Resources Tbk,S,09/30/2023,Dec,U,0,2523.24,2094.26,428.98,495.76,59.41,39.18,68.16,12.42,76.08,8.45,1.38,4.88,3.0,16.0,14.0
DPNS,Basic Materials,B113,Specialty Chemicals,Duta Pertiwi Nusantara Tbk,S,12/31/2023,Dec,A,WTM,347.05,15.28,331.77,116.2,19.01,16.08,17.17,51.85,1001.92,8.02,0.42,0.05,5.0,5.0,15.0
EKAD,Basic Materials,B113,Specialty Chemicals,Ekadharma International Tbk,S,09/30/2023,Dec,U,0,1222.11,95.33,1126.77,390.24,69.34,57.29,55.73,19.13,322.5,13.28,0.79,0.08,5.0,6.0,17.0
EPAC,Basic Materials,B131,Containers & Packaging,Megalestari Epack Sentosaraya Tbk,S,09/30/2023,Dec,U,0,285.74,187.85,97.89,80.11,-19.0,-17.76,-14.95,-11.56,29.63,-0.78,0.3,1.92,-13.0,-39.0,-48.0
ESIP,Basic Materials,B131,Containers & Packaging,Sinergi Inti Plastindo Tbk,S,09/30/2023,Dec,U,0,97.6,1.71,95.89,44.38,0.7,0.61,0.61,-0.31,86.39,-109.45,0.39,0.02,0.0,0.0,-1.0
ESSA,Basic Materials,B111,Basic Chemicals,Surya Esa Perkasa Tbk,S,12/31/2023,Dec,A,WTM,10736.93,3052.27,7684.66,5325.86,953.95,721.36,534.42,31.02,446.08,21.76,1.51,0.4,5.0,7.0,10.0
FASW,Basic Materials,B131,Containers & Packaging,Fajar Surya Wisesa Tbk,S,12/31/2023,Dec,A,WTM,12545.14,8181.86,4363.28,7723.19,-795.28,-625.86,-625.86,-252.58,1760.89,-21.78,3.12,1.88,-5.0,-14.0,-8.0
FPNI,Basic Materials,B111,Basic Chemicals,Lotte Chemical Titan Tbk,S,12/31/2023,Dec,A,WTM,2820.24,1168.44,1651.8,5808.35,-17.6,-6.18,-6.16,-1.11,296.74,-169.88,0.63,0.71,0.0,0.0,0.0
GDST,Basic Materials,B144,Iron & Steel,Gunawan Dianjaya Steel Tbk,S,09/30/2023,Dec,U,0,2194.55,952.93,1241.63,1915.0,238.58,183.63,183.63,26.0,134.34,4.35,0.84,0.77,11.0,19.0,13.0
GGRP,Basic Materials,B144,Iron & Steel,Gunung Raja Paksi Tbk,S,12/31/2023,Dec,A,WTM,18967.96,4695.37,14272.59,10959.21,627.28,584.02,575.41,47.51,1178.44,8.84,0.36,0.33,3.0,4.0,5.0
HKMU,Basic Materials,B141,Aluminum,HK Metals Utama Tbk,S,03/31/2023,Dec,U,0,397.71,467.59,-69.88,4.21,-123.08,-93.17,-91.49,-87.66,-21.69,-0.57,-2.31,-6.69,-71.0,0.0,-6713.0
IFII,Basic Materials,B151,Timber,Indonesia Fibreboard Industry Tbk,S,12/31/2023,Dec,A,WTM,1894.39,673.47,1220.92,986.99,129.82,100.9,100.9,10.72,129.72,14.46,1.19,0.55,5.0,8.0,10.0
IFSH,Basic Materials,B146,Diversified Metals & Minerals,Ifishdeco Tbk,S,12/31/2023,Dec,A,WTM,1072.48,286.6,785.89,1433.22,294.43,220.36,211.26,99.42,369.83,8.6,2.31,0.36,20.0,27.0,15.0
IGAR,Basic Materials,B131,Containers & Packaging,Champion Pacific Indonesia Tbk,S,12/31/2023,Dec,A,WTM,908.81,76.97,831.84,857.78,71.54,56.64,38.4,39.5,855.62,11.54,0.53,0.09,4.0,5.0,4.0
