Kode,Sektor,KodeInd,SubIndustri,Nama Emiten,Sharia,Tanggal,Tahun Buku,Tipe Lap,Opini,Aset,Utang,Modal,Penjual,EBT(RP),Proft,ProftOwner,EPS(RP),BV(RP),PER,PBV,DER,ROA(%),ROE(%),NPM(%)
BSML,Energy,A122,Coal Distribution,Bintang Samudera Mandiri Lines Tbk,S,04/30/2021,Dec,0,0,215.25,161.09,54.17,19.55,3.14,2.98,2.98,1.69,29.28,106.52,17.59,2.97,1.0,6.0,16.0
BSSR,Energy,A121,Coal Production,Baramulti Suksessarana Tbk,S,12/31/2021,Dec,A,WTP,6211.54,2607.01,3604.53,9865.2,3769.99,2927.49,2927.48,1118.85,1377.62,3.35,2.72,0.72,47.0,81.0,30.0
BULL,Energy,A112,Oil & Gas Storage & Distribution,Buana Lintas Lautan Tbk,S,09/30/2021,Dec,U,0,11960.09,6873.55,5086.55,1973.93,42.35,40.87,43.81,-4.08,360.3,38.19,0.44,1.35,0.0,-1.0,-3.0
BUMI,Energy,A121,Coal Production,Bumi Resources Tbk,S,09/30/2021,Dec,LR,0,53026.2,49013.78,4012.41,9540.39,2108.94,1020.89,912.25,-16.62,36.89,4.83,1.46,12.22,-3.0,-45.0,-19.0
BYAN,Energy,A121,Coal Production,Bayan Resources Tbk,S,12/31/2021,Dec,A,WTP,34726.64,8144.83,26581.81,40698.33,23223.85,18063.95,17304.93,3700.69,7974.54,11.64,5.44,0.31,36.0,46.0,30.0
CANI,Energy,A122,Coal Distribution,Capitol Nusantara Indonesia Tbk,S,12/31/2021,Jun,U,0,323.38,692.04,-368.65,18.91,-21.04,-21.13,-21.13,-33.91,-442.33,-2.74,-0.31,-1.88,-9.0,0.0,-149.0
CNKO,Energy,A122,Coal Distribution,Exploitasi Energi Indonesia Tbk,S,09/30/2021,Dec,U,0,1190.49,2417.67,-1227.19,714.6,-76.65,-76.65,-75.71,-22.31,-137.02,-4.44,-0.36,-1.97,-17.0,0.0,-28.0
DEWA,Energy,A132,"Oil, Gas & Coal Equipment & Services",Darma Henwa Tbk,S,09/30/2021,Dec,U,0,8219.14,4329.01,3890.13,3382.93,27.49,24.64,24.54,1.57,178.01,36.06,0.3,1.11,0.0,1.0,1.0
DOID,Energy,A132,"Oil, Gas & Coal Equipment & Services",Delta Dunia Makmur Tbk,S,09/30/2021,Dec,U,0,19935.6,16382.52,3553.08,8545.96,-199.14,-230.61,-230.61,-58.7,412.13,-11.38,0.99,4.61,-3.0,-14.0,-6.0
DSSA,Energy,A121,Coal Production,Dian Swastatika Sentosa Tbk,S,12/31/2021,Dec,A,WTP,42950.73,17976.99,24973.74,30891.62,5413.3,3786.1,1713.39,2223.58,32410.18,19.79,1.36,0.72,4.0,7.0,6.0
DWGL,Energy,A122,Coal Distribution,Dwi Guna Laksana Tbk,S,12/31/2021,Dec,A,WTP,1245.71,1109.29,136.41,2297.55,84.45,94.22,94.22,10.19,14.76,17.86,12.33,8.13,1.0,13.0,1.0
ELSA,Energy,A131,Oil & Gas Drilling Service,Elnusa Tbk,S,12/31/2021,Dec,A,WTP,7234.86,3456.72,3778.13,8136.56,230.75,108.85,108.74,14.9,517.66,19.73,0.57,0.91,2.0,3.0,1.0
ENRG,Energy,A111,Oil & Gas Production & Refinery,Energi Mega Persada Tbk,S,09/30/2021,Dec,U,0,15302.94,9179.8,6123.15,4233.08,1284.06,257.32,265.19,15.91,246.69,8.0,0.46,1.5,3.0,6.0,9.0
FIRE,Energy,A122,Coal Distribution,Alfa Energi Investama Tbk,S,09/30/2021,Dec,U,0,545.85,174.32,371.53,702.19,23.57,18.66,18.68,10.68,251.82,17.42,1.17,0.47,3.0,4.0,2.0
GEMS,Energy,A121,Coal Production,Golden Energy Mines Tbk,S,12/31/2021,Dec,A,WTP,11829.39,7315.76,4513.63,22629.97,6575.74,5051.57,4965.67,844.16,767.32,5.76,6.33,1.62,42.0,110.0,22.0
GTBO,Energy,A121,Coal Production,Garda Tujuh Buana Tbk,S,09/30/2020,Dec,U,0,826.76,201.74,625.02,0.0,-9.54,-9.54,-9.54,-0.35,250.01,-14.74,0.3,0.32,0.0,0.0,0.0
GTSI,Energy,A112,Oil & Gas Storage & Distribution,GTS Internasional Tbk,S,09/30/2021,Dec,A,WTP,1827.13,862.6,964.53,263.14,-19.74,-22.18,-45.71,2.77,60.97,-17.39,1.1,0.89,2.0,5.0,17.0
HITS,Energy,A112,Oil & Gas Storage & Distribution,Humpuss Intermoda Transportasi Tbk,S,09/30/2021,Dec,U,0,3206.55,2125.11,1081.44,896.74,16.98,3.91,-10.68,-7.68,152.29,-376.61,4.96,1.97,-2.0,-5.0,-6.0
HRUM,Energy,A121,Coal Production,Harum Energy Tbk,S,12/31/2021,Dec,A,WTP,12479.98,3195.55,9284.42,4796.89,1819.89,1402.45,1057.86,364.65,3434.07,40.36,3.12,0.34,8.0,11.0,21.0
INDY,Energy,A121,Coal Production,Indika Energy Tbk,S,09/30/2021,Dec,LR,0,52727.38,40526.76,12200.62,30870.46,3566.74,-120.22,-85.24,-184.24,2341.68,-95.81,0.89,3.32,-2.0,-8.0,-3.0
INPS,Energy,A112,Oil & Gas Storage & Distribution,Indah Prakasa Sentosa Tbk,S,09/30/2021,Dec,U,0,451.46,331.26,120.2,210.38,-3.15,-3.21,-3.15,-14.44,184.92,-201.84,7.06,2.76,-2.0,-8.0,-4.0
ITMA,Energy,A132,"Oil, Gas & Coal Equipment & Services",SUMBER ENERGI ANDALAN Tbk,S,09/30/2021,Dec,U,0,2558.94,153.63,2405.31,2.19,114.31,114.31,114.32,154.89,2762.5,3.28,0.21,0.06,5.0,6.0,6145.0
ITMG,Energy,A121,Coal Production,Indo Tambangraya Megah Tbk,S,12/31/2021,Dec,A,WTP,23775.56,6630.52,17145.05,29634.04,8862.32,6783.34,6785.91,6005.63,15173.61,4.44,1.76,0.39,16.0,22.0,13.0
KKGI,Energy,A121,Coal Production,Resource Alam Indonesia Tbk,S,09/30/2021,Dec,U,0,1715.65,407.12,1308.53,1147.76,190.96,131.79,132.31,28.22,261.71,11.68,1.57,0.31,8.0,11.0,12.0
KOPI,Energy,A112,Oil & Gas Storage & Distribution,Mitra Energi Persada Tbk,S,09/30/2021,Dec,U,0,228.24,139.27,88.97,141.79,3.15,1.61,1.57,0.38,127.6,184.94,4.35,1.57,0.0,0.0,0.0
LEAD,Energy,A112,Oil & Gas Storage & Distribution,Logindo Samudramakmur Tbk,S,09/30/2021,Dec,U,0,1995.32,1479.14,516.18,288.58,-21.56,-24.93,-24.92,-6.23,127.46,-6.34,0.41,2.87,-1.0,-5.0,-9.0
MBAP,Energy,A121,Coal Production,Mitrabara Adiperdana Tbk,S,12/31/2021,Dec,A,WTP,3677.41,823.85,2853.57,4421.11,1839.23,1434.98,1434.98,575.48,2325.13,5.71,1.87,0.29,19.0,25.0,16.0
MBSS,Energy,A122,Coal Distribution,Mitrabahtera Segara Sejati Tbk,S,09/30/2021,Dec,LR,0,2603.68,290.62,2313.06,769.94,65.86,65.86,59.16,-23.02,1321.73,30.18,1.03,0.13,-2.0,-2.0,-5.0
MCOL,Energy,A121,Coal Production,Prima Andalan Mandiri Tbk,S,09/30/2021,Dec,U,0,6733.4,2263.42,4469.98,5393.97,2386.93,1883.14,1849.08,543.88,1257.18,5.16,2.85,0.51,29.0,43.0,36.0
MEDC,Energy,A111,Oil & Gas Production & Refinery,Medco Energi Internasional Tbk,S,09/30/2021,Dec,U,0,75608.53,57926.9,17681.63,13689.75,2976.62,1006.78,803.74,33.06,703.43,13.02,0.79,3.28,1.0,5.0,6.0
MTFN,Energy,A112,Oil & Gas Storage & Distribution,Capitalinc Investment Tbk,S,09/30/2021,Dec,U,0,734.73,772.34,-37.61,250.11,-16.58,-17.39,-17.22,-1.85,-1.18,-69.36,-42.33,-20.54,-8.0,0.0,-24.0
MYOH,Energy,A132,"Oil, Gas & Coal Equipment & Services",Samindo Resources Tbk,S,12/31/2021,Dec,A,WTP,2339.68,333.31,2006.37,2292.48,493.66,384.64,384.21,174.14,909.38,10.54,2.02,0.17,16.0,19.0,17.0
PGAS,Energy,A112,Oil & Gas Storage & Distribution,Perusahaan Gas Negara Tbk,S,12/31/2021,Dec,U,0,107173.73,60301.14,46872.59,43322.12,6677.02,5201.54,4335.26,178.84,1933.57,7.86,0.73,1.29,4.0,9.0,10.0
PKPK,Energy,A132,"Oil, Gas & Coal Equipment & Services",Perdana Karya Perkasa Tbk,S,09/30/2021,Dec,U,0,66.96,29.11,37.86,2.08,-3.69,-2.54,-2.54,-7.12,63.09,-35.31,3.15,0.77,-6.0,-11.0,-205.0
PSSI,Energy,A122,Coal Distribution,Pelita Samudera Shipping Tbk,S,12/31/2021,Dec,A,WTP,2300.68,664.65,1636.02,1551.52,395.61,357.32,356.98,48.22,302.01,8.76,1.58,0.41,11.0,16.0,17.0
PTBA,Energy,A121,Coal Production,Bukit Asam Tbk,S,12/31/2021,Dec,U,0,36123.7,11869.98,24253.72,29261.47,10358.68,8036.89,7909.11,686.52,2105.24,4.79,1.56,0.49,22.0,33.0,27.0
PTIS,Energy,A122,Coal Distribution,Indo Straits Tbk,S,09/30/2021,Dec,U,0,524.27,285.21,239.06,119.74,0.78,0.78,0.77,0.86,434.53,128.97,0.56,1.19,0.0,0.0,0.0
PTRO,Energy,A132,"Oil, Gas & Coal Equipment & Services",Petrosea Tbk,S,12/31/2021,Dec,A,WTP,7601.61,3888.49,3713.12,5932.15,589.79,484.48,481.07,462.85,3681.44,10.01,0.74,1.05,6.0,13.0,8.0
RAJA,Energy,A112,Oil & Gas Storage & Distribution,Rukun Raharja Tbk,S,09/30/2021,Dec,U,0,3528.17,1767.92,1760.25,1041.44,28.55,17.13,1.51,5.91,416.42,366.36,0.42,1.0,1.0,1.0,2.0
RIGS,Energy,A122,Coal Distribution,Rig Tenders Indonesia Tbk,S,12/31/2021,Jun,U,0,600.49,32.04,568.45,147.78,9.9,9.9,9.9,-66.39,933.22,9.97,0.35,0.06,-7.0,-7.0,-27.0
RMKE,Energy,A122,Coal Distribution,RMK Energy Tbk,S,03/31/2021,Dec,0,0,1070.58,618.75,451.83,164.95,30.86,23.61,23.61,13.05,103.27,19.64,4.11,1.37,5.0,13.0,35.0
RUIS,Energy,A132,"Oil, Gas & Coal Equipment & Services",Radiant Utama Interinsco Tbk,S,09/30/2021,Dec,U,0,1318.2,853.36,464.84,1178.0,21.07,14.21,14.21,24.89,603.69,8.53,0.35,1.84,1.0,4.0,2.0
SGER,Energy,A122,Coal Distribution,Sumber Global Energy Tbk,S,09/30/2021,Dec,U,0,1027.03,719.63,307.4,2236.56,102.43,74.02,74.63,35.71,156.88,31.01,10.04,2.34,7.0,23.0,3.0
SHIP,Energy,A112,Oil & Gas Storage & Distribution,Sillo Maritime Perdana Tbk,S,09/30/2021,Dec,LR,0,4189.37,2068.65,2120.72,1110.41,327.12,282.83,205.0,95.83,779.74,9.9,1.28,0.98,6.0,12.0,23.0
SMMT,Energy,A121,Coal Production,Golden Eagle Energy Tbk,S,12/31/2021,Dec,A,WTP,1051.64,233.79,817.85,508.27,258.0,249.96,233.44,37.11,259.63,21.08,4.14,0.29,11.0,14.0,23.0
SMRU,Energy,A132,"Oil, Gas & Coal Equipment & Services",SMR Utama Tbk,S,09/30/2021,Dec,U,0,1247.2,816.74,430.46,413.07,-19.74,-16.75,-16.75,-13.38,34.44,-27.99,1.45,1.9,-13.0,-39.0,-40.0
SOCI,Energy,A112,Oil & Gas Storage & Distribution,Soechi Lines Tbk,S,09/30/2021,Dec,U,0,9133.6,3836.07,5297.53,1381.38,157.72,128.75,128.58,67.16,750.46,8.4,0.27,0.72,5.0,9.0,34.0
SUGI,Energy,A111,Oil & Gas Production & Refinery,Sugih Energy Tbk,S,09/30/2018,Dec,U,0,7200.64,4903.19,2297.45,12.34,-22.65,-20.46,-20.46,-10.48,92.6,-45.49,0.54,2.13,-4.0,-11.0,-2109.0
SURE,Energy,A111,Oil & Gas Production & Refinery,Super Energy Tbk,S,09/30/2021,Dec,U,0,1027.79,473.6,554.19,249.99,-60.85,-50.13,-40.46,-40.42,370.06,-54.96,5.35,0.85,-6.0,-11.0,-24.0
TAMU,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Pelayaran Tamarin Samudra Tbk.,S,09/30/2021,Dec,U,0,1097.8,571.38,526.43,104.52,-49.21,-49.42,-39.54,-1.2,14.04,-35.57,3.56,1.09,-4.0,-9.0,-43.0
TCPI,Energy,A122,Coal Distribution,Transcoal Pacific Tbk,S,09/30/2021,Dec,U,0,2836.29,1342.6,1493.69,1170.32,80.01,62.2,58.98,14.77,298.74,654.89,34.48,0.9,3.0,5.0,6.0
TEBE,Energy,A122,Coal Distribution,Dana Brata Luhur Tbk,S,09/30/2021,Dec,U,0,939.88,177.51,762.37,289.36,123.66,106.99,106.16,90.67,593.28,6.49,1.21,0.23,12.0,15.0,40.0
TOBA,Energy,A121,Coal Production,TBS Energi Utama Tbk,S,09/30/2021,Dec,U,0,11404.86,6809.65,4595.21,4107.32,735.45,643.74,489.38,49.14,570.84,22.08,3.14,1.48,3.0,9.0,10.0
TPMA,Energy,A122,Coal Distribution,Trans Power Marine Tbk,S,12/31/2021,Dec,A,WTP,1416.29,316.64,1099.65,599.53,63.75,56.5,56.5,23.2,417.59,14.74,0.88,0.29,4.0,6.0,10.0
TRAM,Energy,A121,Coal Production,Trada Alam Minera Tbk,S,12/31/2019,Dec,A,WDP,6445.85,3998.4,2447.45,4352.83,-2812.5,-2866.22,-2895.77,-58.33,49.3,-0.86,1.01,1.63,-45.0,-118.0,-67.0
UNIQ,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Ulima Nitra Tbk,S,09/30/2021,Dec,U,0,527.29,196.89,330.39,234.96,-18.32,-15.96,-15.96,-4.14,105.25,-12.54,0.81,0.6,-2.0,-4.0,-6.0
WINS,Energy,A132,"Oil, Gas & Coal Equipment & Services",Wintermar Offshore Marine Tbk,S,09/30/2021,Dec,U,0,2884.11,853.88,2030.23,432.28,13.44,7.16,6.96,-12.93,467.14,93.66,0.43,0.42,-2.0,-3.0,-13.0
WOWS,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Ginting Jaya Energi Tbk,S,09/30/2021,Dec,U,0,752.67,158.42,594.25,75.62,0.76,0.29,0.29,-2.1,240.03,319.94,0.21,0.27,-1.0,-1.0,-7.0
JSKY,Energy,A211,Alternative Energy Equipment,Sky Energy Indonesia Tbk,S,09/30/2021,Dec,U,0,455.26,221.15,234.11,117.77,2.52,1.91,1.91,-4.07,115.18,73.61,0.8,0.94,-2.0,-4.0,-7.0
SEMA,Energy,A211,Alternative Energy Equipment,Semacom Integrated Tbk,S,06/30/2021,Dec,0,0,146.96,84.12,62.84,60.91,6.41,4.96,5.93,4.82,46.65,32.46,6.13,1.34,4.0,10.0,11.0
ETWA,Energy,A221,Alternative Fuels,Eterindo Wahanatama Tbk,S,09/30/2021,Dec,A,WTP,1025.82,1349.01,-323.19,0.52,-45.06,-55.18,-55.11,22.27,-69.23,-3.94,-0.9,-4.17,10.0,0.0,19929.0
MITI,Energy,A111,Oil & Gas Production & Refinery,Mitra Investindo Tbk,S,09/30/2021,Dec,U,0,169.87,37.26,132.61,34.18,3.71,3.29,4.49,-0.28,54.28,89.04,4.02,0.28,0.0,-1.0,-2.0
ADMG,Basic Materials,B111,Basic Chemicals,Polychem Indonesia Tbk,S,09/30/2021,Dec,U,0,3056.99,576.47,2480.52,2044.86,64.93,61.76,61.68,-42.34,637.8,8.7,0.29,0.23,-5.0,-7.0,-8.0
AGII,Basic Materials,B111,Basic Chemicals,Aneka Gas Industri Tbk,S,09/30/2021,Dec,U,0,8050.42,4499.01,3551.41,2074.58,216.92,178.86,172.52,78.07,1158.07,19.0,1.23,1.27,3.0,7.0,12.0
AKPI,Basic Materials,B113,Specialty Chemicals,Argha Karya Prima Industry Tbk,S,09/30/2021,Dec,U,0,3219.65,1767.15,1452.5,1979.98,186.7,134.79,134.79,292.64,2372.4,3.71,0.46,1.22,6.0,12.0,9.0
ALDO,Basic Materials,B131,Containers & Packaging,Alkindo Naratama Tbk,S,12/31/2021,Dec,A,WTP,1210.81,507.41,703.4,1457.27,129.77,100.77,75.86,57.61,534.15,18.14,1.96,0.72,6.0,11.0,5.0
ALKA,Basic Materials,B141,Aluminum,Alakasa Industrindo Tbk,S,09/30/2021,Dec,U,0,496.04,372.53,123.51,2046.29,6.5,7.54,8.8,10.58,243.28,12.47,1.18,3.02,1.0,4.0,0.0
ALMI,Basic Materials,B141,Aluminum,Alumindo Light Metal Industry Tbk,S,12/31/2021,Dec,A,WTP,1338.57,814.57,524.0,1461.0,-62.44,0.53,0.53,0.14,137.32,1948.67,1.98,1.55,0.0,0.0,0.0
ANTM,Basic Materials,B146,Diversified Metals & Minerals,Aneka Tambang Tbk,S,12/31/2021,Dec,A,WTP,32916.15,12079.06,20837.1,38445.6,3043.51,1861.74,1861.74,77.47,867.1,31.49,2.81,0.58,6.0,9.0,5.0
APLI,Basic Materials,B113,Specialty Chemicals,Asiaplast Industries Tbk,S,09/30/2021,Dec,U,0,423.27,205.0,218.28,295.93,17.1,12.0,12.01,5.27,160.18,17.53,1.29,0.94,2.0,3.0,2.0
ARCI,Basic Materials,B143,Gold,Archi Indonesia Tbk,S,12/31/2021,Dec,A,WTP,9841.29,6522.5,3318.79,4935.79,1673.5,1071.15,1072.68,53.19,133.63,10.85,3.58,1.97,13.0,40.0,27.0
AVIA,Basic Materials,B113,Specialty Chemicals,Avia Avian Tbk,S,12/31/2021,Dec,A,WTP,10873.76,1458.14,9415.62,6779.64,1844.7,1434.55,1434.61,23.16,151.98,33.68,5.13,0.15,13.0,15.0,21.0
AYLS,Basic Materials,B121,Construction Materials,Agro Yasa Lestari Tbk,S,09/30/2021,Dec,U,0,52.78,3.06,49.73,1.8,0.0,2.69,2.69,1.46,58.27,81.99,5.9,0.06,2.0,3.0,69.0
BAJA,Basic Materials,B144,Iron & Steel,Saranacentral Bajatama Tbk,S,09/30/2021,Dec,U,0,861.07,613.16,247.91,1179.98,159.58,122.1,122.1,98.87,137.73,2.9,1.9,2.47,21.0,72.0,15.0
BEBS,Basic Materials,B121,Construction Materials,Berkah Beton Sadaya Tbk,S,12/31/2021,Dec,A,WTP,728.3,46.45,681.85,459.4,141.12,110.07,110.08,12.23,75.76,343.39,55.44,0.07,15.0,16.0,24.0
BMSR,Basic Materials,B111,Basic Chemicals,Bintang Mitra Semestaraya Tbk,S,09/30/2021,Dec,U,0,842.21,668.73,173.48,2237.39,57.37,43.91,44.74,34.86,149.66,4.9,1.68,3.85,5.0,23.0,2.0
BRMS,Basic Materials,B146,Diversified Metals & Minerals,Bumi Resources Minerals Tbk,S,09/30/2021,Dec,U,0,10016.21,1411.7,8604.51,117.95,475.14,88.31,98.73,0.83,60.69,213.25,3.26,0.16,1.0,1.0,100.0
BRNA,Basic Materials,B131,Containers & Packaging,Berlina Tbk,S,09/30/2021,Dec,U,0,1775.0,1085.79,689.21,785.49,-134.95,-85.73,-82.57,-171.94,703.91,-8.58,1.37,1.58,-9.0,-24.0,-21.0
BRPT,Basic Materials,B111,Basic Chemicals,Barito Pacific Tbk,S,12/31/2021,Dec,A,WTP,131867.69,70980.8,60886.89,45028.06,6867.96,4223.72,1556.96,17.61,649.48,44.39,1.39,1.17,1.0,3.0,4.0
BTON,Basic Materials,B144,Iron & Steel,Betonjaya Manunggal Tbk,S,09/30/2021,Dec,U,0,247.46,49.1,198.36,81.67,11.48,9.62,9.62,3.73,275.49,23.01,1.49,0.25,1.0,1.0,3.0
CITA,Basic Materials,B141,Aluminum,Cita Mineral Investindo Tbk,S,09/30/2021,Dec,U,0,4120.17,633.28,3486.89,3134.55,463.75,375.99,376.0,121.67,880.45,23.86,3.43,0.18,12.0,14.0,15.0
CLPI,Basic Materials,B113,Specialty Chemicals,Colorpak Indonesia Tbk,S,09/30/2021,Dec,U,0,685.45,196.97,488.49,620.18,32.73,25.76,25.75,120.08,1594.59,9.28,0.65,0.4,5.0,8.0,6.0
CMNT,Basic Materials,B121,Construction Materials,Cemindo Gemilang Tbk,S,09/30/2021,Dec,U,0,18913.77,14622.41,4291.37,5880.95,381.34,379.03,333.77,46.74,250.58,45.22,4.69,3.41,4.0,19.0,14.0
CTBN,Basic Materials,B144,Iron & Steel,Citra Tubindo Tbk,S,12/31/2021,Dec,A,WTP,1952.28,674.98,1277.3,1338.15,-205.17,-228.55,-228.55,-164.17,1595.88,-22.67,1.5,0.53,-7.0,-10.0,-10.0
DKFT,Basic Materials,B146,Diversified Metals & Minerals,Central Omega Resources Tbk,S,09/30/2021,Dec,LR,0,2649.7,2060.4,589.3,1104.58,-139.79,-109.46,-38.7,-20.12,104.52,-14.42,1.26,3.5,-4.0,-19.0,-10.0
DPNS,Basic Materials,B113,Specialty Chemicals,Duta Pertiwi Nusantara Tbk,S,09/30/2021,Dec,U,0,371.09,68.68,302.4,104.17,22.92,17.92,18.62,55.69,913.25,5.26,0.43,0.23,5.0,6.0,18.0
EKAD,Basic Materials,B113,Specialty Chemicals,Ekadharma International Tbk,S,09/30/2021,Dec,U,0,1152.43,148.62,1003.82,448.46,102.36,84.68,80.15,145.06,1436.54,9.48,1.01,0.15,9.0,10.0,23.0
EPAC,Basic Materials,B131,Containers & Packaging,Megalestari Epack Sentosaraya Tbk,S,09/30/2021,Dec,U,0,363.58,182.19,181.4,112.35,1.86,0.82,5.06,0.27,54.91,24.48,0.91,1.0,0.0,0.0,1.0
ESIP,Basic Materials,B131,Containers & Packaging,Sinergi Inti Plastindo Tbk,S,09/30/2021,Dec,U,0,84.8,31.05,53.75,38.29,1.01,1.01,1.01,2.66,83.93,69.08,1.73,0.58,2.0,3.0,4.0
ESSA,Basic Materials,B111,Basic Chemicals,Surya Esa Perkasa Tbk,S,12/31/2021,Dec,A,WTP,11547.8,7255.95,4291.85,4329.75,144.04,204.82,199.33,12.73,274.05,95.46,4.43,1.69,2.0,5.0,5.0
FASW,Basic Materials,B131,Containers & Packaging,Fajar Surya Wisesa Tbk,S,12/31/2021,Dec,A,WTP,13302.22,8209.36,5092.87,11932.77,836.86,614.93,614.93,248.17,2055.33,30.12,3.64,1.61,5.0,12.0,5.0
FPNI,Basic Materials,B111,Basic Chemicals,Lotte Chemical Titan Tbk,S,12/31/2021,Dec,A,WTP,2611.54,1118.55,1492.99,5880.2,174.54,136.47,136.27,24.48,268.21,17.65,1.61,0.75,5.0,9.0,2.0
GDST,Basic Materials,B144,Iron & Steel,Gunawan Dianjaya Steel Tbk,S,09/30/2021,Dec,U,0,1630.97,802.92,828.05,1120.0,-23.86,-20.74,-20.74,0.52,89.59,-31.09,1.04,0.97,0.0,1.0,0.0
GGRP,Basic Materials,B144,Iron & Steel,Gunung Raja Paksi Tbk,S,12/31/2021,Dec,A,WTP,15244.03,4498.54,10745.48,10299.46,1138.43,883.21,883.21,72.92,887.22,10.28,0.85,0.42,6.0,8.0,9.0
HKMU,Basic Materials,B141,Aluminum,HK Metals Utama Tbk,S,12/31/2021,Dec,A,WDP,720.64,491.41,229.23,389.7,-256.65,-233.18,-229.46,-71.22,71.15,-0.7,0.7,2.14,-25.0,-79.0,-46.0
IFII,Basic Materials,B151,Timber,Indonesia Fibreboard Industry Tbk,S,12/31/2021,Dec,A,WTP,1158.73,75.36,1083.37,714.58,105.59,82.35,82.35,8.75,115.11,18.17,1.38,0.07,7.0,8.0,12.0
IFSH,Basic Materials,B146,Diversified Metals & Minerals,Ifishdeco Tbk,S,12/31/2021,Dec,A,WTP,1009.75,333.29,676.47,906.26,204.99,159.08,169.52,44.37,318.34,39.9,3.53,0.49,9.0,14.0,10.0
IGAR,Basic Materials,B131,Containers & Packaging,Champion Pacific Indonesia Tbk,S,09/30/2021,Dec,U,0,780.59,117.58,663.01,699.14,97.81,76.07,53.8,64.01,681.97,5.69,0.62,0.18,8.0,9.0,9.0
INAI,Basic Materials,B141,Aluminum,Indal Aluminium Industry Tbk,S,09/30/2021,Dec,U,0,1372.81,1072.24,300.57,1012.32,-3.85,-18.8,-18.8,-23.49,474.39,-7.43,0.62,3.57,-1.0,-5.0,-1.0
INCI,Basic Materials,B111,Basic Chemicals,Intanwijaya Internasional Tbk,S,09/30/2021,Dec,U,0,493.56,125.14,368.42,365.54,2.66,2.3,2.3,5.27,1878.52,36.14,0.3,0.34,0.0,0.0,0.0
INCO,Basic Materials,B146,Diversified Metals & Minerals,Vale Indonesia Tbk,S,12/31/2021,Dec,A,WTP,35284.78,4542.78,30742.0,13600.84,3148.38,2365.76,2365.76,238.09,3093.9,28.14,2.17,0.15,7.0,8.0,17.0
