Kode,Sektor,KodeInd,SubIndustri,Nama Emiten,Sharia,Tanggal,Tahun Buku,Tipe Lap,Opini,Aset,Utang,Modal,Penjual,EBT(RP),Proft,ProftOwner,EPS(RP),BV(RP),PER,PBV,DER,ROA(%),ROE(%),NPM(%)
BUMI,Energy,A121,Coal Production,Bumi Resources Tbk,S,03/31/2023,Dec,U,0,64354.32,22174.78,42179.53,6812.48,1241.89,1010.44,902.26,22.81,113.59,5.04,1.01,0.53,13.0,20.0,124.0
BYAN,Energy,A121,Coal Production,Bayan Resources Tbk,S,03/31/2023,Dec,U,0,52028.57,14765.04,37263.53,15711.23,8590.23,6718.26,6274.09,1048.48,1117.91,14.31,13.42,0.4,67.0,94.0,222.0
CANI,Energy,A122,Coal Distribution,Capitol Nusantara Indonesia Tbk,S,03/31/2023,Jun,U,WTM,235.04,652.97,-417.94,43.61,-24.31,-24.38,-24.38,-23.72,-501.46,-4.51,-0.21,-1.56,-8.0,0.0,-45.0
CNKO,Energy,A122,Coal Distribution,Exploitasi Energi Indonesia Tbk,S,03/31/2023,Dec,U,0,1020.69,2296.4,-1275.71,348.02,13.35,9.55,9.62,-3.72,-142.44,-13.44,-0.35,-1.8,-3.0,0.0,-10.0
COAL,Energy,A121,Coal Production,PT Black Diamond Resources Tbk,S,03/31/2023,Dec,U,0,634.76,337.21,297.54,186.36,10.51,8.29,8.22,11.68,47.61,8.13,2.0,1.13,11.0,25.0,39.0
DEWA,Energy,A132,"Oil, Gas & Coal Equipment & Services",Darma Henwa Tbk,S,12/31/2022,Dec,A,WTM,8543.97,4581.91,3962.06,6343.21,-261.2,-260.77,-260.8,-11.93,181.3,-4.19,0.28,1.16,-3.0,-7.0,-4.0
DOID,Energy,A132,"Oil, Gas & Coal Equipment & Services",Delta Dunia Makmur Tbk,S,03/31/2023,Dec,LR,0,23211.42,19433.79,3777.63,6133.02,11.05,-9.27,-9.27,51.49,438.18,5.83,0.68,5.14,2.0,12.0,7.0
DSSA,Energy,A121,Coal Production,Dian Swastatika Sentosa Tbk,S,03/31/2023,Dec,A,WTM,97565.31,47548.22,50017.09,26590.76,7571.98,5573.95,2662.13,12045.09,64910.7,3.22,0.6,0.95,11.0,21.0,40.0
DWGL,Energy,A122,Coal Distribution,Dwi Guna Laksana Tbk,S,03/31/2023,Dec,U,0,1475.95,1300.62,175.33,695.29,43.74,33.72,33.72,0.37,18.95,419.08,8.13,7.42,0.0,2.0,0.0
ELSA,Energy,A131,Oil & Gas Drilling Service,Elnusa Tbk,S,03/31/2023,Dec,U,0,9023.61,4791.49,4232.13,3143.19,146.18,114.92,114.91,57.28,579.86,5.83,0.58,1.13,5.0,10.0,13.0
ENRG,Energy,A111,Oil & Gas Production & Refinery,Energi Mega Persada Tbk,S,03/31/2023,Dec,U,0,17996.67,10025.63,7971.04,1535.8,439.74,262.0,262.1,46.54,321.14,4.56,0.66,1.26,6.0,14.0,75.0
FIRE,Energy,A122,Coal Distribution,Alfa Energi Investama Tbk,S,03/31/2023,Dec,A,WTM,346.06,142.67,203.39,58.43,-13.81,-10.79,-10.78,-64.66,137.86,-1.02,0.48,0.7,-28.0,-47.0,-163.0
GEMS,Energy,A121,Coal Production,Golden Energy Mines Tbk,S,03/31/2023,Dec,A,WTM,20697.45,8854.84,11842.61,12560.92,4499.84,3497.6,3430.66,1803.42,2013.24,3.23,2.89,0.75,59.0,102.0,97.0
GTBO,Energy,A121,Coal Production,Garda Tujuh Buana Tbk,S,03/31/2023,Dec,U,0,913.27,169.83,743.44,279.41,63.49,40.73,40.73,59.13,297.38,2.62,0.52,0.23,16.0,20.0,53.0
GTSI,Energy,A112,Oil & Gas Storage & Distribution,GTS Internasional Tbk,S,03/31/2023,Dec,U,0,1780.91,885.45,895.46,155.26,43.53,42.34,32.24,3.51,56.61,14.81,0.92,0.99,3.0,6.0,36.0
HITS,Energy,A112,Oil & Gas Storage & Distribution,Humpuss Intermoda Transportasi Tbk,S,03/31/2023,Dec,U,0,3398.84,2146.51,1252.34,393.67,68.0,61.54,44.36,16.72,176.36,29.31,2.78,1.71,3.0,9.0,30.0
HRUM,Energy,A121,Coal Production,Harum Energy Tbk,S,03/31/2023,Dec,LR,0,20650.64,3816.44,16834.19,4410.79,2392.28,1911.24,1542.96,395.51,1245.31,3.59,1.14,0.23,26.0,32.0,121.0
INDY,Energy,A121,Coal Production,Indika Energy Tbk,S,03/31/2023,Dec,U,0,54597.81,34025.85,20571.96,13581.65,1607.93,1024.58,882.53,1317.28,3948.41,1.3,0.43,1.65,13.0,33.0,51.0
INPS,Energy,A112,Oil & Gas Storage & Distribution,Indah Prakasa Sentosa Tbk,S,03/31/2023,Dec,A,0,310.62,292.09,18.54,72.64,-74.48,-75.3,-74.77,-227.79,28.52,-0.68,5.44,15.76,-48.0,-799.0,-204.0
ITMA,Energy,A132,"Oil, Gas & Coal Equipment & Services",SUMBER ENERGI ANDALAN Tbk,S,03/31/2023,Dec,U,0,3302.1,163.31,3138.78,0.72,1.16,1.16,1.53,442.23,3141.76,1.15,0.16,0.05,13.0,14.0,61029.0
ITMG,Energy,A121,Coal Production,Indo Tambangraya Megah Tbk,S,03/31/2023,Dec,LR,0,41584.33,16623.75,24960.58,10268.02,3505.19,2734.8,2736.54,16271.99,22090.47,1.48,1.09,0.67,44.0,74.0,179.0
KKGI,Energy,A121,Coal Production,Resource Alam Indonesia Tbk,S,03/31/2023,Dec,U,0,2793.31,693.9,2099.41,1280.63,299.4,210.77,209.82,120.59,419.88,4.1,1.18,0.33,22.0,29.0,47.0
KOPI,Energy,A112,Oil & Gas Storage & Distribution,Mitra Energi Persada Tbk,S,03/31/2023,Dec,U,0,290.11,191.07,99.04,52.15,1.77,1.16,1.14,9.36,142.03,37.2,2.45,1.93,2.0,7.0,13.0
LEAD,Energy,A112,Oil & Gas Storage & Distribution,Logindo Samudramakmur Tbk,S,03/31/2023,Dec,U,0,1997.51,1581.62,415.89,118.72,-19.46,-20.71,-20.74,-25.42,102.7,-1.97,0.49,3.8,-5.0,-25.0,-87.0
MBAP,Energy,A121,Coal Production,Mitrabara Adiperdana Tbk,S,03/31/2023,Dec,U,0,4690.62,776.29,3914.33,1111.03,209.95,162.78,162.85,1890.42,3189.46,3.0,1.78,0.2,49.0,59.0,209.0
MBSS,Energy,A122,Coal Distribution,Mitrabahtera Segara Sejati Tbk,S,03/31/2023,Dec,U,0,3192.68,325.14,2867.54,210.13,86.91,80.19,79.98,265.87,1638.57,4.81,0.78,0.11,15.0,16.0,221.0
MCOL,Energy,A121,Coal Production,Prima Andalan Mandiri Tbk,S,03/31/2023,Dec,U,0,12782.34,3182.68,9599.66,3744.81,1407.96,1112.52,1091.34,1545.11,2699.9,4.53,2.59,0.33,43.0,57.0,147.0
MEDC,Energy,A111,Oil & Gas Production & Refinery,Medco Energi Internasional Tbk,S,03/31/2023,Dec,U,0,102360.69,74629.96,27730.73,8358.55,2484.49,1335.27,1228.95,326.77,1103.22,2.77,0.82,2.69,8.0,30.0,98.0
MTFN,Energy,A112,Oil & Gas Storage & Distribution,Capitalinc Investment Tbk,S,09/30/2022,Dec,U,0,805.87,851.62,-45.75,310.76,-9.57,-12.77,-13.22,-0.06,-1.44,-798.92,-34.8,-18.61,0.0,0.0,-1.0
MYOH,Energy,A132,"Oil, Gas & Coal Equipment & Services",Samindo Resources Tbk,S,03/31/2023,Dec,U,WTM,2596.09,293.58,2302.51,444.83,70.58,66.47,66.4,99.44,1043.6,15.03,1.43,0.13,8.0,10.0,49.0
PGAS,Energy,A112,Oil & Gas Storage & Distribution,Perusahaan Gas Negara Tbk,S,03/31/2023,Dec,U,0,110192.53,56748.31,53444.22,13984.7,2221.34,1769.2,1288.59,209.84,2204.66,6.81,0.65,1.06,5.0,10.0,36.0
PKPK,Energy,A132,"Oil, Gas & Coal Equipment & Services",Perdana Karya Perkasa Tbk,S,03/31/2023,Dec,U,0,79.4,70.59,8.82,22.68,-1.84,-1.84,-1.84,-49.02,14.69,-6.69,22.33,8.01,-37.0,-334.0,-130.0
PSSI,Energy,A122,Coal Distribution,Pelita Samudera Shipping Tbk,S,03/31/2023,Dec,U,0,3071.49,611.31,2460.18,412.08,339.86,288.02,287.82,148.54,454.15,4.24,1.39,0.25,26.0,33.0,195.0
PTBA,Energy,A121,Coal Production,Bukit Asam Tbk,S,03/31/2023,Dec,U,0,46376.3,16673.44,29702.86,9957.13,1520.93,1186.11,1162.93,1090.87,2578.23,3.8,1.61,0.56,27.0,42.0,126.0
PTIS,Energy,A122,Coal Distribution,Indo Straits Tbk,S,03/31/2023,Dec,U,0,687.04,376.14,310.9,54.34,31.23,19.88,19.76,48.7,565.1,7.06,0.61,1.21,4.0,9.0,49.0
PTRO,Energy,A132,"Oil, Gas & Coal Equipment & Services",Petrosea Tbk,S,03/31/2023,Dec,U,0,10239.24,5706.61,4532.62,1920.14,50.49,45.19,44.29,646.77,4493.95,6.54,0.94,1.26,6.0,14.0,34.0
RAJA,Energy,A112,Oil & Gas Storage & Distribution,Rukun Raharja Tbk,S,03/31/2023,Dec,U,0,4377.77,2300.14,2077.63,554.34,120.2,85.8,80.2,44.8,491.51,21.65,1.97,1.11,4.0,9.0,34.0
RIGS,Energy,A122,Coal Distribution,Rig Tenders Indonesia Tbk,S,03/31/2023,Jun,U,0,789.87,128.73,661.14,252.8,44.41,44.41,44.41,92.21,1085.39,4.77,0.41,0.19,7.0,8.0,22.0
RMKE,Energy,A122,Coal Distribution,RMK Energy Tbk,S,03/31/2023,Dec,U,0,1891.96,556.16,1335.8,761.86,165.56,129.13,125.51,108.88,305.32,7.94,2.83,0.42,25.0,36.0,63.0
RUIS,Energy,A132,"Oil, Gas & Coal Equipment & Services",Radiant Utama Interinsco Tbk,S,03/31/2023,Dec,U,0,1294.57,765.83,528.74,396.24,8.34,5.01,5.01,26.12,686.68,7.12,0.27,1.45,2.0,4.0,5.0
SGER,Energy,A122,Coal Distribution,Sumber Global Energy Tbk,S,03/31/2023,Dec,U,0,3380.02,2121.17,1258.85,34888.82,314.79,253.25,253.05,203.68,320.13,2.44,1.56,1.69,24.0,64.0,25.0
SHIP,Energy,A112,Oil & Gas Storage & Distribution,Sillo Maritime Perdana Tbk,S,03/31/2023,Dec,U,0,6624.14,3903.32,2720.82,551.73,156.15,140.44,108.3,108.28,1000.38,10.16,1.1,1.43,4.0,11.0,53.0
SICO,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Sigma Energy Compressindo Tbk,S,03/31/2023,Dec,U,0,143.51,25.45,118.06,23.02,8.63,8.63,8.33,16.18,129.73,8.65,1.08,0.22,10.0,12.0,53.0
SMMT,Energy,A121,Coal Production,Golden Eagle Energy Tbk,S,03/31/2023,Dec,A,WTM,1254.9,176.61,1078.29,2731.85,93.24,77.72,69.42,113.74,342.31,5.71,1.9,0.16,29.0,33.0,132.0
SMRU,Energy,A132,"Oil, Gas & Coal Equipment & Services",SMR Utama Tbk,S,03/31/2023,Dec,U,0,907.7,735.11,172.59,327.83,-21.75,-22.56,-22.56,-0.33,13.81,-151.74,3.62,4.26,0.0,-2.0,-5.0
SOCI,Energy,A112,Oil & Gas Storage & Distribution,Soechi Lines Tbk,S,03/31/2023,Dec,U,0,9371.07,3734.74,5636.32,695.87,43.02,35.09,35.02,14.04,798.46,12.68,0.22,0.66,1.0,2.0,14.0
SUGI,Energy,A111,Oil & Gas Production & Refinery,Sugih Energy Tbk,S,09/30/2018,Dec,U,0,7200.64,4903.19,2297.45,92867.6,-22.65,-20.46,-20.46,-47.77,92.6,0.0,0.54,2.13,-16.0,-52.0,-9608.0
SURE,Energy,A111,Oil & Gas Production & Refinery,Super Energy Tbk,S,03/31/2023,Dec,U,0,933.83,508.07,425.76,45528.08,-32.61,-27.27,-22.36,-52.35,284.3,-33.05,6.09,1.19,-8.0,-18.0,-96.0
TAMU,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Pelayaran Tamarin Samudra Tbk.,S,03/31/2023,Dec,U,0,947.33,489.05,458.29,44.12,-4.76,-4.95,-4.95,-2.03,12.22,-24.68,4.09,1.07,-8.0,-17.0,-172.0
TCPI,Energy,A122,Coal Distribution,Transcoal Pacific Tbk,S,03/31/2023,Dec,A,0,2994.85,1303.95,1690.9,384.08,49.08,42.87,41.26,21.84,338.18,320.54,20.7,0.77,4.0,6.0,28.0
TEBE,Energy,A122,Coal Distribution,Dana Brata Luhur Tbk,S,03/31/2023,Dec,U,0,1362.38,240.84,1121.54,19.85,85.81,67.23,66.74,278.59,872.79,2.58,0.82,0.21,26.0,32.0,212.0
TOBA,Energy,A121,Coal Production,TBS Energi Utama Tbk,S,03/31/2023,Dec,U,0,13510.53,7043.63,6466.89,1940.48,265.94,218.86,129.01,111.74,801.52,4.15,0.58,1.09,7.0,14.0,46.0
TPMA,Energy,A122,Coal Distribution,Trans Power Marine Tbk,S,03/31/2023,Dec,U,0,1672.28,268.86,1403.42,255.74,76.07,73.0,73.0,84.65,532.95,5.84,0.93,0.19,13.0,16.0,87.0
TRAM,Energy,A121,Coal Production,Trada Alam Minera Tbk,S,12/31/2020,Dec,A,WDP,5404.12,4082.78,1321.35,47.01,-1165.19,-1113.68,-818.99,-16.5,26.62,0.0,1.88,3.09,-15.0,-62.0,-23.0
UNIQ,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Ulima Nitra Tbk,S,03/31/2023,Dec,U,0,636.45,274.35,362.1,104.51,1.39,3.02,3.02,7.31,115.36,7.94,0.5,0.76,4.0,6.0,22.0
WINS,Energy,A132,"Oil, Gas & Coal Equipment & Services",Wintermar Offshore Marine Tbk,S,03/31/2023,Dec,U,0,2825.99,484.77,2341.22,30.56,9.83,9.83,2.71,10.57,537.05,28.0,0.55,0.21,2.0,2.0,19.0
WOWS,Energy,A132,"Oil, Gas & Coal Equipment & Services",PT Ginting Jaya Energi Tbk,S,03/31/2023,Dec,U,0,665.5,147.51,517.99,236.94,-14.84,-14.84,-14.84,-12.15,209.23,-4.11,0.24,0.28,-5.0,-6.0,-124.0
JSKY,Energy,A211,Alternative Energy Equipment,Sky Energy Indonesia Tbk,S,12/31/2021,Dec,A,WTP,387.39,226.76,160.64,148.29,-82.84,-72.77,-72.77,-35.8,79.03,0.0,0.66,1.41,-19.0,-45.0,-49.0
SEMA,Energy,A211,Alternative Energy Equipment,Semacom Integrated Tbk,S,03/31/2023,Dec,U,0,249.78,102.18,147.6,1309.33,3.37,2.72,2.84,8.82,109.56,9.07,0.73,0.69,5.0,8.0,44.0
ETWA,Energy,A221,Alternative Fuels,Eterindo Wahanatama Tbk,S,03/31/2023,Dec,U,0,891.1,1296.75,-405.65,0.0,-7.59,-7.59,-7.62,-56.05,-86.89,-3.23,-2.08,-3.2,-29.0,0.0,0.0
MITI,Energy,A111,Oil & Gas Production & Refinery,Mitra Investindo Tbk,S,03/31/2023,Dec,U,0,489.79,81.48,408.31,84.25,17.78,14.31,11.16,6.55,115.32,23.19,1.32,0.2,5.0,6.0,28.0
ADMG,Basic Materials,B111,Basic Chemicals,Polychem Indonesia Tbk,S,03/31/2023,Dec,U,0,2507.05,448.2,2058.85,480.91,-127.57,-115.73,-115.7,-117.72,529.38,-1.17,0.26,0.22,-18.0,-22.0,-95.0
AGII,Basic Materials,B111,Basic Chemicals,Aneka Gas Industri Tbk,S,03/31/2023,Dec,U,0,7899.04,4132.93,3766.11,678.58,57.21,42.92,41.4,31.41,1228.08,61.13,1.56,1.1,1.0,3.0,14.0
AKPI,Basic Materials,B113,Specialty Chemicals,Argha Karya Prima Industry Tbk,S,03/31/2023,Dec,U,0,3348.1,1636.94,1711.16,730.71,7.43,14.48,14.48,172.59,2794.89,5.65,0.35,0.96,3.0,6.0,14.0
ALDO,Basic Materials,B131,Containers & Packaging,Alkindo Naratama Tbk,S,03/31/2023,Dec,U,WTM,1635.07,869.86,765.21,390.33,1.75,1.2,1.28,31.59,581.09,18.99,1.03,1.14,3.0,5.0,11.0
ALKA,Basic Materials,B141,Aluminum,Alakasa Industrindo Tbk,S,03/31/2023,Dec,A,0,739.18,556.63,182.55,705.7,4.52,4.5,4.5,100.26,359.59,3.57,1.0,3.05,7.0,28.0,7.0
ALMI,Basic Materials,B141,Aluminum,Alumindo Light Metal Industry Tbk,S,03/31/2023,Dec,U,0,1064.14,594.92,469.22,249.54,-42.81,-33.39,-33.39,-12.93,122.96,-19.03,2.0,1.27,-5.0,-11.0,-20.0
ANTM,Basic Materials,B146,Diversified Metals & Minerals,Aneka Tambang Tbk,S,03/31/2023,Dec,U,0,34933.68,9601.59,25332.09,11593.35,2119.53,1663.12,1663.12,167.23,1054.15,11.33,1.8,0.38,12.0,16.0,35.0
APLI,Basic Materials,B113,Specialty Chemicals,Asiaplast Industries Tbk,S,03/31/2023,Dec,U,0,481.99,186.69,295.3,129.7,22.07,16.13,16.13,34.2,216.7,9.41,1.49,0.63,10.0,16.0,36.0
ARCI,Basic Materials,B143,Gold,Archi Indonesia Tbk,S,03/31/2023,Dec,U,0,10960.01,7173.0,3787.02,846.38,123.17,70.43,72.62,6.6,152.49,51.85,2.24,1.89,1.0,4.0,19.0
AVIA,Basic Materials,B113,Specialty Chemicals,Avia Avian Tbk,S,03/31/2023,Dec,U,0,11291.37,1219.66,10071.71,1781.59,537.7,417.12,416.76,23.11,162.57,29.64,4.21,0.12,13.0,14.0,80.0
AYLS,Basic Materials,B121,Construction Materials,Agro Yasa Lestari Tbk,S,03/31/2023,Dec,U,0,47.18,1.58,45.6,1.68,-0.79,-0.67,-0.67,-3.7,53.43,-22.19,1.53,0.03,-7.0,-7.0,-187.0
BAJA,Basic Materials,B144,Iron & Steel,Saranacentral Bajatama Tbk,S,03/31/2023,Dec,U,0,690.23,569.02,121.2,309.18,10.83,8.39,8.39,-46.29,67.33,-3.2,2.2,4.69,-12.0,-69.0,-27.0
BEBS,Basic Materials,B121,Construction Materials,Berkah Beton Sadaya Tbk,S,03/31/2023,Dec,U,0,872.73,55.9,816.82,188.58,57.75,45.03,45.03,2.78,18.15,17.97,2.75,0.07,14.0,15.0,66.0
BMSR,Basic Materials,B111,Basic Chemicals,Bintang Mitra Semestaraya Tbk,S,03/31/2023,Dec,U,0,1654.4,951.24,703.15,1221.63,27.92,21.9,22.07,263.73,606.58,1.23,0.53,1.35,18.0,43.0,25.0
BRMS,Basic Materials,B146,Diversified Metals & Minerals,Bumi Resources Minerals Tbk,S,03/31/2023,Dec,U,0,16318.0,1981.43,14336.58,86.89,25.75,31.78,31.76,1.54,101.12,75.41,1.15,0.14,1.0,2.0,251.0
BRNA,Basic Materials,B131,Containers & Packaging,Berlina Tbk,S,03/31/2023,Dec,A,WTM,1824.21,1121.29,702.92,270.71,-16.45,-10.45,-11.98,-128.47,717.92,-7.75,1.39,1.6,-7.0,-18.0,-46.0
BRPT,Basic Materials,B111,Basic Chemicals,Barito Pacific Tbk,S,03/31/2023,Dec,A,0,135418.78,80440.1,54978.68,9342.57,1267.69,792.23,334.35,2.43,586.46,306.99,1.27,1.46,0.0,0.0,2.0
BTON,Basic Materials,B144,Iron & Steel,Betonjaya Manunggal Tbk,S,03/31/2023,Dec,U,0,340.28,108.12,232.16,36.42,-6.13,-6.18,-6.18,41.79,322.44,10.34,1.34,0.47,9.0,13.0,83.0
CHEM,Basic Materials,B111,Basic Chemicals,PT Chemstar Indonesia Tbk,S,03/31/2023,Dec,U,0,147.71,33.77,113.94,28.8,1.83,1.43,1.43,4.13,67.02,29.07,1.79,0.3,5.0,6.0,24.0
CITA,Basic Materials,B141,Aluminum,Cita Mineral Investindo Tbk,S,03/31/2023,Dec,U,0,5340.08,1039.06,4301.02,1245.26,123.28,91.17,91.18,178.84,1086.02,16.38,2.7,0.24,13.0,16.0,57.0
CLPI,Basic Materials,B113,Specialty Chemicals,Colorpak Indonesia Tbk,S,03/31/2023,Dec,U,0,753.56,218.97,534.59,195.35,15.56,12.41,12.41,115.66,1745.1,8.04,0.53,0.41,5.0,7.0,18.0
CMNT,Basic Materials,B121,Construction Materials,Cemindo Gemilang Tbk,S,03/31/2023,Dec,U,0,17975.04,13836.04,4139.0,2097.81,266.09,245.71,254.18,4.98,241.69,157.56,3.25,3.34,0.0,2.0,4.0
CTBN,Basic Materials,B144,Iron & Steel,Citra Tubindo Tbk,S,03/31/2023,Dec,U,0,2206.33,903.96,1302.37,723.31,68.76,53.88,53.87,-129.57,1627.21,-10.03,0.8,0.69,-5.0,-8.0,-14.0
DKFT,Basic Materials,B146,Diversified Metals & Minerals,Central Omega Resources Tbk,S,03/31/2023,Dec,U,0,2272.61,1928.89,343.72,0.0,-42.22,-42.22,-29.05,-0.1,60.96,-1025.48,1.69,5.61,0.0,0.0,0.0
DPNS,Basic Materials,B113,Specialty Chemicals,Duta Pertiwi Nusantara Tbk,S,03/31/2023,Dec,U,0,388.05,51.51,336.54,39.66,6.11,4.42,4.91,82.94,1016.33,4.94,0.4,0.15,7.0,8.0,69.0
EKAD,Basic Materials,B113,Specialty Chemicals,Ekadharma International Tbk,S,03/31/2023,Dec,U,0,1231.85,103.84,1128.01,141.0,27.44,22.71,22.69,20.31,322.85,13.0,0.82,0.09,6.0,6.0,50.0
EPAC,Basic Materials,B131,Containers & Packaging,Megalestari Epack Sentosaraya Tbk,S,03/31/2023,Dec,U,0,295.89,187.97,107.92,27.21,-7.71,-7.72,-6.42,-20.16,32.67,-0.84,0.52,1.74,-23.0,-62.0,-245.0
ESIP,Basic Materials,B131,Containers & Packaging,Sinergi Inti Plastindo Tbk,S,03/31/2023,Dec,U,0,97.89,2.47,95.43,14.57,0.14,0.14,0.14,-0.57,85.97,-88.42,0.58,0.03,-1.0,-1.0,-4.0
ESSA,Basic Materials,B111,Basic Chemicals,Surya Esa Perkasa Tbk,S,03/31/2023,Dec,U,0,13034.05,4219.77,8814.28,1315.69,77.41,47.88,46.63,125.66,511.66,5.57,1.37,0.48,17.0,25.0,165.0
FASW,Basic Materials,B131,Containers & Packaging,Fajar Surya Wisesa Tbk,S,03/31/2023,Dec,U,0,12834.47,7962.47,4872.0,2229.66,-103.72,-83.21,-83.21,48.4,1966.19,123.97,3.05,1.63,1.0,2.0,5.0
FPNI,Basic Materials,B111,Basic Chemicals,Lotte Chemical Titan Tbk,S,03/31/2023,Dec,U,0,2708.38,1064.74,1643.64,1657.94,41.25,33.77,33.73,8.1,295.28,25.92,0.71,0.65,2.0,3.0,3.0
GDST,Basic Materials,B144,Iron & Steel,Gunawan Dianjaya Steel Tbk,S,03/31/2023,Dec,U,0,2147.94,1039.92,1108.02,552.75,67.46,48.88,48.88,30.84,119.88,4.25,1.09,0.94,13.0,26.0,52.0
GGRP,Basic Materials,B144,Iron & Steel,Gunung Raja Paksi Tbk,S,03/31/2023,Dec,U,0,17283.99,5121.63,12162.37,3148.92,112.69,87.63,87.63,63.67,1004.21,6.28,0.4,0.42,4.0,6.0,24.0
HKMU,Basic Materials,B141,Aluminum,HK Metals Utama Tbk,S,12/31/2022,Dec,U,0,480.23,457.71,22.52,189.45,-251.99,-212.14,-204.62,-63.51,6.99,-0.79,7.15,20.33,-43.0,-909.0,-108.0
IFII,Basic Materials,B151,Timber,Indonesia Fibreboard Industry Tbk,S,03/31/2023,Dec,U,0,1761.15,598.78,1162.37,186.96,25.59,19.89,19.89,11.1,123.5,16.67,1.5,0.52,6.0,9.0,56.0
IFSH,Basic Materials,B146,Diversified Metals & Minerals,Ifishdeco Tbk,S,03/31/2023,Dec,U,0,1127.3,493.36,633.94,312.83,28.4,20.6,20.37,86.11,298.32,11.61,3.35,0.78,16.0,29.0,58.0
IGAR,Basic Materials,B131,Containers & Packaging,Champion Pacific Indonesia Tbk,S,03/31/2023,Dec,U,0,893.2,83.02,810.18,261.51,30.0,23.25,16.1,71.29,833.34,5.86,0.5,0.1,8.0,9.0,27.0
INAI,Basic Materials,B141,Aluminum,Indal Aluminium Industry Tbk,S,03/31/2023,Dec,U,0,1443.79,1172.91,270.88,347.43,-15.05,-18.39,-18.39,-217.07,427.53,-1.05,0.53,4.33,-10.0,-51.0,-40.0
