Kode,Sektor,KodeInd,SubIndustri,Nama Emiten,Sharia,Tanggal,Tahun Buku,Tipe Lap,Opini,Aset,Utang,Modal,Penjual,EBT(RP),Proft,ProftOwner,EPS(RP),BV(RP),PER,PBV,DER,ROA(%),ROE(%),NPM(%)
INCI,Basic Materials,B111,Basic Chemicals,Intanwijaya Internasional Tbk,S,03/31/2023,Dec,U,0,477.5,59.32,418.18,92.72,0.74,0.65,0.66,85.79,2132.27,6.41,0.26,0.14,4.0,4.0,18.0
INCO,Basic Materials,B146,Diversified Metals & Minerals,Vale Indonesia Tbk,S,03/31/2023,Dec,U,0,41839.28,5102.99,36736.29,5439.35,1886.44,1470.04,1470.04,364.67,3697.17,17.28,1.7,0.14,9.0,10.0,67.0
INKP,Basic Materials,B152,Paper,Indah Kiat Pulp & Paper Tbk,S,03/31/2023,Dec,U,0,145801.84,59851.31,85950.53,15819.04,2896.22,1995.15,1995.55,2345.55,15710.25,2.94,0.44,0.7,9.0,15.0,81.0
INRU,Basic Materials,B152,Paper,Toba Pulp Lestari Tbk,S,03/31/2023,Dec,U,0,6965.88,5006.15,1959.73,214.23,-88.02,-71.62,-71.62,-296.11,1411.01,-2.67,0.56,2.55,-6.0,-21.0,-192.0
INTD,Basic Materials,B152,Paper,Inter Delta Tbk,S,03/31/2023,Dec,U,0,51.08,9.36,41.71,15.32,1.58,1.36,1.36,2.83,70.48,65.01,2.61,0.22,3.0,4.0,11.0
INTP,Basic Materials,B121,Construction Materials,Indocement Tunggal Prakarsa Tbk,S,03/31/2023,Dec,U,0,25438.13,5499.85,19938.28,4245.68,468.17,371.37,371.37,551.79,5416.2,17.99,1.83,0.28,8.0,10.0,48.0
IPOL,Basic Materials,B131,Containers & Packaging,Indopoly Swakarsa Industry Tbk,S,03/31/2023,Dec,A,WTM,4266.83,1589.31,2677.52,716.54,7.06,1.75,1.66,3.15,415.55,46.95,0.36,0.59,0.0,1.0,3.0
ISSP,Basic Materials,B144,Iron & Steel,Steel Pipe Industry of Indonesia Tbk,S,03/31/2023,Dec,U,0,7497.3,3245.77,4251.53,1737.88,137.72,106.99,107.0,40.7,591.64,6.29,0.43,0.76,4.0,7.0,17.0
JKSW,Basic Materials,B121,Construction Materials,Jakarta Kyoei Steel Works Tbk,S,03/31/2023,Dec,U,0,157.07,650.92,-493.85,0.0,-0.08,-0.08,-0.08,14.01,-3292.35,4.28,-0.02,-1.32,1.0,0.0,0.0
KAYU,Basic Materials,B151,Timber,Darmi Bersaudara Tbk,S,03/31/2023,Dec,U,0,104.71,24.37,80.33,1.97,0.01,0.01,0.01,2.68,120.8,25.42,0.56,0.3,2.0,2.0,91.0
KBRI,Basic Materials,B152,Paper,Kertas Basuki Rachmat Indonesia Tbk,S,09/30/2019,Dec,U,0,1012.66,876.71,135.95,0.38,-26.15,-33.74,-33.74,-3.95,15.65,0.0,3.2,6.45,-3.0,-25.0,-8954.0
KDSI,Basic Materials,B131,Containers & Packaging,Kedawung Setia Industrial Tbk,S,03/31/2023,Dec,U,0,1333.58,580.78,752.8,602.36,25.94,16.38,16.38,187.88,1858.76,6.73,0.68,0.77,6.0,10.0,13.0
KKES,Basic Materials,B111,Basic Chemicals,PT Kusuma Kemindo Sentosa Tbk,S,03/31/2023,Dec,U,0,136.28,70.51,65.77,64.52,4.07,3.17,3.17,3.68,43.84,19.04,1.6,1.07,4.0,8.0,9.0
KMTR,Basic Materials,B153,Diversified Forest,PT Kirana Megatara Tbk.,S,03/31/2023,Dec,U,0,4624.67,2623.76,2000.92,2450.9,57.07,44.2,42.38,-3.3,243.56,-80.69,1.09,1.31,-1.0,-1.0,-1.0
KRAS,Basic Materials,B144,Iron & Steel,Krakatau Steel (Persero) Tbk,S,12/31/2022,Dec,A,0,49308.67,40692.75,8615.92,34903.21,3346.36,353.07,303.64,65.24,445.35,3.1,0.45,4.72,1.0,4.0,1.0
LMSH,Basic Materials,B144,Iron & Steel,Lionmesh Prima Tbk,S,03/31/2023,Dec,U,0,130.18,15.96,114.22,26.26,2.66,2.65,2.65,0.87,1189.79,605.54,0.44,0.14,0.0,0.0,0.0
LTLS,Basic Materials,B111,Basic Chemicals,Lautan Luas Tbk,S,03/31/2023,Dec,U,0,5911.91,2940.28,2971.63,1852.81,77.25,52.28,50.74,175.22,1904.89,6.56,0.6,0.99,5.0,9.0,15.0
MDKA,Basic Materials,B143,Gold,Merdeka Copper Gold Tbk,S,03/31/2023,Dec,LR,0,60045.48,29419.31,30626.18,3208.3,79.79,41.21,46.64,-1.76,1270.22,-1703.42,2.36,0.96,0.0,0.0,-1.0
MDKI,Basic Materials,B111,Basic Chemicals,Emdeki Utama Tbk,S,03/31/2023,Dec,U,0,1061.98,108.49,953.5,106.84,16.56,13.28,13.2,17.85,376.85,11.15,0.53,0.11,4.0,5.0,42.0
MOLI,Basic Materials,B111,Basic Chemicals,Madusari Murni Indah Tbk,S,03/31/2023,Dec,U,0,1932.54,670.64,1261.9,374.0,10.37,6.36,4.83,4.4,463.25,33.18,0.32,0.53,1.0,1.0,3.0
NICL,Basic Materials,B146,Diversified Metals & Minerals,PAM Mineral Tbk,S,03/31/2023,Dec,U,0,692.12,119.93,572.19,254.88,78.03,58.21,58.05,18.14,56.69,16.76,5.36,0.21,26.0,32.0,72.0
NIKL,Basic Materials,B146,Diversified Metals & Minerals,Pelat Timah Nusantara Tbk,S,03/31/2023,Dec,U,0,2580.73,1665.9,914.83,751.73,23.89,18.66,18.66,44.04,362.55,12.6,1.53,1.82,4.0,12.0,15.0
NPGF,Basic Materials,B112,Agricultural Chemicals,Nusa Palapa Gemilang Tbk,S,03/31/2023,Dec,U,0,272.03,75.56,196.47,7.2,24.5,24.5,24.5,-11.91,60.64,-4.87,0.96,0.38,-14.0,-20.0,-536.0
OBMD,Basic Materials,B113,Specialty Chemicals,OBM Drilchem Tbk,S,03/31/2023,Dec,U,0,139.03,16.11,122.92,36.61,12.11,12.14,12.14,16.95,152.51,9.85,1.1,0.13,10.0,11.0,37.0
OKAS,Basic Materials,B111,Basic Chemicals,Ancora Indonesia Resources Tbk,S,03/31/2023,Dec,U,0,2580.77,2389.95,190.81,640.46,59.76,43.53,11.85,58.8,108.05,2.47,1.34,12.53,4.0,54.0,16.0
OPMS,Basic Materials,B144,Iron & Steel,Optima Prima Metal Sinergi Tbk,S,03/31/2023,Dec,U,0,92.62,2.36,90.25,0.18,-1.65,-1.65,-1.65,-0.86,90.25,-68.54,0.65,0.03,-1.0,-1.0,-476.0
PBID,Basic Materials,B131,Containers & Packaging,Panca Budi Idaman Tbk,S,03/31/2023,Dec,U,0,3015.37,468.68,2546.69,1220.51,129.51,100.83,100.23,179.18,1358.23,8.62,1.14,0.18,11.0,13.0,28.0
PICO,Basic Materials,B131,Containers & Packaging,Pelangi Indah Canindo Tbk,S,03/31/2023,Dec,U,0,1022.3,821.3,200.99,144.35,2.12,2.29,2.29,15.76,353.63,9.52,0.42,4.09,1.0,4.0,6.0
PNGO,Basic Materials,B153,Diversified Forest,PT Pinago Utama Tbk,S,03/31/2023,Dec,U,0,1452.32,673.88,778.44,591.34,92.46,71.43,71.35,248.61,996.4,5.39,1.34,0.87,13.0,25.0,33.0
PSAB,Basic Materials,B143,Gold,J Resources Asia Pasifik Tbk,S,03/31/2023,Dec,A,WTM,12417.25,6939.95,5477.3,332.6,-130.73,-204.39,-224.49,-21.7,207.0,-4.01,0.42,1.27,-5.0,-10.0,-173.0
PURE,Basic Materials,B146,Diversified Metals & Minerals,Trinitan Metals and Minerals Tbk,S,09/30/2021,Dec,U,0,699.12,692.11,7.01,15.39,-74.96,-69.25,-69.25,-65.5,5.09,0.0,10.01,98.79,-13.0,-1286.0,-585.0
SAMF,Basic Materials,B112,Agricultural Chemicals,Saraswanti Anugerah Makmur Tbk,S,03/31/2023,Dec,U,0,2970.19,1704.23,1265.96,135.48,186.24,145.64,140.14,77.49,247.02,9.94,3.12,1.35,13.0,31.0,26.0
SBMA,Basic Materials,B111,Basic Chemicals,Surya Biru Murni Acetylene Tbk,S,03/31/2023,Dec,U,0,269.06,56.95,212.11,26.5,1.32,0.9,0.9,4.82,228.1,28.62,0.61,0.27,2.0,2.0,17.0
SIMA,Basic Materials,B131,Containers & Packaging,Siwani Makmur Tbk,S,09/30/2019,Dec,U,0,259.71,261.72,-2.0,73.88,-17.21,-17.21,-17.21,-71.74,-4.53,0.0,-11.04,-130.53,-12.0,0.0,-968.0
SMBR,Basic Materials,B121,Construction Materials,Semen Baturaja (Persero) Tbk,S,03/31/2023,Dec,U,0,4717.66,1621.05,3096.61,7.26,14.83,9.69,9.69,9.56,311.76,36.19,1.11,0.52,2.0,3.0,22.0
SMCB,Basic Materials,B121,Construction Materials,Solusi Bangun Indonesia Tbk,S,03/31/2023,Dec,U,0,21169.99,9160.73,12009.25,2929.29,211.42,149.2,149.2,89.88,1331.49,13.91,0.94,0.76,4.0,7.0,28.0
SMGR,Basic Materials,B121,Construction Materials,Semen Indonesia (Persero) Tbk,S,03/31/2023,Dec,A,WTP,80964.11,33219.33,47744.78,124.75,802.98,582.76,561.62,359.6,7071.69,16.13,0.82,0.7,3.0,5.0,27.0
SMKL,Basic Materials,B131,Containers & Packaging,Satyamitra Kemas Lestari Tbk,S,03/31/2023,Dec,U,0,1972.75,997.38,975.37,499.39,20.49,15.82,15.82,22.55,285.35,12.5,0.99,1.02,4.0,8.0,15.0
SPMA,Basic Materials,B131,Containers & Packaging,Suparma Tbk,S,03/31/2023,Dec,U,0,3176.8,949.6,2227.2,698.76,103.5,80.91,80.91,106.57,706.13,4.41,0.67,0.43,11.0,15.0,48.0
SQMI,Basic Materials,B143,Gold,Wilton Makmur Indonesia Tbk,S,03/31/2023,Dec,U,0,475.07,321.22,153.85,1198.49,-6.74,-6.74,-6.6,-2.1,9.9,-26.16,5.55,2.09,-7.0,-21.0,-3369.0
SRSN,Basic Materials,B111,Basic Chemicals,Indo Acidatama Tbk,S,03/31/2023,Dec,U,WTM,856.69,192.77,663.92,477.12,9.64,5.38,5.38,7.2,110.29,6.94,0.45,0.29,5.0,7.0,19.0
SULI,Basic Materials,B151,Timber,SLJ Global Tbk,S,03/31/2023,Dec,U,0,923.31,605.78,317.53,500.91,-12.19,-14.31,-14.31,53.81,77.88,1.93,1.34,1.91,24.0,69.0,295.0
SWAT,Basic Materials,B152,Paper,Sriwahana Adityakarta Tbk,S,03/31/2023,Dec,U,WTM,656.97,438.5,218.46,1750.03,-9.82,-9.01,-9.0,-21.44,72.36,-2.33,0.69,2.01,-10.0,-30.0,-85.0
TALF,Basic Materials,B131,Containers & Packaging,Tunas Alfin Tbk,S,03/31/2023,Dec,U,0,1757.85,559.31,1198.55,332.47,16.92,12.24,11.75,31.15,885.56,10.4,0.37,0.47,2.0,4.0,13.0
TBMS,Basic Materials,B142,Cooper,Tembaga Mulia Semanan Tbk,S,03/31/2023,Dec,U,0,2319.27,1364.33,954.94,1402.37,41.6,32.91,32.91,215.82,2599.62,7.83,0.65,1.43,3.0,8.0,2.0
TDPM,Basic Materials,B111,Basic Chemicals,Tridomain Performance Materials Tbk,S,12/31/2021,Dec,A,WTP,3004.7,1955.13,1049.57,1135.28,-1218.92,-1121.77,-1122.67,-107.07,100.1,0.0,1.19,1.86,-37.0,-107.0,-99.0
TINS,Basic Materials,B146,Diversified Metals & Minerals,Timah Tbk,S,03/31/2023,Dec,U,0,12858.11,5805.13,7052.98,91.71,83.27,50.28,50.28,65.83,946.99,14.13,0.98,0.82,4.0,7.0,23.0
TIRT,Basic Materials,B151,Timber,Tirta Mahakam Resources Tbk,S,03/31/2023,Dec,U,0,246.43,837.96,-591.53,0.0,10.37,10.37,10.37,-62.08,-584.64,-0.81,-0.09,-1.42,-25.0,0.0,-1280010.0
TKIM,Basic Materials,B152,Paper,Pabrik Kertas Tjiwi Kimia Tbk,S,03/31/2023,Dec,U,0,53506.2,20152.72,33353.48,143.05,170.26,135.62,135.62,2022.4,10713.49,2.83,0.53,0.6,12.0,19.0,141.0
TPIA,Basic Materials,B111,Basic Chemicals,Chandra Asri Petrochemical Tbk,S,03/31/2023,Dec,A,0,71544.72,30347.38,41197.34,7211.75,71.67,122.54,123.04,-23.66,476.21,-88.74,4.41,0.74,-3.0,-5.0,-28.0
TRST,Basic Materials,B131,Containers & Packaging,Trias Sentosa Tbk,S,03/31/2023,Dec,U,0,5380.63,2643.11,2737.52,738.23,-1.57,1.11,-2.23,29.7,974.9,21.89,0.67,0.97,2.0,3.0,11.0
UNIC,Basic Materials,B111,Basic Chemicals,Unggul Indah Cahaya Tbk,S,03/31/2023,Dec,U,0,4960.69,698.15,4262.54,1309.33,113.18,89.41,92.13,1222.87,11119.73,6.95,0.76,0.16,9.0,11.0,36.0
WSBP,Basic Materials,B121,Construction Materials,Waskita Beton Precast Tbk,S,03/31/2023,Dec,U,0,5666.87,7753.64,-2086.77,11.21,16.44,16.44,16.44,36.76,-79.16,1.36,-0.63,-3.72,17.0,0.0,264.0
WTON,Basic Materials,B121,Construction Materials,Wijaya Karya Beton Tbk,S,03/31/2023,Dec,U,0,8441.45,4798.59,3642.86,916.99,7.11,5.04,6.15,17.33,417.98,8.14,0.34,1.32,2.0,4.0,16.0
YPAS,Basic Materials,B131,Containers & Packaging,Yanaprima Hastapersada Tbk,S,03/31/2023,Dec,U,0,299.89,177.04,122.85,923.01,1.68,2.2,2.2,5.88,183.91,96.89,3.1,1.44,1.0,3.0,4.0
ZINC,Basic Materials,B146,Diversified Metals & Minerals,Kapuas Prima Coal Tbk,S,03/31/2023,Dec,U,0,2461.95,1695.74,766.21,151.33,-4.72,-6.91,-4.68,-5.16,30.34,-9.69,1.65,2.21,-5.0,-17.0,-86.0
BANK,Basic Materials,B153,Diversified Forest,PT Bank Net Indonesia Syariah Tbk,S,03/31/2023,Dec,U,0,4498.34,94.62,3096.24,50.83,-46.17,-46.17,-46.17,-18.23,213.4,-67.21,5.74,0.03,-6.0,-9.0,-526.0
ABMM,Industrials,C311,Multi-sector Holdings,ABM Investama Tbk,S,03/31/2023,Dec,U,0,32188.22,21150.99,11037.23,5809.02,2059.44,1796.73,1588.11,1939.64,4008.93,1.43,0.69,1.92,17.0,48.0,92.0
AMFG,Industrials,C121,Building Products & Fixtures,Asahimas Flat Glass Tbk,S,03/31/2023,Dec,U,0,7304.54,3373.85,3930.69,1571.8,272.3,210.52,210.52,1007.76,9056.88,5.16,0.57,0.86,6.0,11.0,28.0
AMIN,Industrials,C143,Industrial Machinery & Components,PT Ateliers Mecaniques D Indonesie Tbk.,S,04/30/2023,Jan,U,0,335.4,176.53,158.87,72.37,4.7,4.7,4.7,11.5,147.1,10.09,0.79,1.11,4.0,8.0,17.0
APII,Industrials,C143,Industrial Machinery & Components,PT Arita Prima Indonesia Tbk.,S,03/31/2023,Dec,U,0,575.09,189.45,385.63,80.08,10.51,8.03,7.41,12.67,358.48,15.24,0.54,0.49,2.0,4.0,17.0
ARKA,Industrials,C143,Industrial Machinery & Components,PT Arkha Jayanti Persada Tbk.,S,03/31/2023,Dec,U,0,475.61,372.17,103.44,48.25,2.35,2.35,2.35,1.55,51.72,32.24,0.97,3.6,1.0,3.0,6.0
ARNA,Industrials,C121,Building Products & Fixtures,Arwana Citramulia Tbk,S,03/31/2023,Dec,U,0,2350.02,770.47,1579.55,659.83,187.84,146.68,145.3,75.05,215.16,11.99,4.18,0.49,23.0,35.0,83.0
CAKK,Industrials,C121,Building Products & Fixtures,Cahayaputra Asa Keramik Tbk,S,03/31/2023,Dec,A,WTP,471.98,218.83,253.15,55.37,0.63,0.63,0.63,6.75,210.38,22.67,0.73,0.86,2.0,3.0,15.0
CCSI,Industrials,C131,Electrical Components & Equipment,Communication Cable Systems Indonesia Tbk,S,03/31/2023,Dec,U,0,758.41,334.0,424.41,117.76,4.89,3.77,3.77,32.06,353.67,19.96,1.81,0.79,5.0,9.0,33.0
CTTH,Industrials,C121,Building Products & Fixtures,Citatah Tbk,S,03/31/2023,Dec,U,0,712.19,545.69,166.51,17.4,-6.3,-6.3,-6.3,-30.23,135.28,-1.65,0.37,3.28,-5.0,-22.0,-214.0
GPSO,Industrials,C143,Industrial Machinery & Components,Geoprima Solusi Tbk,S,03/31/2023,Dec,U,WDP,59.49,10.6,48.89,2.72,-1.31,-1.31,-1.31,-3.46,73.32,-32.97,1.55,0.22,-4.0,-5.0,-85.0
HEXA,Industrials,C141,Construction Machinery & Heavy Vehicles,Hexindo Adiperkasa Tbk,S,03/31/2023,Mar,A,WTM,7224.28,4639.74,2584.54,9830.68,1034.49,804.86,804.86,929.93,3076.84,6.24,1.89,1.8,11.0,31.0,8.0
HOPE,Industrials,C141,Construction Machinery & Heavy Vehicles,Harapan Duta Pertiwi Tbk,S,03/31/2023,Dec,U,0,177.51,59.62,117.89,4.89,-3.96,-3.93,-3.93,-1.8,55.34,-27.72,0.9,0.51,-2.0,-3.0,-79.0
IKBI,Industrials,C131,Electrical Components & Equipment,Sumi Indo Kabel Tbk,S,12/31/2022,Mar,U,0,1893.84,822.66,1071.18,2616.65,29.3,24.24,24.24,14.35,875.15,14.63,0.24,0.77,1.0,2.0,1.0
IMPC,Industrials,C121,Building Products & Fixtures,Impack Pratama Industri Tbk,S,03/31/2023,Dec,U,0,3503.8,1160.19,2343.6,744.04,151.1,120.89,120.76,70.22,475.04,5.53,0.82,0.5,10.0,15.0,47.0
INTA,Industrials,C141,Construction Machinery & Heavy Vehicles,Intraco Penta Tbk,S,03/31/2023,Dec,U,0,2220.51,4083.6,-1863.1,251.58,26.28,3.68,6.96,-16.44,-557.16,-3.04,-0.09,-2.19,-2.0,0.0,-22.0
JECC,Industrials,C131,Electrical Components & Equipment,Jembo Cable Company Tbk,S,03/31/2023,Dec,U,0,2042.74,1293.0,749.74,682.07,1.73,1.51,1.51,384.62,4958.57,10.4,0.81,1.72,3.0,8.0,9.0
KBLI,Industrials,C131,Electrical Components & Equipment,KMI Wire & Cable Tbk,S,03/31/2023,Dec,U,0,2844.83,325.07,2519.76,600.09,30.75,24.75,24.87,18.34,628.8,17.99,0.52,0.13,3.0,3.0,12.0
KBLM,Industrials,C131,Electrical Components & Equipment,Kabelindo Murni Tbk,S,03/31/2023,Dec,U,0,1526.99,273.98,1253.01,391.93,10.96,8.36,8.36,27.23,1118.76,9.62,0.23,0.22,2.0,2.0,8.0
KIAS,Industrials,C121,Building Products & Fixtures,Keramika Indonesia Assosiasi Tbk,S,03/31/2023,Dec,U,0,1038.86,193.46,845.41,136.26,-7.59,-7.59,-4.77,0.0,56.63,-20332.68,0.88,0.23,0.0,0.0,0.0
KOBX,Industrials,C141,Construction Machinery & Heavy Vehicles,Kobexindo Tractors Tbk,S,03/31/2023,Dec,LR,WTM,3187.75,2606.81,580.95,525.12,65.87,63.6,63.46,31.62,255.64,7.15,0.88,4.49,2.0,12.0,14.0
KOIN,Industrials,C121,Building Products & Fixtures,Kokoh Inti Arebama Tbk,S,03/31/2023,Dec,U,0,967.26,977.64,-10.39,719.66,-36.23,-36.23,-36.23,-101.57,-10.59,-0.69,-6.61,-94.13,-10.0,0.0,-14.0
KPAL,Industrials,C141,Construction Machinery & Heavy Vehicles,Steadfast Marine Tbk,S,09/30/2020,Dec,U,0,763.46,579.64,183.82,30.56,-13.61,-13.61,-12.9,-14.17,171.96,0.0,0.29,3.15,-2.0,-8.0,-50.0
KRAH,Industrials,C143,Industrial Machinery & Components,PT Grand Kartech Tbk,S,09/30/2019,Dec,U,0,598.21,563.69,34.51,179.5,-24.19,-24.19,-24.19,-94.7,35.54,0.0,12.27,16.33,-15.0,-266.0,-51.0
KUAS,Industrials,C121,Building Products & Fixtures,Ace Oldfields Tbk,S,03/31/2023,Dec,U,0,263.73,113.43,150.3,29.51,1.59,1.15,1.15,5.93,116.26,8.77,0.45,0.75,3.0,5.0,26.0
LABA,Industrials,C143,Industrial Machinery & Components,Ladangbaja Murni Tbk,S,03/31/2023,Dec,A,WTM,63.33,6.77,56.57,3.22,-2.08,-2.08,-2.08,-5.7,55.93,-8.95,0.91,0.12,-9.0,-10.0,-179.0
MARK,Industrials,C143,Industrial Machinery & Components,PT Mark Dynamics Indonesia Tbk.,S,03/31/2023,Dec,U,0,998.36,125.46,872.9,130.01,40.69,30.5,30.5,0.0,229.71,0.0,2.63,0.14,0.0,0.0,0.0
MLIA,Industrials,C121,Building Products & Fixtures,Mulia Industrindo Tbk,S,03/31/2023,Dec,U,0,6830.45,2208.3,4622.15,1292.06,177.22,139.01,139.01,129.06,698.74,3.87,0.72,0.48,12.0,18.0,66.0
NTBK,Industrials,C141,Construction Machinery & Heavy Vehicles,Nusatama Berkah Tbk,S,03/31/2023,Dec,U,0,166.3,73.87,92.43,32.45,1.44,1.02,1.02,0.93,34.23,59.11,1.61,0.8,2.0,3.0,8.0
SCCO,Industrials,C131,Electrical Components & Equipment,Supreme Cable Manufacturing & Commerce Tbk,S,03/31/2023,Dec,U,0,5226.18,391.0,4835.18,13.25,131.99,104.52,104.41,606.56,23519.32,15.17,0.39,0.08,2.0,3.0,7.0
SINI,Industrials,C121,Building Products & Fixtures,Singaraja Putra Tbk,S,03/31/2023,Dec,U,0,207.91,154.82,53.09,92.67,1.79,0.67,-0.8,10.37,110.38,167.26,15.72,2.92,2.0,9.0,5.0
SKRN,Industrials,C141,Construction Machinery & Heavy Vehicles,Superkrane Mitra Utama Tbk,S,03/31/2023,Dec,U,0,1751.76,1080.17,671.6,236.28,99.16,72.2,72.2,15.88,89.55,29.1,5.16,1.61,7.0,18.0,50.0
SPTO,Industrials,C121,Building Products & Fixtures,Surya Pertiwi Tbk,S,03/31/2023,Dec,U,0,3267.91,1096.18,2171.72,687.75,76.44,64.08,58.31,79.28,804.34,7.06,0.7,0.5,7.0,10.0,31.0
TOTO,Industrials,C121,Building Products & Fixtures,Surya Toto Indonesia Tbk,S,03/31/2023,Dec,U,0,3445.7,1067.33,2378.37,543.78,96.93,75.6,75.6,28.87,230.46,8.11,1.02,0.45,9.0,13.0,55.0
UNTR,Industrials,C141,Construction Machinery & Heavy Vehicles,United Tractors Tbk,S,03/31/2023,Dec,U,0,150701.14,59006.72,91694.42,34888.82,7517.34,5863.03,5323.33,5631.19,24582.06,5.13,1.18,0.64,14.0,23.0,60.0
VOKS,Industrials,C131,Electrical Components & Equipment,Voksel Electric Tbk,S,03/31/2023,Dec,A,WTM,2836.89,2100.56,736.33,649.79,21.99,17.24,17.24,-30.94,177.19,-6.04,1.06,2.85,-5.0,-17.0,-20.0
ASGR,Industrials,C224,Business Support Services,Astra Graphia Tbk,S,03/31/2023,Dec,U,0,2541.73,823.08,1718.65,682.5,30.83,25.04,25.04,71.97,1274.23,12.85,0.73,0.48,4.0,6.0,14.0
BINO,Industrials,C223,Office Supplies,Perma Plasindo Tbk,S,03/31/2023,Dec,U,0,553.89,114.21,439.68,91.83,1.44,1.44,1.52,0.81,202.15,135.9,0.54,0.26,0.0,0.0,2.0
BLUE,Industrials,C223,Office Supplies,Berkah Prima Perkasa Tbk,S,12/31/2022,Dec,A,0,95.88,8.02,87.86,131.32,18.7,14.38,14.38,34.4,210.2,8.37,1.37,0.09,15.0,16.0,11.0
DYAN,Industrials,C224,Business Support Services,Dyandra Media International Tbk,S,03/31/2023,Dec,U,0,1125.53,558.71,566.82,370.4,56.09,55.85,54.21,26.22,132.65,4.46,0.88,0.99,10.0,20.0,30.0
ICON,Industrials,C224,Business Support Services,Island Concepts Indonesia Tbk,S,03/31/2023,Dec,U,0,356.87,137.99,218.88,40.74,-2.28,-2.23,-1.06,-16.95,200.85,-2.95,0.25,0.63,-5.0,-9.0,-47.0
INDX,Industrials,C232,Research & Consulting Services,Tanah Laut Tbk,S,03/31/2023,Dec,U,0,59.6,15.6,44.0,1.2,-0.08,-0.08,-0.08,-21.76,100.47,-7.95,1.72,0.35,-16.0,-22.0,-794.0
JTPE,Industrials,C221,Commercial Printing,Jasuindo Tiga Perkasa Tbk,S,03/31/2023,Dec,U,0,1521.11,459.22,1061.89,491.76,57.97,44.76,40.03,22.73,154.97,11.44,1.68,0.43,10.0,15.0,32.0
KONI,Industrials,C223,Office Supplies,Perdana Bangun Pusaka Tbk,S,03/31/2023,Dec,A,0,135.8,15.12,120.68,41.59,3.21,2.7,2.7,40.53,386.78,27.02,2.83,0.13,9.0,10.0,30.0
LION,Industrials,C223,Office Supplies,Lion Metal Works Tbk,S,03/31/2023,Dec,U,0,672.28,190.79,481.49,121.96,8.47,6.67,6.67,-0.98,925.65,-680.48,0.72,0.4,0.0,0.0,0.0
MDRN,Industrials,C223,Office Supplies,Modern Internasional Tbk,S,03/31/2023,Dec,U,0,224.65,549.2,-324.55,14.74,0.32,0.32,0.32,8.15,-42.52,6.13,-1.18,-1.69,28.0,0.0,422.0
MFMI,Industrials,C224,Business Support Services,Multifiling Mitra Indonesia Tbk,S,03/31/2023,Dec,U,0,353.81,226.84,126.97,38.99,6.55,5.22,5.22,28.41,167.59,22.71,3.85,1.79,6.0,17.0,55.0
SOSS,Industrials,C231,Human Resource & Employment Services,Shield on Service Tbk,S,03/31/2023,Dec,U,0,408.94,185.83,223.11,246.79,14.37,10.29,8.51,43.62,336.16,11.37,1.48,0.83,7.0,13.0,7.0
TIRA,Industrials,C211,Diversified Industrial Trading,Tira Austenite Tbk,S,03/31/2023,Dec,U,0,355.79,185.75,170.04,71.77,2.62,2.39,2.39,5.21,289.18,77.23,1.39,1.09,1.0,2.0,4.0
TRIL,Industrials,C211,Diversified Industrial Trading,Triwira Insanlestari Tbk,S,09/30/2021,Dec,U,0,124.89,17.78,107.11,10.72,-0.36,-0.82,-1.74,-2.75,89.26,0.0,0.56,0.17,-3.0,-3.0,-17.0
ASII,Industrials,C311,Multi-sector Holdings,Astra International Tbk,S,03/31/2023,Dec,U,0,432994.0,181402.0,251592.0,82980.0,14167.0,11591.0,8719.0,714.96,6214.67,9.44,1.09,0.72,7.0,12.0,35.0
BHIT,Industrials,C311,Multi-sector Holdings,PT MNC Investama Tbk.,S,03/31/2023,Dec,U,0,69552.29,29413.06,40139.23,4698.68,1053.74,836.99,244.35,9.93,466.37,5.34,0.11,0.73,1.0,2.0,18.0
BNBR,Industrials,C311,Multi-sector Holdings,Bakrie & Brothers Tbk,S,03/31/2023,Dec,U,0,18062.49,16451.79,1610.7,835.36,100.76,89.22,69.96,14.83,72.93,3.64,0.74,10.21,2.0,20.0,39.0
ZBRA,Industrials,C311,Multi-sector Holdings,Dosni Roha Indonesia Tbk,S,03/31/2023,Dec,A,0,3085.93,1853.44,1232.49,3.28,-27.32,-27.51,-28.38,-58.71,490.89,-7.87,0.94,1.5,-5.0,-12.0,-37.0
MLPL,Industrials,C311,Multi-sector Holdings,Multipolar Tbk,S,03/31/2023,Dec,U,0,13660.38,9256.73,4403.66,2514.92,4.94,-35.62,26.72,15.76,280.8,5.46,0.31,2.1,2.0,6.0,10.0
BMTR,Industrials,C311,Multi-sector Holdings,PT Global Mediacom Tbk,S,03/31/2023,Dec,U,0,36211.59,8964.19,27247.4,3190.79,761.97,620.62,319.8,70.58,1642.99,4.11,0.18,0.33,3.0,4.0,37.0
AMRT,Consumer Non-Cyclicals,D113,Supermarkets & Convenience Store,PT Sumber Alfaria Trijaya Tbk.,S,03/31/2023,Dec,U,0,36054.1,23969.51,12084.59,26167.07,983.95,791.14,775.83,71.17,291.02,37.09,9.07,1.98,8.0,24.0,11.0
BUAH,Consumer Non-Cyclicals,D112,Food Retail & Distributors,PT Segar Kumala Indonesia Tbk,S,03/31/2023,Dec,U,0,366.07,203.38,162.69,376.9,11.86,9.22,9.22,24.65,162.69,56.99,8.64,1.25,7.0,15.0,7.0
