Kode,Sektor,KodeInd,SubIndustri,Nama Emiten,Sharia,Tanggal,Tahun Buku,Tipe Lap,Opini,Aset,Utang,Modal,Penjual,EBT(RP),Proft,ProftOwner,EPS(RP),BV(RP),PER,PBV,DER,ROA(%),ROE(%),NPM(%)
INCI,Basic Materials,B111,Basic Chemicals,Intanwijaya Internasional Tbk,S,06/30/2022,Dec,U,0,519.98,123.11,396.87,272.24,20.12,15.81,15.81,84.16,2023.6,8.32,0.35,0.31,5.0,6.0,9.0
INCO,Basic Materials,B146,Diversified Metals & Minerals,Vale Indonesia Tbk,S,06/30/2022,Dec,U,0,38949.39,4647.63,34301.76,8401.42,2906.9,2239.07,2239.07,377.4,3452.15,16.36,1.85,0.14,10.0,11.0,45.0
INKP,Basic Materials,B152,Paper,Indah Kiat Pulp & Paper Tbk,S,06/30/2022,Dec,U,0,137846.79,61419.35,76427.43,28886.75,7205.22,5881.8,5882.39,1697.93,13969.6,5.45,0.65,0.8,7.0,12.0,32.0
INRU,Basic Materials,B152,Paper,Toba Pulp Lestari Tbk,S,06/30/2022,Dec,U,0,7112.27,4734.4,2377.88,1184.99,86.3,65.3,65.3,19.21,1712.08,38.01,0.39,1.99,0.0,1.0,2.0
INTD,Basic Materials,B152,Paper,Inter Delta Tbk,S,06/30/2022,Dec,U,0,44.37,6.03,38.34,21.46,-0.62,-0.65,-0.65,2.43,64.78,81.38,3.06,0.16,3.0,4.0,7.0
INTP,Basic Materials,B121,Construction Materials,Indocement Tunggal Prakarsa Tbk,S,06/30/2022,Dec,U,0,23454.8,5132.17,18322.63,6911.08,367.68,291.55,291.55,405.7,4977.31,23.29,1.9,0.28,6.0,8.0,22.0
IPOL,Basic Materials,B131,Containers & Packaging,Indopoly Swakarsa Industry Tbk,S,06/30/2022,Dec,U,0,4531.68,1837.88,2693.8,1768.12,61.49,47.96,42.78,19.55,418.07,8.03,0.38,0.68,2.0,4.0,6.0
ISSP,Basic Materials,B144,Iron & Steel,Steel Pipe Industry of Indonesia Tbk,S,06/30/2022,Dec,U,0,7154.53,3240.2,3914.33,3172.82,245.09,190.8,190.8,58.82,544.72,5.1,0.55,0.83,6.0,11.0,13.0
JKSW,Basic Materials,B121,Construction Materials,Jakarta Kyoei Steel Works Tbk,S,06/30/2022,Dec,U,0,173.62,668.32,-494.71,0.0,0.0,2.22,2.22,7.12,-3298.04,8.42,-0.02,-1.35,2.0,0.0,0.0
KAYU,Basic Materials,B151,Timber,Darmi Bersaudara Tbk,S,06/30/2022,Dec,U,0,107.26,28.14,79.12,10.58,0.7,0.53,0.53,0.45,118.98,111.01,0.42,0.36,0.0,0.0,3.0
KBRI,Basic Materials,B152,Paper,Kertas Basuki Rachmat Indonesia Tbk,S,09/30/2019,Dec,U,0,1012.66,876.71,135.95,0.38,-26.15,-33.74,-33.74,-3.95,15.65,0.0,3.2,6.45,-3.0,-25.0,-8954.0
KDSI,Basic Materials,B131,Containers & Packaging,Kedawung Setia Industrial Tbk,S,06/30/2022,Dec,U,0,1509.71,801.08,708.64,1166.94,42.29,33.18,33.18,168.27,1749.72,6.06,0.58,1.13,4.0,8.0,5.0
KKES,Basic Materials,B111,Basic Chemicals,PT Kusuma Kemindo Sentosa Tbk,S,12/31/2021,Dec,A,WTP,112.1,80.74,31.36,226.4,21.74,18.49,18.49,12.33,20.91,13.79,8.13,2.57,16.0,59.0,8.0
KMTR,Basic Materials,B153,Diversified Forest,PT Kirana Megatara Tbk.,S,06/30/2022,Dec,U,0,5903.79,3902.1,2001.69,6791.46,50.36,29.95,31.46,7.69,243.65,35.35,1.12,1.95,1.0,3.0,1.0
KRAS,Basic Materials,B144,Iron & Steel,Krakatau Steel (Persero) Tbk,S,06/30/2022,Dec,U,0,57931.74,49189.52,8742.22,19918.31,1380.6,1170.47,1152.86,81.52,451.88,4.83,0.87,5.63,3.0,18.0,8.0
LMSH,Basic Materials,B144,Iron & Steel,Lionmesh Prima Tbk,S,06/30/2022,Dec,U,0,151.96,35.54,116.43,84.72,0.95,0.86,0.86,20.83,1212.77,34.56,0.59,0.31,3.0,3.0,5.0
LTLS,Basic Materials,B111,Basic Chemicals,Lautan Luas Tbk,S,06/30/2022,Dec,U,0,6285.46,3433.92,2851.54,4062.5,256.38,190.03,180.82,217.03,1827.91,6.27,0.74,1.2,6.0,13.0,9.0
MDKA,Basic Materials,B143,Gold,Merdeka Copper Gold Tbk,S,06/30/2022,Dec,LR,0,49090.34,21273.68,27816.66,5080.78,1914.45,1489.21,1440.44,77.59,1153.7,50.13,3.42,0.76,4.0,7.0,37.0
MDKI,Basic Materials,B111,Basic Chemicals,Emdeki Utama Tbk,S,06/30/2022,Dec,U,0,1024.81,133.1,891.71,225.9,15.19,11.88,11.8,14.9,352.43,13.09,0.55,0.15,4.0,4.0,17.0
MOLI,Basic Materials,B111,Basic Chemicals,Madusari Murni Indah Tbk,S,06/30/2022,Dec,U,0,2116.24,628.81,1487.43,712.2,-1.86,-4.83,-5.22,3.89,546.04,66.85,0.48,0.42,1.0,1.0,1.0
NICL,Basic Materials,B146,Diversified Metals & Minerals,PAM Mineral Tbk,S,06/30/2022,Dec,U,0,553.47,152.31,401.16,552.45,54.05,54.05,53.88,6.42,41.52,15.73,2.43,0.38,13.0,18.0,13.0
NIKL,Basic Materials,B146,Diversified Metals & Minerals,Pelat Timah Nusantara Tbk,S,06/30/2022,Dec,U,0,3066.49,2195.35,871.13,2032.71,108.54,85.11,85.11,52.34,345.23,14.81,2.22,2.52,4.0,15.0,6.0
NPGF,Basic Materials,B112,Agricultural Chemicals,Nusa Palapa Gemilang Tbk,S,06/30/2022,Dec,U,0,386.7,178.52,208.18,98.19,-2.39,-2.39,-2.39,0.6,64.25,91.41,0.86,0.86,-1.0,-2.0,-4.0
OBMD,Basic Materials,B113,Specialty Chemicals,OBM Drilchem Tbk,S,06/30/2022,Dec,LR,0,113.95,11.18,102.77,55.11,16.97,13.23,13.23,21.39,129.35,19.92,3.54,0.11,15.0,17.0,31.0
OKAS,Basic Materials,B111,Basic Chemicals,Ancora Indonesia Resources Tbk,S,06/30/2022,Dec,U,0,2429.51,2364.16,65.35,1054.55,121.44,92.91,40.31,4.35,37.0,38.2,4.49,36.18,0.0,12.0,1.0
OPMS,Basic Materials,B144,Iron & Steel,Optima Prima Metal Sinergi Tbk,S,06/30/2022,Dec,LR,0,93.26,0.62,92.64,14.45,0.09,0.11,0.11,-0.6,92.64,-190.12,1.21,0.01,-1.0,-1.0,-4.0
PBID,Basic Materials,B131,Containers & Packaging,Panca Budi Idaman Tbk,S,06/30/2022,Dec,U,0,2976.68,688.34,2288.34,2509.4,280.87,216.39,215.02,208.01,1220.45,8.1,1.38,0.3,13.0,17.0,16.0
PICO,Basic Materials,B131,Containers & Packaging,Pelangi Indah Canindo Tbk,S,06/30/2022,Dec,U,0,1045.68,850.37,195.3,268.82,5.79,5.82,5.82,-23.39,343.62,-18.98,1.28,4.35,-1.0,-7.0,-5.0
PNGO,Basic Materials,B153,Diversified Forest,PT Pinago Utama Tbk,S,06/30/2022,Dec,U,0,1580.05,899.46,680.59,1165.04,134.44,100.16,100.0,214.39,871.16,6.04,1.49,1.32,11.0,25.0,14.0
PSAB,Basic Materials,B143,Gold,J Resources Asia Pasifik Tbk,S,06/30/2022,Dec,U,0,12307.44,6367.41,5940.04,805.65,42.08,7.83,-32.05,-0.15,224.49,-775.79,0.52,1.07,0.0,0.0,0.0
PURE,Basic Materials,B146,Diversified Metals & Minerals,Trinitan Metals and Minerals Tbk,S,09/30/2021,Dec,U,0,699.12,692.11,7.01,15.39,-74.96,-69.25,-69.25,-65.5,5.09,-0.78,10.01,98.79,-13.0,-1286.0,-585.0
SAMF,Basic Materials,B112,Agricultural Chemicals,Saraswanti Anugerah Makmur Tbk,S,06/30/2022,Dec,U,0,2461.66,1543.53,918.13,1449.4,174.7,143.81,140.64,49.25,179.15,9.14,2.51,1.68,10.0,27.0,17.0
SBMA,Basic Materials,B111,Basic Chemicals,Surya Biru Murni Acetylene Tbk,S,06/30/2022,Dec,U,0,255.51,44.88,210.63,45.98,5.08,4.1,4.1,11.82,226.5,19.96,1.08,0.21,4.0,5.0,24.0
SIMA,Basic Materials,B131,Containers & Packaging,Siwani Makmur Tbk,S,09/30/2019,Dec,U,0,259.71,261.72,-2.0,3.28,-17.21,-17.21,-17.21,-71.74,-4.53,0.0,-11.04,-130.53,-12.0,0.0,-968.0
SMBR,Basic Materials,B121,Construction Materials,Semen Baturaja (Persero) Tbk,S,06/30/2022,Dec,U,0,5809.85,2327.83,3482.02,825.5,25.02,15.78,15.78,6.54,350.57,70.97,1.35,0.67,1.0,2.0,8.0
SMCB,Basic Materials,B121,Construction Materials,Solusi Bangun Indonesia Tbk,S,06/30/2022,Dec,U,0,21871.64,10647.45,11224.19,5581.8,371.46,260.97,260.97,81.23,1244.45,18.16,1.19,0.95,3.0,7.0,13.0
SMGR,Basic Materials,B121,Construction Materials,Semen Indonesia (Persero) Tbk,S,06/30/2022,Dec,A,WTP,73409.92,33375.88,40034.04,15876.16,1321.61,868.23,828.76,346.59,6749.37,21.49,1.11,0.83,3.0,5.0,13.0
SMKL,Basic Materials,B131,Containers & Packaging,Satyamitra Kemas Lestari Tbk,S,06/30/2022,Dec,U,0,2082.25,1203.01,879.24,1135.58,76.73,59.57,59.57,36.56,257.23,7.66,1.08,1.37,6.0,14.0,11.0
SPMA,Basic Materials,B131,Containers & Packaging,Suparma Tbk,S,06/30/2022,Dec,U,0,3092.44,1161.34,1931.1,1543.1,148.12,115.57,115.57,107.44,612.25,4.84,0.85,0.6,11.0,18.0,22.0
SQMI,Basic Materials,B143,Gold,Wilton Makmur Indonesia Tbk,S,06/30/2022,Dec,U,0,476.57,298.29,178.28,2.63,-13.77,-13.77,-13.57,-1.02,11.47,-73.37,6.54,1.67,-3.0,-9.0,-605.0
SRSN,Basic Materials,B111,Basic Chemicals,Indo Acidatama Tbk,S,06/30/2022,Dec,U,0,844.5,239.06,605.45,412.54,-1.47,-3.16,-3.16,3.24,100.57,16.05,0.53,0.39,2.0,3.0,5.0
SULI,Basic Materials,B151,Timber,SLJ Global Tbk,S,06/30/2022,Dec,U,0,1240.44,1461.09,-220.65,420.43,-6.56,-5.63,-5.58,23.73,-55.34,4.13,-1.77,-6.62,10.0,0.0,29.0
SWAT,Basic Materials,B152,Paper,Sriwahana Adityakarta Tbk,S,06/30/2022,Dec,U,0,715.7,430.12,285.58,165.29,1.07,-0.82,-0.82,-23.81,94.59,-2.77,0.74,1.51,-10.0,-25.0,-43.0
TALF,Basic Materials,B131,Containers & Packaging,Tunas Alfin Tbk,S,06/30/2022,Dec,LR,0,1664.16,596.57,1067.59,651.42,28.0,20.74,19.52,27.58,788.8,12.04,0.42,0.56,2.0,3.0,6.0
TBMS,Basic Materials,B142,Cooper,Tembaga Mulia Semanan Tbk,S,06/30/2022,Dec,U,0,2408.1,1502.37,905.73,5887.78,86.19,67.3,67.3,289.22,2465.64,5.64,0.66,1.66,5.0,13.0,2.0
TDPM,Basic Materials,B111,Basic Chemicals,Tridomain Performance Materials Tbk,S,12/31/2020,Dec,A,WTP,4925.6,2745.85,2179.75,2804.19,-56.83,-48.73,-49.4,-4.71,207.89,0.0,0.57,1.26,-1.0,-2.0,-2.0
TINS,Basic Materials,B146,Diversified Metals & Minerals,Timah Tbk,S,06/30/2022,Dec,LR,0,14375.64,7323.94,7051.69,7478.78,1405.33,1082.07,1082.04,283.95,946.82,4.82,1.41,1.04,15.0,30.0,28.0
TIRT,Basic Materials,B151,Timber,Tirta Mahakam Resources Tbk,S,06/30/2022,Dec,U,0,267.19,820.95,-553.76,0.85,-39.01,-39.01,-39.01,-64.34,-547.32,-0.92,-0.1,-1.48,-24.0,0.0,-7683.0
TKIM,Basic Materials,B152,Paper,Pabrik Kertas Tjiwi Kimia Tbk,S,06/30/2022,Dec,U,0,48764.85,20203.31,28561.53,8947.15,2579.18,2496.04,2496.04,1131.98,9174.26,5.99,0.74,0.71,9.0,15.0,48.0
TPIA,Basic Materials,B111,Basic Chemicals,Chandra Asri Petrochemical Tbk,S,03/31/2022,Dec,U,0,71331.56,29468.5,41863.06,9730.41,-217.74,-159.61,-161.3,9.01,483.9,270.73,5.04,0.7,1.0,2.0,8.0
TRST,Basic Materials,B131,Containers & Packaging,Trias Sentosa Tbk,S,06/30/2022,Dec,U,0,5437.31,2817.81,2619.5,2028.83,117.59,112.65,98.87,56.89,932.87,13.01,0.79,1.08,3.0,6.0,8.0
UNIC,Basic Materials,B111,Basic Chemicals,Unggul Indah Cahaya Tbk,S,06/30/2022,Dec,U,0,4971.78,1022.26,3949.52,3337.74,565.48,435.43,439.88,2198.91,10303.14,5.23,1.12,0.26,17.0,21.0,25.0
WSBP,Basic Materials,B121,Construction Materials,Waskita Beton Precast Tbk,S,06/30/2022,Dec,A,WTP,6514.9,4021.49,2493.41,743.79,1427.73,1427.73,1427.73,-13.72,94.59,-6.93,1.0,1.61,-6.0,-15.0,-49.0
WTON,Basic Materials,B121,Construction Materials,Wijaya Karya Beton Tbk,S,06/30/2022,Dec,U,0,8442.36,4950.16,3492.19,1853.1,69.18,60.3,60.72,8.92,400.69,26.24,0.58,1.42,1.0,3.0,6.0
YPAS,Basic Materials,B131,Containers & Packaging,Yanaprima Hastapersada Tbk,S,06/30/2022,Dec,U,0,289.93,176.45,113.48,171.04,-8.73,-8.63,-8.63,-25.91,169.88,-24.12,3.68,1.55,-6.0,-15.0,-10.0
ZINC,Basic Materials,B146,Diversified Metals & Minerals,Kapuas Prima Coal Tbk,S,06/30/2022,Dec,U,0,2178.26,1262.72,915.54,411.35,46.42,28.27,32.83,0.91,36.26,77.16,1.96,1.38,1.0,3.0,6.0
BANK,Basic Materials,B153,Diversified Forest,PT Bank Net Indonesia Syariah Tbk,S,06/30/2022,Dec,U,0,2797.67,52.72,2012.31,21.86,-80.78,-80.78,-80.78,-14.41,147.23,-114.87,11.58,0.03,-7.0,-10.0,-910.0
ABMM,Industrials,C311,Multi-sector Holdings,ABM Investama Tbk,S,06/30/2022,Dec,U,0,18223.38,11780.54,6442.84,9706.19,2773.57,2096.28,1421.04,992.85,2340.16,3.96,1.69,1.83,15.0,42.0,28.0
AMFG,Industrials,C121,Building Products & Fixtures,Asahimas Flat Glass Tbk,S,06/30/2022,Dec,U,0,7441.79,3772.49,3669.3,2687.44,299.19,351.65,351.65,1487.18,8454.61,3.38,0.58,1.03,9.0,18.0,24.0
AMIN,Industrials,C143,Industrial Machinery & Components,PT Ateliers Mecaniques D Indonesie Tbk.,S,04/30/2022,Jan,U,0,318.05,171.37,146.68,42.13,0.29,0.21,0.21,6.42,135.82,18.69,0.88,1.17,2.0,5.0,16.0
APII,Industrials,C143,Industrial Machinery & Components,PT Arita Prima Indonesia Tbk.,S,06/30/2022,Dec,U,0,568.39,196.47,371.92,138.32,14.72,10.55,10.55,18.93,345.73,9.98,0.55,0.53,4.0,5.0,15.0
ARKA,Industrials,C143,Industrial Machinery & Components,PT Arkha Jayanti Persada Tbk.,S,06/30/2022,Dec,U,0,463.51,361.38,102.13,85.58,7.15,7.15,7.15,5.09,51.07,9.82,0.98,3.54,2.0,10.0,12.0
ARNA,Industrials,C121,Building Products & Fixtures,Arwana Citramulia Tbk,S,06/30/2022,Dec,U,0,2218.15,663.44,1554.71,1358.07,396.68,309.09,305.8,75.71,211.77,11.82,4.23,0.43,25.0,36.0,41.0
CAKK,Industrials,C121,Building Products & Fixtures,Cahayaputra Asa Keramik Tbk,S,06/30/2022,Dec,U,0,427.68,183.43,244.24,135.82,4.85,3.8,3.8,11.2,202.98,18.92,1.04,0.75,3.0,6.0,10.0
CCSI,Industrials,C131,Electrical Components & Equipment,Communication Cable Systems Indonesia Tbk,S,06/30/2022,Dec,U,0,638.34,258.83,379.5,307.83,34.92,27.02,27.02,33.24,316.25,19.55,2.06,0.68,6.0,11.0,13.0
CTTH,Industrials,C121,Building Products & Fixtures,Citatah Tbk,S,06/30/2022,Dec,U,0,694.83,498.19,196.64,54.89,-7.67,-7.67,-7.67,-9.08,159.76,-5.51,0.31,2.53,-2.0,-6.0,-20.0
GPSO,Industrials,C143,Industrial Machinery & Components,Geoprima Solusi Tbk,S,06/30/2022,Dec,U,0,63.12,12.73,50.39,5.62,0.08,0.08,0.08,-5.27,75.58,-23.53,1.6,0.25,-6.0,-7.0,-63.0
HEXA,Industrials,C141,Construction Machinery & Heavy Vehicles,Hexindo Adiperkasa Tbk,S,06/30/2022,Mar,U,0,4597.41,2085.96,2511.45,1698.15,173.11,134.74,134.74,968.75,2989.82,6.53,2.12,0.83,18.0,32.0,48.0
HOPE,Industrials,C141,Construction Machinery & Heavy Vehicles,Harapan Duta Pertiwi Tbk,S,06/30/2022,Dec,U,0,184.07,62.66,121.42,34.02,0.33,0.36,0.36,-0.33,56.99,-208.3,1.21,0.52,0.0,-1.0,-2.0
IKBI,Industrials,C131,Electrical Components & Equipment,Sumi Indo Kabel Tbk,S,06/30/2022,Mar,U,0,1651.59,652.15,999.44,744.57,0.33,0.17,0.17,6.25,816.53,34.91,0.27,0.65,0.0,0.0,0.0
IMPC,Industrials,C121,Building Products & Fixtures,Impack Pratama Industri Tbk,S,06/30/2022,Dec,U,0,3060.57,1243.45,1817.12,1348.94,191.4,141.71,145.34,52.04,375.94,74.75,10.35,0.68,8.0,14.0,19.0
INTA,Industrials,C141,Construction Machinery & Heavy Vehicles,Intraco Penta Tbk,S,06/30/2022,Dec,U,0,2405.97,4179.76,-1773.8,334.36,-41.26,-43.47,-40.16,-107.34,-530.45,-0.69,-0.14,-2.36,-15.0,0.0,-107.0
JECC,Industrials,C131,Electrical Components & Equipment,Jembo Cable Company Tbk,S,06/30/2022,Dec,U,0,2181.14,1444.07,737.07,1382.76,52.75,40.84,40.84,-328.98,4874.82,-15.2,1.03,1.96,1.0,2.0,1.0
KBLI,Industrials,C131,Electrical Components & Equipment,KMI Wire & Cable Tbk,S,06/30/2022,Dec,U,0,2940.05,491.37,2448.68,973.35,14.75,11.72,12.0,24.84,611.06,12.24,0.5,0.2,3.0,3.0,8.0
KBLM,Industrials,C131,Electrical Components & Equipment,Kabelindo Murni Tbk,S,06/30/2022,Dec,U,0,1591.97,371.25,1220.72,842.82,7.94,7.29,7.29,3.61,1089.93,69.17,0.23,0.3,0.0,0.0,0.0
KIAS,Industrials,C121,Building Products & Fixtures,Keramika Indonesia Assosiasi Tbk,S,06/30/2022,Dec,U,0,1007.64,172.51,835.12,298.34,-11.31,-11.31,-8.47,-0.17,55.94,-287.03,0.89,0.21,0.0,0.0,-1.0
KOBX,Industrials,C141,Construction Machinery & Heavy Vehicles,Kobexindo Tractors Tbk,S,06/30/2022,Dec,U,0,2454.69,1860.15,594.55,1206.74,82.3,75.21,74.84,103.44,261.63,4.37,1.73,3.13,9.0,38.0,19.0
KOIN,Industrials,C121,Building Products & Fixtures,Kokoh Inti Arebama Tbk,S,06/30/2022,Dec,U,0,1149.89,1072.43,77.46,1444.22,-19.52,-20.85,-20.85,-39.64,78.97,-3.78,1.95,13.85,-3.0,-50.0,-3.0
KPAL,Industrials,C141,Construction Machinery & Heavy Vehicles,Steadfast Marine Tbk,S,09/30/2020,Dec,U,0,763.46,579.64,183.82,30.56,-13.61,-13.61,-12.9,-14.17,171.96,0.0,0.29,3.15,-2.0,-8.0,-50.0
KRAH,Industrials,C143,Industrial Machinery & Components,PT Grand Kartech Tbk,S,09/30/2019,Dec,U,0,598.21,563.69,34.51,179.5,-24.19,-24.19,-24.19,-94.7,35.54,0.0,12.27,16.33,-15.0,-266.0,-51.0
KUAS,Industrials,C121,Building Products & Fixtures,Ace Oldfields Tbk,S,06/30/2022,Dec,U,0,278.72,138.61,140.11,65.53,2.2,1.39,1.39,5.16,108.4,14.15,0.67,0.99,2.0,5.0,10.0
LABA,Industrials,C143,Industrial Machinery & Components,Ladangbaja Murni Tbk,S,06/30/2022,Dec,U,0,66.1,5.68,60.42,6.22,-3.43,-2.68,-2.68,2.06,59.74,69.09,2.43,0.09,3.0,3.0,33.0
MARK,Industrials,C143,Industrial Machinery & Components,PT Mark Dynamics Indonesia Tbk.,S,06/30/2022,Dec,U,0,1127.18,368.51,758.67,628.11,267.25,205.09,205.09,116.32,199.65,5.54,3.28,0.49,39.0,58.0,70.0
MLIA,Industrials,C121,Building Products & Fixtures,Mulia Industrindo Tbk,S,06/30/2022,Dec,U,0,6536.19,2646.17,3890.02,2526.18,614.71,479.1,479.1,134.19,588.06,4.06,0.91,0.68,14.0,23.0,35.0
NTBK,Industrials,C141,Construction Machinery & Heavy Vehicles,Nusatama Berkah Tbk,S,06/30/2022,Dec,U,0,130.99,40.49,90.51,31.07,0.75,0.51,0.51,0.15,33.52,328.94,1.49,0.45,0.0,0.0,1.0
SCCO,Industrials,C131,Electrical Components & Equipment,Supreme Cable Manufacturing & Commerce Tbk,S,06/30/2022,Dec,U,0,4887.69,376.5,4511.19,3149.42,131.6,108.49,108.31,819.83,21943.36,11.92,0.45,0.08,3.0,4.0,5.0
SINI,Industrials,C121,Building Products & Fixtures,Singaraja Putra Tbk,S,06/30/2022,Dec,U,0,184.83,139.14,45.69,216.29,7.54,5.25,2.44,8.97,96.53,60.79,5.65,3.05,2.0,9.0,2.0
SKRN,Industrials,C141,Construction Machinery & Heavy Vehicles,Superkrane Mitra Utama Tbk,S,06/30/2022,Dec,U,0,1506.11,890.9,615.2,289.29,68.93,58.0,58.0,40.47,410.14,29.9,2.95,1.45,4.0,10.0,21.0
SPTO,Industrials,C121,Building Products & Fixtures,Surya Pertiwi Tbk,S,06/30/2022,Dec,U,0,3218.14,1162.89,2055.24,1191.21,113.38,94.37,79.73,72.78,761.2,7.97,0.76,0.57,6.0,9.0,16.0
TOTO,Industrials,C121,Building Products & Fixtures,Surya Toto Indonesia Tbk,S,06/30/2022,Dec,U,0,3319.09,1201.45,2117.64,1042.08,199.29,155.45,155.45,23.24,205.2,11.71,1.33,0.57,9.0,14.0,28.0
UNTR,Industrials,C141,Construction Machinery & Heavy Vehicles,United Tractors Tbk,S,06/30/2022,Dec,U,0,129237.47,47275.91,81961.56,60446.89,14640.45,11472.11,10356.6,3413.73,21972.81,9.46,1.47,0.58,12.0,20.0,27.0
VOKS,Industrials,C131,Electrical Components & Equipment,Voksel Electric Tbk,S,06/30/2022,Dec,U,0,2946.06,2191.72,754.34,1148.76,-188.24,-152.5,-152.5,-70.08,181.52,-2.37,0.93,2.91,-10.0,-39.0,-25.0
ASGR,Industrials,C224,Business Support Services,Astra Graphia Tbk,S,06/30/2022,Dec,U,0,2400.89,767.07,1633.82,1231.55,40.41,31.39,31.39,74.62,1211.33,11.86,0.73,0.47,4.0,6.0,8.0
BINO,Industrials,C223,Office Supplies,Perma Plasindo Tbk,S,06/30/2022,Dec,U,0,437.97,102.46,335.52,143.48,1.6,1.6,1.84,3.89,154.26,34.71,0.88,0.31,0.0,0.0,0.0
BLUE,Industrials,C223,Office Supplies,Berkah Prima Perkasa Tbk,S,06/30/2022,Dec,U,0,94.71,6.06,88.65,57.03,8.07,8.07,8.07,36.3,212.09,7.88,1.35,0.07,16.0,17.0,27.0
DYAN,Industrials,C224,Business Support Services,Dyandra Media International Tbk,S,06/30/2022,Dec,U,0,1047.29,561.29,486.01,384.87,7.73,4.36,6.96,-10.8,113.74,-6.67,0.63,1.15,-1.0,-3.0,-4.0
ICON,Industrials,C224,Business Support Services,Island Concepts Indonesia Tbk,S,06/30/2022,Dec,U,0,379.07,134.44,244.63,63.88,0.51,0.23,-0.16,-5.44,224.48,-13.42,0.33,0.55,-2.0,-2.0,-9.0
INDX,Industrials,C232,Research & Consulting Services,Tanah Laut Tbk,S,06/30/2022,Dec,U,0,64.65,11.6,53.05,2.4,-0.52,-0.52,-0.52,0.08,121.15,2828.63,1.92,0.22,-2.0,-3.0,-57.0
JTPE,Industrials,C221,Commercial Printing,Jasuindo Tiga Perkasa Tbk,S,06/30/2022,Dec,U,0,1457.19,522.62,934.57,379.67,30.16,20.27,15.61,13.83,136.39,20.24,2.05,0.56,7.0,10.0,25.0
KONI,Industrials,C223,Office Supplies,Perdana Bangun Pusaka Tbk,S,06/30/2022,Dec,U,0,124.47,14.22,110.25,73.34,5.24,4.37,4.37,36.29,353.37,48.91,4.95,0.13,9.0,10.0,15.0
LION,Industrials,C223,Office Supplies,Lion Metal Works Tbk,S,06/30/2022,Dec,U,0,669.5,213.17,456.32,186.35,12.53,10.98,10.98,41.09,877.27,10.22,0.48,0.47,3.0,5.0,11.0
MDRN,Industrials,C223,Office Supplies,Modern Internasional Tbk,S,06/30/2022,Dec,U,0,247.65,657.71,-410.05,35.35,0.96,0.96,0.96,17.81,-53.73,2.81,-0.93,-1.6,55.0,0.0,385.0
MFMI,Industrials,C224,Business Support Services,Multifiling Mitra Indonesia Tbk,S,06/30/2022,Dec,U,0,357.74,232.31,125.43,76.64,17.78,14.16,14.16,34.36,165.56,19.94,4.14,1.85,4.0,13.0,21.0
SOSS,Industrials,C231,Human Resource & Employment Services,Shield on Service Tbk,S,06/30/2022,Dec,U,0,391.32,196.11,195.21,766.46,18.18,11.92,8.03,44.24,294.74,6.96,1.05,1.0,7.0,15.0,4.0
TIRA,Industrials,C211,Diversified Industrial Trading,Tira Austenite Tbk,S,06/30/2022,Dec,U,0,358.53,193.01,165.52,135.63,0.37,0.2,0.2,-5.77,281.49,-71.09,1.38,1.17,-1.0,-2.0,-3.0
TRIL,Industrials,C211,Diversified Industrial Trading,Triwira Insanlestari Tbk,S,09/30/2021,Dec,U,0,124.89,17.78,107.11,19.5,-0.36,-0.82,-1.74,-2.75,89.26,-18.16,0.56,0.17,-3.0,-3.0,-17.0
ASII,Industrials,C311,Multi-sector Holdings,Astra International Tbk,S,06/30/2022,Dec,U,0,392523.0,160440.0,232083.0,143692.0,28802.0,23917.0,18174.0,729.65,5732.77,9.08,1.16,0.69,8.0,13.0,21.0
BHIT,Industrials,C311,Multi-sector Holdings,PT MNC Investama Tbk.,S,06/30/2022,Dec,U,0,66295.03,26748.56,39546.47,8320.29,1431.94,1056.01,33.59,6.38,459.48,10.98,0.14,0.68,1.0,1.0,7.0
BNBR,Industrials,C311,Multi-sector Holdings,Bakrie & Brothers Tbk,S,06/30/2022,Dec,LR,0,16438.69,15121.75,1316.94,1294.04,-80.29,-98.62,-110.88,0.47,62.23,107.1,0.82,11.48,0.0,1.0,1.0
ZBRA,Industrials,C311,Multi-sector Holdings,Dosni Roha Indonesia Tbk,S,06/30/2022,Dec,U,0,3169.68,1836.34,1333.34,1475.07,-35.67,-35.51,-33.85,-2.72,531.06,-205.83,1.07,1.38,0.0,-1.0,0.0
MLPL,Industrials,C311,Multi-sector Holdings,Multipolar Tbk,S,06/30/2022,Dec,U,0,13607.92,8981.56,4626.36,5579.36,19.77,3.54,78.52,11.22,295.0,13.55,0.52,1.94,1.0,4.0,3.0
BMTR,Industrials,C311,Multi-sector Holdings,PT Global Mediacom Tbk,S,06/30/2022,Dec,U,0,35122.68,9432.41,25690.26,6927.92,1543.8,1256.52,493.08,92.74,1549.1,3.88,0.23,0.37,4.0,5.0,19.0
AMRT,Consumer Non-Cyclicals,D113,Supermarkets & Convenience Store,PT Sumber Alfaria Trijaya Tbk.,S,06/30/2022,Dec,U,0,28897.69,19419.96,9477.72,47886.75,1597.0,1279.68,1253.76,56.63,228.24,42.03,10.47,2.05,8.0,25.0,5.0
BUAH,Consumer Non-Cyclicals,D112,Food Retail & Distributors,PT Segar Kumala Indonesia Tbk,S,12/31/2021,Dec,A,WTP,247.74,192.35,55.38,1021.41,48.14,37.74,37.74,37.74,55.38,13.91,9.48,3.47,15.0,68.0,4.0
