kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;totshm;m;bl;mcap;cash;opcash;ph;ut;tcs;p;date
FREN;50.0;50.0;68.0;0.05722;0.0;-0.07993;0.0;0.0;1.1043867;45.274;buy;223803670.0;335387983872.0;54.64;50.98;16769398865920.0;2269584031744.0;2627850731520.0;11545222316032.0;24620010831872.0;6.767;0.0;2024-03-07 18:46:58
FUJI;234.0;196.0;370.0;0.08427;0.0;0.024319999;0.0;0.0;1.8855306;124.103;none;24780.0;1300000000.0;264.58;253.12;304199991296.0;122079289344.0;6557668352.0;9549441024.0;0.0;93.907;21.839080459770116;2024-03-07 18:46:58
FUTR;50.0;50.0;177.0;0.1732;0.0;0.0;0.0;0.0;1.7023594;29.371;none;76680.0;6390020096.0;50.555;50.0;319501008896.0;10186476544.0;-118632677376.0;130368438272.0;842091456.0;1.594;0.0;2024-03-07 18:46:58
FWCT;69.0;50.0;118.0;0.13498999;0.0;0.0;0.0;0.0;0.5265769;131.035;none;833990.0;1875000064.0;61.21;73.64;129375002624.0;17413988352.0;-39813279744.0;856829067264.0;181249097728.0;9.287;27.941176470588232;2024-03-07 18:46:58
GAMA;18.0;18.0;50.0;-2.1907;0.0;-0.03292;0.0;0.0;0.17190991;104.706;none;0.0;10010999808.0;19.825;18.0;180197998592.0;1639998464.0;-24502601728.0;17969922048.0;96606863360.0;0.164;0.0;2024-03-07 18:46:58
GDST;121.0;103.0;212.0;0.0849;0.0;0.21356001;0.0;0.0;0.8284551;146.055;none;1076660.0;8501120000.0;137.135;126.02;1028635492352.0;397514080256.0;64652214272.0;2550992207872.0;547858907136.0;46.76;16.513761467889907;2024-03-07 18:46:58
GDYR;1300.0;1200.0;1560.0;0.075780004;0.0;0.10208999;0.0;0.0;10743.802;0.121;none;4460.0;410000000.0;1352.05;1359.5;532999995392.0;6624141.0;4556687.0;171185792.0;8363117.0;0.016;27.77777777777778;2024-03-07 18:46:58
GEMA;266.0;165.0;460.0;0.04833;0.0;0.09779;0.0;0.0;1.0529025;252.635;none;13800.0;1600000000.0;278.38;254.32;425599991808.0;64316846080.0;49763049472.0;1200362225664.0;422936412160.0;40.198;34.23728813559322;2024-03-07 18:46:58
GEMS;5900.0;5475.0;7975.0;0.12384;0.71269995;1.14159;0.0;0.0;56730.77;0.104;none;73360.0;5882350080.0;6120.875;5812.5;34705864916992.0;217835216.0;434020928.0;2910528512.0;129470072.0;0.037;17.0;2024-03-07 18:46:58
GGRM;20050.0;19525.0;30050.0;0.0638;0.4021;0.09856;5.881352;3409.08;0.6429215;31185.768;hold;524800.0;1924089984.0;23726.875;20283.5;38578004426752.0;4242261934080.0;2844844097536.0;112511802146816.0;7120805167104.0;2204.817;4.98812351543943;2024-03-07 18:46:58
GGRP;430.0;392.0;615.0;0.061090004;0.0;0.043709997;0.0;0.0;6142.857;0.07;none;167520.0;12111399936.0;450.335;440.6;5207902126080.0;115329920.0;92036248.0;709839040.0;125983920.0;0.01;17.04035874439462;2024-03-07 18:46:58
GHON;1850.0;1700.0;2190.0;0.65212;0.0;0.13332;0.0;0.0;1.3028526;1419.961;none;10370.0;550000000.0;1830.825;1848.5;1017500008448.0;8654105600.0;151220174848.0;199195492352.0;316677029888.0;15.735;30.612244897959183;2024-03-07 18:46:58
GIAA;70.0;50.0;105.0;0.12961;0.0;0.0;0.0;0.0;0.0;-0.017;none;95424050.0;25886599168.0;75.905;70.08;1812061880320.0;351815552.0;89056304.0;2827610624.0;4055671040.0;0.004;36.36363636363636;2024-03-07 18:46:58
GJTL;1150.0;570.0;1415.0;0.14565;0.0;0.09156;5.021834;229.0;0.5089766;2259.436;none;26686520.0;3484410112.0;940.3;1111.9;4007071580160.0;1013291024384.0;1303015063552.0;16991345704960.0;5102791819264.0;290.807;68.63905325443787;2024-03-07 18:46:58
GLOB;67.0;67.0;126.0;0.00962;0.0;0.0;0.0;0.0;0.0;-830.145;none;720.0;1111110016.0;106.63;95.92;74444374016.0;3226661888.0;2024907136.0;83613229056.0;484110467072.0;2.904;0.0;2024-03-07 18:46:58
GLVA;412.0;402.0;1100.0;0.05217;0.0;0.23267001;0.0;0.0;1.9619142;209.999;none;38200.0;1500000000.0;668.225;488.06;618000023552.0;110183997440.0;1275935981568.0;1993841049600.0;435611009024.0;73.456;1.4326647564469912;2024-03-07 18:46:58
GMFI;77.0;50.0;102.0;0.07732;0.0;0.0;0.0;0.0;0.0;-0.012;none;1853010.0;28233500672.0;72.72;78.46;2173979590656.0;18628142.0;29112278.0;338115232.0;461571680.0;0.001;51.92307692307692;2024-03-07 18:46:58
GMTD;4200.0;1485.0;5225.0;0.43098998;0.0036000002;0.14015001;0.0;0.0;6.5789785;638.397;none;60.0;1015379968.0;2100.45;3650.6;4264595816448.0;13378781184.0;38403194880.0;459146035200.0;1260000000.0;13.176;72.59358288770053;2024-03-07 18:46:58
GOLD;296.0;228.0;492.0;0.40437;0.0;0.043720003;0.0;0.0;0.9939257;297.809;none;351040.0;1277280000.0;326.8;292.84;378074890240.0;59312312320.0;29385312256.0;47595802624.0;1962550016.0;46.437;25.757575757575758;2024-03-07 18:46:58
GOLL;50.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;50.0;50.0;183249993728.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
GOOD;420.0;394.0;494.0;0.116280004;0.3802;0.16568;0.0;0.0;4.511375;93.098;none;547490.0;36883202048.0;435.82;428.44;15490944598016.0;1116570124288.0;863578030080.0;10543572189184.0;1914930855936.0;30.273;26.0;2024-03-07 18:46:58
GOTO;70.0;54.0;147.0;-0.74178004;0.0;-0.22819;-13.157894;-5.32;0.6318431;110.787;buy;4211135910.0;1079919968256.0;92.18;83.44;75594393976832.0;25470275944448.0;-7573514747904.0;13890994831360.0;2203107983360.0;23.888;17.204301075268816;2024-03-07 18:46:58
GPRA;91.0;88.0;128.0;0.35298002;0.05;0.07017;0.0;0.0;0.32845345;277.056;none;4320540.0;4276659968.0;100.535;93.52;389176066048.0;64918437888.0;21289695232.0;411592261632.0;244621492224.0;15.18;7.5;2024-03-07 18:46:58
GPSO;130.0;100.0;200.0;-0.83615;0.0;-0.04689;0.0;0.0;1.8311148;70.995;none;6952680.0;666740992.0;125.805;127.68;86676332544.0;916208832.0;-1994987648.0;15675396096.0;0.0;1.374;30.0;2024-03-07 18:46:58
GRIA;112.0;76.0;162.0;0.04552;0.0;0.0;0.0;0.0;2.1515706;52.055;none;528630.0;7375719936.0;109.04027;116.12;826080624640.0;8685122560.0;8704075776.0;45147783168.0;137314000896.0;1.178;41.86046511627907;2024-03-07 18:46:58
GRPH;0.0;50.0;134.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;10102830.0;0.0;68.21875;68.21875;49999998976.0;0.0;0.0;0.0;0.0;0.0;-59.523809523809526;2024-03-07 18:46:58
GRPM;47.0;35.0;108.0;0.00102;0.0;0.0;0.0;0.0;1.0634928;44.194;none;2024700.0;1544999936.0;59.405884;46.46;72614993920.0;49236832256.0;6728233472.0;307518144512.0;0.0;31.868;16.438356164383563;2024-03-07 18:46:58
GSMF;57.0;52.0;86.0;0.03274;0.0;5e-05;0.0;0.0;0.3319183;171.729;none;95550.0;1441440000.0;64.89;61.78;811132780544.0;1719573020672.0;996580982784.0;1442009055232.0;92376997888.0;120.838;14.705882352941176;2024-03-07 18:46:58
GTBO;398.0;106.0;1025.0;0.18004999;0.0679;0.29826;0.0;0.0;17304.348;0.023;none;1357500.0;2500000000.0;420.75;408.8;994999992320.0;8620602.0;12506441.0;59977272.0;1246397.0;0.003;31.773667029379762;2024-03-07 18:46:58
GTRA;130.0;109.0;442.0;0.30274;0.0;0.0;0.0;0.0;0.9238728;140.712;none;4668530.0;1894380032.0;260.185;222.5;246269411328.0;12850012160.0;41031045120.0;298593419264.0;609368997888.0;6.783;6.306306306306306;2024-03-07 18:46:58
GTSI;50.0;50.0;60.0;-0.35084;0.0;0.11931;0.0;0.0;16666.666;0.003;none;57880900.0;15819100160.0;50.98;50.06;790955032576.0;23591408.0;11039468.0;27113060.0;27886336.0;0.001;0.0;2024-03-07 18:46:58
GULA;440.0;240.0;700.0;0.02115;0.0;0.02372;0.0;0.0;3.1605337;139.217;none;4511020.0;1070360000.0;362.58;352.6;470958407680.0;49173311488.0;-4338556928.0;325879365632.0;73426550784.0;45.941;43.47826086956522;2024-03-07 18:46:58
GWSA;146.0;144.0;210.0;-0.84865;0.0;0.00306;0.0;0.0;0.16213737;900.471;none;133220.0;7800759808.0;162.39;150.78;1138910953472.0;165032984576.0;-151093264384.0;55082151936.0;540668231680.0;21.156;3.0303030303030303;2024-03-07 18:46:58
GZCO;100.0;79.0;179.0;0.32951;0.0;0.08294;0.0;0.0;0.53716075;186.164;none;40738150.0;6000000000.0;99.29;111.96;599999971328.0;66920001536.0;190712004608.0;732890988544.0;256629997568.0;11.153;21.0;2024-03-07 18:46:58
HADE;4.0;3.0;50.0;-0.02309;0.0;-0.046729997;0.0;0.0;1.0649627;3.756;none;1341410.0;2120000000.0;9.135;3.54;8480000000.0;1541756160.0;-1020605376.0;4009348096.0;0.0;0.727;2.127659574468085;2024-03-07 18:46:58
HAIS;234.0;175.0;344.0;0.18040001;0.0;0.26139;0.0;0.0;0.9254609;252.847;none;4684680.0;2626249984.0;258.26;227.76;614542475264.0;148154089472.0;146689605632.0;941907771392.0;155167637504.0;56.413;34.9112426035503;2024-03-07 18:46:58
HAJJ;135.0;120.0;575.0;0.06795;0.0;0.13044;0.0;0.0;1.9428933;69.484;none;778210.0;2290520064.0;162.015;134.6;309220212736.0;747660800.0;-103410704384.0;442280017920.0;18554810368.0;0.326;3.296703296703297;2024-03-07 18:46:58
HALO;50.0;50.0;328.0;0.19660999;0.0;0.44233;0.0;0.0;1.64042;30.48;none;253230.0;5650010112.0;70.635;50.04;282500497408.0;14513970176.0;-104733360128.0;284793995264.0;28319789056.0;2.569;0.0;2024-03-07 18:46:58
HATM;348.0;190.0;402.0;0.34171;0.1559;0.24931999;0.0;0.0;3.0312004;114.806;none;42957240.0;7000000000.0;269.29;296.24;2436000120832.0;86259703808.0;174157840384.0;500112359424.0;132499996672.0;12.323;74.52830188679245;2024-03-07 18:46:58
HBAT;35.0;33.0;118.0;0.43919;0.0;0.63839;0.0;0.0;0.72525334;48.259;none;943860.0;1040739968.0;45.066666;38.66;36425900032.0;0.0;-7842203648.0;33864030208.0;0.0;0.0;2.3529411764705883;2024-03-07 18:46:58
HDFA;95.0;94.0;202.0;0.02477;0.0;0.04022;0.0;0.0;0.90663564;104.783;none;30560.0;6542450176.0;116.635;100.1;621532741632.0;54265507840.0;-681566470144.0;102134210560.0;1526661120000.0;8.294;0.9259259259259258;2024-03-07 18:46:58
HDIT;50.0;50.0;59.0;0.00092;0.0;-0.058319997;0.0;0.0;0.23145898;216.021;none;660.0;1524679936.0;50.0;50.0;76233998336.0;151326400.0;-18474102784.0;2750350360576.0;20322856960.0;0.099;0.0;2024-03-07 18:46:58
HDTX;120.0;120.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;120.0;120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
HEAL;1255.0;1195.0;1575.0;0.17567;0.2533;0.10572;29.599056;42.4;4.9212985;255.014;buy;6269290.0;14786400256.0;1403.375;1355.9;18556932587520.0;915274006528.0;1167232991232.0;5489476239360.0;2244164976640.0;63.159;15.789473684210527;2024-03-07 18:46:58
HELI;462.0;70.0;500.0;-0.0036300002;0.0;-1.0631;0.0;0.0;8.906024;51.875;none;5956360.0;832862016.0;229.01;465.84;384782237696.0;2426012928.0;10781879296.0;49035341824.0;122011197440.0;2.913;91.16279069767442;2024-03-07 18:46:58
HERO;795.0;720.0;1610.0;0.00509;0.0;-0.373;0.0;0.0;3.482306;228.297;none;80420.0;4183630080.0;1130.8;880.2;3325985816576.0;66109001728.0;-37299998720.0;5007224078336.0;4424091041792.0;15.802;8.42696629213483;2024-03-07 18:46:58
HEXA;6050.0;4990.0;6950.0;0.11991;0.6987;0.37931;302500.0;0.02;30250.0;0.2;none;349320.0;840000000.0;5912.75;5754.5;5082000130048.0;19547270.0;84947680.0;698410880.0;104751744.0;0.023;54.08163265306122;2024-03-07 18:46:58
HILL;2240.0;1535.0;4000.0;0.19316;0.0;0.34797;0.0;0.0;4.496177;498.201;strong_buy;1734510.0;2948300032.0;2569.9;2406.8;6604192219136.0;127041003520.0;234223992832.0;3981098090496.0;1912558977024.0;43.09;28.600405679513187;2024-03-07 18:46:58
HITS;368.0;170.0;680.0;0.04024;0.0;0.15161;0.0;0.0;30666.666;0.012;none;748770.0;6947879936.0;403.23;395.8;2556819931136.0;43288056.0;48454872.0;109601664.0;73976648.0;0.006;38.82352941176471;2024-03-07 18:46:58
HKMU;50.0;50.0;50.0;-1.29574;0.0;-1.6853;0.0;0.0;7.518797;6.65;none;0.0;3221750016.0;50.0;50.0;161087504384.0;2328043520.0;-13054386176.0;189451452416.0;263088799744.0;0.723;0.0;2024-03-07 18:46:58
HMSP;855.0;835.0;1235.0;0.21097;0.84150004;0.27886;11.0265665;77.54;3.5522132;240.695;buy;17749360.0;116318003200.0;906.5;877.1;99451888730112.0;3781114986496.0;9584739614720.0;53341396664320.0;554320003072.0;32.507;5.0;2024-03-07 18:46:58
HOKI;175.0;68.0;204.0;-0.04601;5.2632003;-0.02214;0.0;0.0;2.6094866;67.063;none;21570000.0;9677750272.0;131.525;174.94;1693606346752.0;175594995712.0;117868380160.0;1149951279104.0;196830887936.0;18.144;78.67647058823529;2024-03-07 18:46:58
HOME;50.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;50.0;50.0;1110610018304.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
HOMI;202.0;193.0;1015.0;0.15597;0.0;0.051620003;0.0;0.0;2.3884974;84.572;none;314440.0;1575000064.0;437.285;220.44;318150017024.0;2894167552.0;16626480128.0;69125480448.0;21394388992.0;1.838;1.094890510948905;2024-03-07 18:46:58
HOPE;50.0;50.0;63.0;-0.05574;0.0;0.0;0.0;0.0;0.04396451;1137.281;none;1735460.0;1360000000.0;51.31;53.86;67999997952.0;70946656.0;6356387840.0;30999969792.0;37566275584.0;0.056;0.0;2024-03-07 18:46:58
HOTL;50.0;50.0;50.0;-1.01297;0.0;-0.10520001;0.0;0.0;0.598172;83.588;none;0.0;3550000128.0;50.0;50.0;177500012544.0;2797136896.0;-6442509824.0;62865727488.0;787807076352.0;0.788;0.0;2024-03-07 18:46:58
HRME;50.0;50.0;52.0;0.0077600004;0.0;-0.02104;0.0;0.0;0.45474386;109.952;none;16240.0;5958750208.0;50.0;50.0;297937502208.0;18318313472.0;19955316736.0;105872891904.0;259860692992.0;3.074;0.0;2024-03-07 18:46:58
HRTA;374.0;284.0;580.0;0.05529;0.18;0.17063999;0.0;0.0;0.89647835;417.188;none;3482510.0;4605259776.0;415.42;361.08;1722367213568.0;98555289600.0;-589644627968.0;11145934012416.0;2825847832576.0;21.401;30.405405405405407;2024-03-07 18:46:58
HRUM;1320.0;1075.0;1945.0;0.15239;0.38990003;0.21225001;5.581631;236.49;20952.38;0.063;strong_buy;11079230.0;13316200448.0;1478.825;1253.1;17577384345600.0;286254784.0;301049056.0;844092032.0;70676432.0;0.021;28.160919540229887;2024-03-07 18:46:58
HUMI;84.0;50.0;312.0;0.25232;0.0;0.0;0.0;0.0;10499.999;0.008;none;439988750.0;18046500864.0;147.77026;111.22;1515906138112.0;23955996.0;0.0;93478512.0;36579624.0;0.001;12.977099236641221;2024-03-07 18:46:58
HYGN;0.0;108.0;226.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;120855410.0;0.0;162.0;162.0;376225005568.0;0.0;0.0;0.0;0.0;0.0;-91.52542372881356;2024-03-07 18:46:58
IATA;50.0;50.0;101.0;0.20333;0.0;3.48698;0.0;0.0;12499.999;0.004;buy;7371520.0;25238200320.0;55.465;50.02;1261909966848.0;1002260.0;10491219.0;208956208.0;37859124.0;0.0;0.0;2024-03-07 18:46:58
IBFN;20.0;13.0;97.0;1.2869201;0.0;0.0;0.0;0.0;0.0;-408.226;none;21570.0;1517330048.0;29.36;16.88;30346600448.0;67379056640.0;57347149824.0;-12745990144.0;949649801216.0;44.406;8.333333333333334;2024-03-07 18:46:58
IBOS;920.0;172.0;975.0;0.12444;0.0;0.02458;0.0;0.0;22.365383;41.135;none;5892820.0;8040119808.0;409.02;593.36;7396910432256.0;5216880640.0;26479300608.0;84596310016.0;20441602048.0;0.649;93.15068493150686;2024-03-07 18:46:58
IBST;4400.0;4400.0;5925.0;0.39818;0.0;0.00658;0.0;0.0;0.9446507;4657.806;none;0.0;1350899968.0;5392.075;5142.8;5943960010752.0;442551730176.0;865450131456.0;1112306483200.0;2941824270336.0;327.597;0.0;2024-03-07 18:46:58
ICBP;10700.0;9275.0;11925.0;0.15678;0.2633;0.16507;13.091247;817.34;3.0469582;3511.699;buy;4327640.0;11661899776.0;11104.0;11256.5;124782330773504.0;17079839227904.0;10036572061696.0;67195707064320.0;44399274754048.0;1464.584;53.77358490566038;2024-03-07 18:46:58
ICON;50.0;50.0;85.0;-0.00223;0.0;-0.07959;0.0;0.0;0.34662288;144.249;none;1460.0;1089750016.0;51.165;50.0;54487498752.0;8479904768.0;-10281676800.0;182310993920.0;69162172416.0;7.782;0.0;2024-03-07 18:46:58
IDEA;66.0;45.0;177.0;0.17904;0.0;0.01841;0.0;0.0;1.131726;58.318;none;61732990.0;1062440000.0;73.82;55.04;70121037824.0;3145843456.0;4980090880.0;19969841152.0;15840540672.0;2.961;15.909090909090908;2024-03-07 18:46:58
IDPR;142.0;117.0;176.0;-0.03741;0.0;-0.037219997;1.0289855;138.0;0.46387798;306.115;none;143010.0;2003000064.0;144.105;143.72;284426010624.0;5689415680.0;23696603136.0;1168199385088.0;553014067200.0;2.84;42.37288135593221;2024-03-07 18:46:58
IFII;150.0;140.0;216.0;0.20268999;0.2323;0.07288;0.0;0.0;1.1902212;126.027;none;287190.0;9411999744.0;165.075;159.68;1411799973888.0;5845662208.0;157994991616.0;908616597504.0;544531120128.0;0.621;13.157894736842104;2024-03-07 18:46:58
IFSH;845.0;800.0;1200.0;0.3491;0.2565;0.28114;0.0;0.0;2.3027349;366.955;none;9620.0;1922979968.0;988.775;894.1;1624918065152.0;145923145728.0;295069908992.0;1433217400832.0;131967115264.0;68.67;11.25;2024-03-07 18:46:58
IGAR;442.0;406.0;472.0;0.038;0.0;0.069520004;0.0;0.0;0.7263429;608.528;none;200050.0;972204032.0;438.31;439.64;429714178048.0;406192914432.0;221991911424.0;901924913152.0;0.0;419.523;54.54545454545454;2024-03-07 18:46:58
IIKP;50.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;50.0;50.0;1680000024576.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
IKAI;50.0;50.0;52.0;0.00657;0.0;0.00783;0.0;0.0;0.91665745;54.546;none;2110.0;13305799680.0;50.005;50.0;665290014720.0;2071021952.0;2462917120.0;228584226816.0;256438976512.0;0.156;0.0;2024-03-07 18:46:58
IKAN;50.0;50.0;73.0;-0.00071999995;0.0;0.019170001;0.0;0.0;0.5695604;87.787;none;161700.0;833332992.0;52.775;50.08;41666650112.0;1511126656.0;-2643107072.0;134971932672.0;43301367808.0;1.813;0.0;2024-03-07 18:46:58
IKBI;484.0;196.0;970.0;0.03879;0.1419;0.10981;0.0;0.0;8066.667;0.06;none;245430.0;1224000000.0;477.2;470.72;592416014336.0;4344009.0;16756397.0;239366704.0;5698364.0;0.004;37.2093023255814;2024-03-07 18:46:58
IKPM;0.0;164.0;286.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;6325730.0;0.0;219.37349;241.28;461596819456.0;0.0;0.0;0.0;0.0;0.0;-134.4262295081967;2024-03-07 18:46:58
IMAS;1405.0;980.0;3370.0;0.13281;0.0849;0.04571;13.640777;103.0;0.45952353;3057.515;none;4802050.0;3994289920.0;1684.425;1475.5;5611977179136.0;3396780949504.0;477369008128.0;28806274351104.0;39297524695040.0;850.409;17.78242677824268;2024-03-07 18:46:58
IMJS;252.0;248.0;488.0;0.0085;0.0366;0.01143;0.0;0.0;0.5426625;464.377;none;9405710.0;8654319616.0;316.42;277.8;2180888526848.0;1572655333376.0;-278169518080.0;4506232291328.0;22743623925760.0;181.719;1.6666666666666667;2024-03-07 18:46:58
IMPC;388.0;287.27274;430.0;0.25136998;1.7816;0.21767001;0.0;0.0;9.644304;40.231;hold;11575370.0;54268502016.0;358.08;389.16;21056177831936.0;262596280320.0;571806777344.0;2866409635840.0;511125979136.0;4.839;70.57324578360154;2024-03-07 18:46:58
INAF;394.0;380.0;815.0;-0.78718;0.0;-3.9763699;0.0;0.0;0.0;-33.989;none;110240.0;3099269888.0;530.705;468.08;1221112365056.0;209807114240.0;-254290935808.0;684912934912.0;771724345344.0;67.696;3.218390804597701;2024-03-07 18:46:58
INAI;199.0;171.0;268.0;0.029089998;0.0;-0.39054;0.0;0.0;0.50933045;390.709;none;93450.0;633600000.0;205.07;201.6;126086397952.0;41551859712.0;-28986578944.0;1219961159680.0;796817686528.0;65.581;28.8659793814433;2024-03-07 18:46:58
INCF;50.0;50.0;51.0;0.21767999;0.0;0.00754;0.0;0.0;0.5703725;87.662;none;720.0;1438370048.0;50.0;50.0;71918501888.0;7437213184.0;29868656640.0;236747341824.0;287057838080.0;4.417;0.0;2024-03-07 18:46:58
INCI;605.0;495.83334;670.55554;0.13206;0.0;0.04058;0.0;0.0;0.29093337;2079.514;none;84160.0;207656992.0;540.6528;548.1;125632479232.0;126877908992.0;36893126656.0;363203723264.0;608160000.0;610.999;62.48013131702784;2024-03-07 18:46:58
INCO;4070.0;3610.0;7100.0;0.15308;0.2165;0.11153;15.185434;268.02;15775.194;0.258;buy;19105770.0;9936339968.0;5293.5;4058.4;40440904548352.0;698795008.0;421158016.0;1232263040.0;8621000.0;0.07;13.180515759312321;2024-03-07 18:46:58
INDF;6350.0;6050.0;7550.0;0.17044;0.2565;0.12938;5.5753107;1138.95;0.9549794;6649.358;buy;6819780.0;8780430336.0;6776.125;6447.0;55755734515712.0;31241631956992.0;14134998466560.0;113896853602304.0;69307987918848.0;3558.099;20.0;2024-03-07 18:46:58
INDO;103.0;80.0;115.0;0.03195;0.0;0.02003;0.0;0.0;0.4563216;225.718;none;1319160.0;4382839808.0;95.52;92.98;451432513536.0;297352462336.0;9231692800.0;12543539200.0;603451072.0;67.845;65.71428571428572;2024-03-07 18:46:58
INDR;3670.0;2800.0;5050.0;-0.05169;0.0;-0.09272;0.0;0.0;5843.9487;0.628;none;117260.0;654352000.0;3522.55;3185.0;2401471823872.0;12574550.0;48494796.0;785598016.0;117787800.0;0.019;38.666666666666664;2024-03-07 18:46:58
INDS;2330.0;1935.0;3750.0;0.11862001;0.2408;0.09648;0.0;0.0;0.5145886;4527.889;none;6700.0;656249984.0;2595.2;2423.8;1529062490112.0;111141142528.0;656567435264.0;3924600029184.0;370485329920.0;169.358;21.763085399449036;2024-03-07 18:46:58
INDX;107.0;101.0;264.0;-0.51308;0.0;-0.23969;0.0;0.0;1.120196;95.519;none;223830.0;437913984.0;136.365;114.3;46856798208.0;7071863808.0;-4527781888.0;3654645504.0;8334359552.0;16.149;3.6809815950920246;2024-03-07 18:46:58
INDY;1485.0;1285.0;2800.0;0.06895;0.319;0.18777001;4.485185;331.09;6373.3906;0.233;buy;9941980.0;5202690048.0;1762.425;1420.4;7725994475520.0;763271680.0;97267048.0;3500228096.0;1154437760.0;0.147;13.201320132013201;2024-03-07 18:46:58
INET;59.0;52.0;314.0;0.11529;0.0;0.0;0.0;0.0;2.0557492;28.7;none;294142610.0;7500029952.0;155.125;70.92;442501758976.0;1465798272.0;-25644601344.0;25296244736.0;760665856.0;0.195;2.6717557251908395;2024-03-07 18:46:58
INKP;8375.0;6775.0;11850.0;0.1491;0.0343;0.09404001;4.7429194;1765.79;7754.6294;1.08;buy;8091340.0;5470980096.0;8823.375;8080.5;45819457699840.0;2614918912.0;754721984.0;3691589888.0;3522020096.0;0.478;31.527093596059114;2024-03-07 18:46:58
INOV;148.0;115.0;198.0;0.052750003;0.0;-0.14295;0.0;0.0;0.96285206;153.71;none;163390.0;1808220032.0;153.58;141.48;267616567296.0;161990836224.0;47225450496.0;621948764160.0;652096045056.0;89.586;39.75903614457832;2024-03-07 18:46:58
INPC;69.0;61.0;87.0;0.11071;0.0;0.02458;0.0;0.0;0.33842772;203.884;none;1254920.0;20223399936.0;71.905;70.76;1395414532096.0;3819331911680.0;1471571951616.0;1082229981184.0;454402015232.0;188.857;30.769230769230766;2024-03-07 18:46:58
INPP;935.0;390.0;1160.0;0.26176;0.0;0.03494;0.0;0.0;1.9696236;474.71;none;702200.0;11182000128.0;612.53;840.2;10455169892352.0;390451200000.0;294335807488.0;1246464966656.0;1630377213952.0;34.918;70.77922077922078;2024-03-07 18:46:58
INPS;140.0;105.0;354.0;0.1353;0.0;-0.28779;0.0;0.0;1.3365538;104.747;none;212540.0;650000000.0;182.4;156.62;90999996416.0;1386556672.0;-27163643904.0;281674219520.0;114887892992.0;2.133;14.056224899598392;2024-03-07 18:46:58
INRU;438.0;390.0;1235.0;-0.02123;0.0;-0.34473;0.0;0.0;5034.483;0.087;none;63110.0;1388880000.0;883.05;784.1;608329465856.0;570000.0;51386000.0;127160000.0;278379008.0;0.0;5.680473372781066;2024-03-07 18:46:58
INTA;50.0;50.0;74.0;0.086569995;0.0;0.0;0.0;0.0;0.0;-516.997;none;750.0;3343930112.0;50.02;50.0;167196508160.0;84360003584.0;86853001216.0;867030990848.0;3668843954176.0;25.228;0.0;2024-03-07 18:46:58
INTD;140.0;127.0;230.0;0.00465;0.0;0.01673;0.0;0.0;2.0236478;69.182;none;561890.0;591827968.0;156.4;142.2;82855919616.0;16195449856.0;-5997111808.0;45957214208.0;0.0;27.365;12.62135922330097;2024-03-07 18:46:58
