kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;m;cash;opcash;ph;ut;tcs
MTEL;630.0;600.0;770.0;0.41686;0.65730006;0.05964;22.950819;27.45;1.5557976;404.937;buy;41412050.0;680.95;2651409874944.0;5819043676160.0;8395448909824.0;18048027197440.0;32.089
MTFN;50.0;50.0;50.0;-0.08379;0.0;0.0;0;0.0;0.0;-1.209;none;0.0;50.0;8531939328.0;-699825664.0;414976376832.0;129752858624.0;0.268
MTLA;390.0;342.0;430.0;0.32735002;0.18450001;0.10273;0;0.0;0.6408118;608.603;none;40240.0;389.41;767934005248.0;446663000064.0;1674088022016.0;833917026304.0;100.316
MTMH;1350.0;1210.0;1685.0;0.071550004;0.0;0.02335;0;0.0;2.46367;547.963;none;9884520.0;1396.875;3136637696.0;162843082752.0;902028984320.0;479813140480.0;1.516
MTPS;8.0;7.0;55.0;0.0;0.0;-0.49811;0;0.0;0.2942583;27.187;none;253200.0;38.415;2992997888.0;2340981504.0;0.0;58965573632.0;1.436
MTRA;244.0;244.0;244.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;244.0;0.0;0.0;0.0;0.0;0.0
MTSM;119.0;107.0;580.0;-0.33334;0.0;-0.13301;0;0.0;0.8517278;139.716;none;76140.0;315.905;12090802176.0;0.0;24351330304.0;2952490752.0;51.926
MTWI;77.0;67.0;142.0;0.07807;0.0;0.06013;0;0.0;0.8041608;95.752;none;19112640.0;81.775;404688863232.0;123987484672.0;175042592768.0;113022688.0;138.379
MUTU;88.0;66.0;214.0;0.19004999;0.0;0.0;0;0.0;1.3879907;63.401;none;31343580.0;120.17007;22556516352.0;62741737472.0;320822476800.0;46278381568.0;7.177
MYOH;1950.0;1360.0;2130.0;0.13258;0.4449;0.10569999;0;0.0;28260.871;0.069;none;25510.0;1674.675;102975248.0;24127072.0;132493184.0;855238.0;0.047
MYOR;2370.0;2260.0;2900.0;0.17514;0.2713;0.23080999;15.098426;156.97;3.5233986;672.646;buy;8822090.0;2528.8;4156738764800.0;5259182211072.0;31485008543744.0;4267410194432.0;185.911
MYRX;50.0;50.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;50.0;0.0;0.0;0.0;0.0;0.0
MYTX;53.0;50.0;92.0;-0.1146;0.0;0.0;0;0.0;0.0;-45.055;none;28060.0;62.16;14878999552.0;238795997184.0;1162415964160.0;2001401937920.0;1.921
NANO;18.0;16.0;27.0;0.12222999;0.0;-0.00179;0;0.0;0.47444582;37.939;none;2387460.0;19.425;3514842624.0;-6485933056.0;41768751104.0;11917587456.0;0.82
NASA;17.0;15.0;50.0;0.36251;0.0;0.0039399997;0;0.0;0.17365545;97.895;none;46770.0;21.965;72281268224.0;19590443008.0;15868292096.0;0.0;6.568
NASI;72.0;50.0;126.0;0.00643;0.0;0.01258;0;0.0;0.9687055;74.326;none;20480260.0;77.795;8890917888.0;-221644256.0;69596356608.0;8562783232.0;11.012
NATO;180.0;91.0;525.0;0.80549;0.0;0.00135;0;0.0;1.7969811;100.168;none;52611000.0;351.755;140101582848.0;2840036864.0;10335298560.0;0.0;17.51
NAYZ;21.0;14.0;181.0;0.01526;0.0;0.054229997;0;0.0;0.7663954;27.401;none;24027320.0;35.44;35425927168.0;-19047436288.0;48756518912.0;5682007040.0;13.893
NCKL;855.0;750.0;1470.0;0.33156;0.0;0.33722;0;0.0;2.4350164;351.127;strong_buy;29228560.0;964.25;5202635653120.0;6889208283136.0;19509769404416.0;8865123926016.0;82.452
NELY;510.0;292.0;680.0;0.52103;0.0;0.36376;0;0.0;1.6785868;303.827;none;1602930.0;504.115;60110413824.0;276594032640.0;492624216064.0;44633108480.0;25.579
NETV;55.0;50.0;204.0;-0.85746;0.0;0.0;0;0.0;0.0;-11.698;none;8018900.0;98.78;470327104.0;19903578112.0;334393999360.0;1157323554816.0;0.02
NFCX;2260.0;2110.0;7400.0;0.00414;0.0;-0.12014;0;0.0;2.808671;804.651;none;59670.0;5264.55;674400239616.0;55351828480.0;10028143607808.0;129300684800.0;1018.097
NICE;940.0;438.0;1000.0;0.10421;0.0;0.0;0;0.0;0.0;0.0;none;72369670.0;627.9211;44914257920.0;90080026624.0;818605916160.0;9091744768.0;7.385
NICK;258.0;148.0;302.0;0.91403997;0.0;-0.29849002;0;0.0;0.8615335;299.466;none;17000.0;229.21;175486255104.0;4134258688.0;-66339950592.0;0.0;269.502
NICL;170.0;145.0;400.0;-0.0417;0.19469999;0.24693;0;0.0;2.1981149;77.339;none;18994850.0;229.135;101928165376.0;-245708455936.0;1119215157248.0;6702131200.0;9.584
NIKL;262.0;246.0;625.0;-0.05178;0.0;-0.054029997;0;0.0;11391.305;0.023;none;117350.0;359.93;12297009.0;24802248.0;184796736.0;54466392.0;0.005
NINE;7.0;7.0;44.0;-0.08245;0.0;0.0;0;0.0;0.3378215;20.721;none;3316780.0;15.415;2929104640.0;-13102024704.0;23698403328.0;2808697088.0;1.358
NIPS;282.0;282.0;282.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;282.0;0.0;0.0;0.0;0.0;0.0
NIRO;140.0;119.0;150.0;0.13057;0.0;-0.03605;0;0.0;1.4505067;96.518;none;235560.0;140.63;1757928882176.0;353924349952.0;1095506067456.0;3216114712576.0;79.19
NISP;1365.0;730.0;1400.0;0.52511;0.32529998;0.114379995;0;0.0;0.8392398;1626.472;none;16545580.0;1175.1;30042778238976.0;-3533663109120.0;10473315500032.0;21809550327808.0;1309.322
NOBU;745.0;406.0;935.0;0.22138001;0.0;0.05233;0;0.0;1.691402;440.463;none;3152010.0;669.22986;7332123115520.0;-1438080040960.0;814760001536.0;4811419811840.0;980.434
NPGF;50.0;50.0;75.0;0.96162003;0.0;-0.01936;0;0.0;0.82719827;60.445;none;17450.0;56.26;5170347520.0;15940034560.0;28987043840.0;30855114752.0;1.596
NRCA;338.0;294.0;378.0;0.05535;1.1351;0.07591;0;0.0;0.6897649;490.022;none;569440.0;339.59;446788272128.0;43066167296.0;2694561923072.0;150713745408.0;184.846
NSSS;177.0;114.0;240.0;0.21144;0.0;0.0;0;0.0;4.1007347;43.163;none;10185390.0;187.95;246942236672.0;20945801216.0;1161801367552.0;2114951708672.0;10.381
NTBK;50.0;50.0;93.0;0.044120003;0.0;0.04644;0;0.0;1.4276333;35.023;none;43200.0;60.895;31085500416.0;15003704320.0;150657449984.0;6094572544.0;11.512
NUSA;50.0;50.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;50.0;0.0;0.0;0.0;0.0;0.0
NZIA;77.0;63.0;274.0;-0.02865;0.0;-0.00908;0;0.0;0.34624013;222.389;none;6525010.0;118.405;41945448448.0;2422816768.0;58307551232.0;84543307776.0;19.087
OASA;119.0;92.0;286.0;0.07035;0.0;0.027420001;0;0.0;1.1498917;103.488;none;116188010.0;157.36;47037091840.0;-7921697280.0;70310854656.0;57971683328.0;7.411
OBMD;270.0;140.0;318.0;0.5545;0.0;0.0;0;0.0;1.4272046;189.181;none;1151420.0;250.35;51921334272.0;10410861568.0;149048049664.0;7491594240.0;64.419
OCAP;159.0;159.0;159.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;159.0;0.0;0.0;0.0;0.0;0.0
OILS;118.0;105.0;204.0;0.0;0.0;0.0;0;0.0;0.55535686;212.476;none;245740.0;145.055;8647731200.0;0.0;0.0;79020089344.0;19.048
OKAS;98.0;90.0;212.0;0.13785;0.0;0.55237;0;0.0;24499.998;0.004;none;1569380.0;114.975;11470649.0;36242112.0;180895904.0;75473312.0;0.005
OLIV;8.0;6.0;26.0;-0.1698;0.0;-0.03847;0;0.0;0.29291153;27.312;none;918380.0;13.355;4336329728.0;20241172.0;43015507968.0;8952087552.0;2.282
OMED;199.0;149.0;242.0;0.16582;0.3036;0.0;0;0.0;2.5273373;78.739;none;1067150.0;197.385;1065245671424.0;108949626880.0;1737449275392.0;197202870272.0;39.368
OMRE;472.0;450.0;780.0;-1.3145;0.0;-0.042379998;0;0.0;0.38155845;1237.032;none;2380.0;522.58;37591162880.0;-116727062528.0;47188017152.0;59398737920.0;12.763
OPMS;53.0;50.0;79.0;-14.38423;0.0;-0.03806;0;0.0;0.47933435;110.57;none;192100.0;52.94;8511143936.0;-3122067456.0;7785587200.0;111061104.0;10.617
PACK;35.0;29.0;276.0;0.0971;0.0;0.0;0;0.0;1.0039585;34.862;none;372790.0;105.765;6581377536.0;-29661921280.0;48277143552.0;11639481344.0;4.28
PADA;50.0;50.0;188.0;0.0062300004;0.0;0.0;0;0.0;1.1221079;44.559;none;2220.0;57.12;29566898176.0;-60176756736.0;791255515136.0;88192851968.0;9.386
PADI;8.0;5.0;50.0;0.57392;0.0;-0.19606;0;0.0;0.5063612;15.799;none;209420.0;11.935;125554810880.0;3880912896.0;-3539194880.0;10147557376.0;11.104
PALM;436.0;388.0;690.0;1.01903;0.0;-0.36911;0;0.0;0.80834746;539.372;none;377580.0;528.865;145779490816.0;-2915191750656.0;-1597114286080.0;2642856902656.0;20.594
PAMG;73.0;51.0;120.0;0.2197;0.0;-0.00601;0;0.0;0.5411817;134.89;none;19505120.0;70.26;620934784.0;-874510208.0;52517322752.0;110875205632.0;0.199
PANI;5250.0;1100.0;6150.0;0.05396;0.0;0.05862;0;0.0;6.3435216;827.616;none;5435150.0;3690.275;1069812154368.0;-937792897024.0;2158892548096.0;820866121728.0;68.459
PANR;456.0;386.0;839.7345;0.03986;0.0;0.24008;0;0.0;1.1007739;414.254;none;990400.0;657.80133;162483355648.0;254938562560.0;2715551531008.0;556737298432.0;135.403
PANS;1605.0;1515.0;2040.0;0.25821;1.3636999;0.08717;0;0.0;0.7495926;2141.163;none;56200.0;1699.05;1307041726464.0;110196121600.0;391676887040.0;118381568000.0;1837.207
PBID;1400.0;1285.0;1650.0;0.10531;0.5533;0.14007;0;0.0;1.0460228;1338.403;none;50150.0;1438.875;362670653440.0;531617021952.0;4717538705408.0;119886086144.0;193.424
PBRX;50.0;50.0;58.0;0.02777;0.0;-0.02984;0;0.0;3124.9998;0.016;none;14160.0;50.0;32678264.0;-23893564.0;619670720.0;331114144.0;0.002
PBSA;294.0;280.0;378.0;0.17157;1.1923001;0.16718;0;0.0;1.4865302;197.776;none;826290.0;327.53;208360570880.0;191499419648.0;476810084352.0;3545069568.0;69.454
PCAR;50.0;50.0;109.0;0.0037099998;0.0;0.1062;0;0.0;0.8408873;59.461;none;18390.0;54.09;22640240640.0;25150511104.0;251305066496.0;28279357440.0;19.406
PDES;214.0;198.0;515.0;0.094639994;0.0;0.72753996;0;0.0;2.5147772;85.097;none;102610.0;260.06;36165005312.0;36552515584.0;339503874048.0;168212152320.0;50.58
PDPP;428.0;156.7218;438.0;0.106429994;0.0;0.0;0;0.0;3.493564;122.511;none;2508800.0;293.02383;55275479040.0;25507221504.0;400579756032.0;96829431808.0;18.056
PEGE;136.0;125.0;755.0;1.8949699;0.0;-0.25632998;0;0.0;1.5602056;87.168;none;104280.0;249.91;201677275136.0;-18793089024.0;-61774090240.0;0.0;71.178
PEHA;515.0;505.0;1000.0;-0.06205;0.461;-0.0057300003;0;0.0;0.59197104;869.975;none;172950.0;627.1;43732090880.0;169829597184.0;1071955378176.0;850305155072.0;52.062
PEVE;177.0;135.0;212.0;0.02138;0.0;0.0;0;0.0;1.4138284;125.192;none;932290.0;163.17;8039262720.0;-118005547008.0;2383837659136.0;74586914816.0;4.553
PGAS;1115.0;1060.0;1570.0;0.11721;1.1137;0.09008;6.459649;172.61;10324.074;0.108;hold;59128190.0;1271.525;1062197632.0;814983552.0;3617699840.0;1574729216.0;0.044
PGEO;1195.0;595.0;1680.0;0.42206;0.18030001;0.10138;19.037756;62.77;24895.834;0.048;buy;16996230.0;1143.875;677716992.0;253006000.0;406288000.0;730841984.0;0.016
PGJO;81.0;62.0;110.0;-4.2807;0.0;-0.59653;0;0.0;6.1592274;13.151;none;2847500.0;84.915;5074409984.0;-2900534784.0;1816625536.0;102078160.0;6.631
PGLI;143.0;121.0;300.0;-0.15206;1.8836;-0.40438;0;0.0;1.3220787;108.163;none;38040.0;174.85;7426410496.0;-754021824.0;19899944960.0;21888843776.0;15.218
PGUN;412.0;392.0;970.0;0.48278;0.0;0.10419;0;0.0;1.5373306;267.997;none;7320.0;469.635;5015769600.0;299456069632.0;885533900800.0;600516001792.0;0.874
PICO;100.0;93.0;236.0;0.0315;0.0;0.02612;0;0.0;0.27937722;357.939;none;220940.0;133.48;15602174976.0;6186991104.0;537454411776.0;116922007552.0;27.45
PIPA;50.0;50.0;256.0;0.053979997;0.0;0.00976;0;0.0;1.1692897;42.761;none;7490.0;51.08;30749685760.0;-19139911680.0;31414925312.0;27536629760.0;8.978
PJAA;880.0;605.0;1120.0;0.45402;0.1973;0.14945;0;0.0;0.85480464;1029.475;none;755840.0;893.35;414018994176.0;340617003008.0;1273833979904.0;973101006848.0;258.762
PKPK;346.0;270.0;398.0;-0.23064;0.0;-0.08046;0;0.0;1.7058369;202.833;none;301890.0;343.71;207737044992.0;-9047525376.0;49685942272.0;0.0;173.114
PLAN;26.0;22.0;35.0;0.02703;0.0;-0.04287;0;0.0;0.38663435;67.247;none;183390.0;28.02;936898560.0;-366573888.0;12332259328.0;25215404032.0;1.049
PLAS;50.0;50.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;50.0;0.0;0.0;0.0;0.0;0.0
PLIN;2610.0;1940.0;3900.0;0.51;1.1151;0.063319996;0;0.0;0.86318916;3023.671;none;1290.0;2633.95;785693868032.0;723739017216.0;1261246873600.0;523817156608.0;222.214
PMJS;137.0;133.0;184.0;0.03403;0.4284;0.103719994;0;0.0;0.80415577;170.365;none;145140.0;151.005;524108857344.0;231258112000.0;11045551734784.0;64615739392.0;38.101
PMMP;294.0;240.0;530.0;0.12572;0.0;0.044180002;0;0.0;7945.946;0.037;buy;29671810.0;293.79;10677158.0;18197012.0;201044400.0;188907808.0;0.005
PNBN;1125.0;1030.0;1565.0;0.13939999;0.0;0.057779998;0;0.0;0.5450526;2064.021;hold;1957320.0;1178.225;21509777129472.0;1592853004288.0;9013177614336.0;17231026061312.0;893.206
PNBS;51.0;50.0;67.0;0.29252002;0.0;0.09244;0;0.0;0.70987135;71.844;none;10164230.0;56.955;1900324454400.0;-115627974656.0;573222158336.0;1372653092864.0;48.96
PNGO;1450.0;1230.0;1800.0;0.20121999;0.0;0.27323;0;0.0;1.4034843;1033.143;none;3250.0;1391.8;8265660928.0;410868613120.0;2036709064704.0;502700408832.0;10.58
PNIN;865.0;830.0;1335.0;0.31958;0.0;0.05612;0;0.0;0.16442281;5260.827;none;597310.0;1012.9;8833422327808.0;-905084010496.0;2396194078720.0;6566000128.0;2171.268
PNLF;244.0;244.0;412.0;0.26077;0.0;0.067140006;0;0.0;0.26678765;914.585;none;14691500.0;278.76;8170363158528.0;-349742006272.0;2616913035264.0;6566000128.0;255.148
PNSE;450.0;392.0;474.0;0.17551;0.0;0.00164;0;0.0;3.1620665;142.312;none;20.0;404.12;25553692672.0;7291165696.0;202776920064.0;84452753408.0;32.03
POLA;50.0;50.0;65.0;-0.44814998;0.0;-0.08242;0;0.0;0.6964758;71.79;none;40.0;50.0;46328147968.0;27794364416.0;5765221888.0;0.0;13.825
POLI;745.0;600.0;1000.0;0.41854998;0.0;0.01668;0;0.0;0.7682987;969.675;none;2790.0;777.275;21692092416.0;105390784512.0;357292212224.0;466159370240.0;10.789
POLL;144.0;132.0;250.0;0.1475;0.0;0.018480001;0;0.0;0.7822729;184.079;none;110180.0;163.445;55703138304.0;-79288008704.0;211943424000.0;1081067241472.0;6.696
POLU;410.0;196.0;825.0;-0.00879;0.0;-0.19305;0;0.0;2.5244596;162.411;none;14000.0;524.7;38882398208.0;11641217024.0;80070754304.0;27235985408.0;51.843
POLY;50.0;50.0;56.0;-0.07315;0.0;0.0;0;0.0;0.0;-0.385;none;450.0;50.0;5175017.0;4851034.0;308715968.0;1085193472.0;0.002
POOL;50.0;50.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;50.0;0.0;0.0;0.0;0.0;0.0
PORT;720.0;595.0;1600.0;0.14526;0.0;0.08284;0;0.0;1.9984456;360.28;none;15800.0;822.175;256475365376.0;236582174720.0;1205017509888.0;668721872896.0;91.145
POSA;50.0;50.0;50.0;-0.73926;0.0;0.0;0;0.0;0.0;-21.077;none;0.0;50.0;11044604928.0;16006455296.0;58504978432.0;596884258816.0;1.317
POWR;675.0;645.0;810.0;0.15952;0.7533;0.10966;7.16941;94.15;14999.999;0.045;buy;5413730.0;721.35;420455072.0;154865056.0;546079040.0;499683872.0;0.027
PPGL;89.0;86.0;135.0;0.08467;0.0;0.1291;0;0.0;0.97036564;91.718;none;292760.0;106.515;4638562304.0;8281188864.0;241714708480.0;22201249792.0;6.015
PPRE;82.0;70.0;122.0;0.12642999;0.0;0.03996;0;0.0;0.3481155;235.554;none;8668360.0;91.9;219540537344.0;448812843008.0;3565101252608.0;2245803638784.0;21.702
PPRI;75.0;56.0;187.0;0.04445;0.0;0.086160004;0;0.0;1.0823448;69.294;none;1521050.0;79.87838;0.0;-19360163840.0;99431882752.0;0.0;0.0
PPRO;50.0;50.0;50.0;-0.06985;0.0;-0.02237;0;0.0;0.796432;62.78;none;37930.0;50.0;762208518144.0;95829893120.0;787636092928.0;10014225858560.0;12.358
PRAS;97.0;90.0;246.0;-14.484771;0.0;-0.63423;0;0.0;0.27487317;352.89;none;0.0;131.13;2494886144.0;1447906048.0;52548526080.0;970859675648.0;3.559
PRAY;690.0;660.0;840.0;0.10408;0.0;0.0;0;0.0;3.5704858;193.251;none;36210.0;708.75;1128538963968.0;749091028992.0;1659833942016.0;1021901012992.0;80.844
PRDA;4390.0;4380.0;6800.0;0.1889;0.6714;0.14739001;0;0.0;1.7572842;2498.173;buy;664160.0;5737.225;999319994368.0;549725011968.0;2214011076608.0;58538999808.0;1065.941
PRIM;70.0;50.0;156.0;-0.008880001;0.0;-0.00513;0;0.0;0.24442792;286.383;none;7563080.0;84.69;32242366464.0;-6177295360.0;248383455232.0;0.0;9.544
PSAB;190.0;74.0;194.0;0.35046002;0.0;-0.0627;0;0.0;17272.727;0.011;none;102404380.0;95.085;6287412.0;39962632.0;116283320.0;352775392.0;0.0
PSDN;105.0;50.0;187.0;-0.79704005;0.0;2.84958;0;0.0;1.6669313;62.99;none;4236870.0;98.855;30026631168.0;-135612203008.0;121480601600.0;265547312.0;20.852
PSGO;161.0;101.0;164.0;0.23698;0.0;0.14615;0;0.0;1.668342;96.503;none;108250.0;138.74;722692669440.0;629125021696.0;2075535474688.0;1937587306496.0;38.339
PSKT;50.0;50.0;69.0;-0.23886;0.0;-0.027560001;0;0.0;1.5069319;33.18;none;3781370.0;50.0;8944166912.0;5044359680.0;57092931584.0;13726811136.0;0.864
PSSI;486.0;460.0;750.0;0.30612;0.38979998;0.29525;0;0.0;15677.42;0.031;none;802760.0;544.53;63042372.0;39954452.0;112605704.0;18804784.0;0.012
PTBA;2780.0;2300.0;4200.0;0.13477;1.982;0.28382;7.0150647;396.29;1.6601595;1674.538;hold;16249350.0;2729.55;6805174878208.0;6810327056384.0;39315337904128.0;1286342049792.0;592.413
PTDU;50.0;50.0;67.0;-0.16474001;0.0;-1.2418699;0;0.0;1.9477232;25.671;none;860.0;50.425;9987869696.0;1399710720.0;123266867200.0;128264347648.0;6.659
PTIS;238.0;220.0;725.0;-1.38;0.0;0.045640003;0;0.0;6432.432;0.037;none;53450.0;391.26;569429.0;-522671.0;11427399.0;27331.0;0.001
PTMP;290.0;68.0;338.0;0.177;0.0;0.0;0;0.0;5.473144;52.986;none;117247890.0;172.455;16111494144.0;-40586027008.0;138947985408.0;30080159744.0;5.084
PTPP;500.0;394.0;835.0;0.07106;0.0;0.02249;9.276438;53.9;0.27290624;1832.131;underperform;40014140.0;574.335;3986356961280.0;1300805320704.0;17686144745472.0;21676653805568.0;644.485
PTPS;408.0;80.0;464.0;0.46938;0.0;0.0;0;0.0;9.241433;44.149;none;166760520.0;193.72116;4519683072.0;19751211008.0;64490594304.0;3393097984.0;2.085
PTPW;910.0;885.0;1100.0;0.32397;0.0;0.1308;0;0.0;1.436149;633.639;none;37400.0;974.85;68895531008.0;67100921856.0;324365058048.0;32548147200.0;78.452
PTRO;4690.0;2810.0;7650.0;0.027999999;3.6495001;0.08009;0;0.0;19957.447;0.235;none;1162360.0;4164.65;45636000.0;119941000.0;565441984.0;259399008.0;0.046
PTSN;244.0;179.0;274.0;0.14175001;0.1385;0.13856;0;0.0;12200.0;0.02;none;875860.0;235.44;25825188.0;31535156.0;132022232.0;24990836.0;0.005
PTSP;1330.0;1160.0;6675.0;0.00806;0.0;0.07387;0;0.0;2.4103286;551.792;none;20830.0;2181.9;21872883712.0;39838011392.0;599335239680.0;73081470976.0;99.058
PUDP;550.0;370.0;1295.0;-0.86249;0.0;0.70408;0;0.0;0.3553355;1547.833;none;57460.0;642.625;81100832768.0;43859124224.0;460426870784.0;2120800128.0;246.088
PURA;50.0;50.0;50.0;0.05605;0.0;0.00602;0;0.0;0.62908113;79.481;none;8760.0;50.0;6689742848.0;1456818816.0;169736175616.0;76645163008.0;1.062
PURE;51.0;51.0;51.0;-5.8439097;0.0;-2.13983;0;0.0;9.70689;5.254;none;0.0;51.0;1183177216.0;-36780462080.0;29498789888.0;359722254336.0;0.887
PURI;174.0;142.0;760.0;-0.03081;0.0;-0.05682;0;0.0;1.8500403;94.052;none;766360.0;310.885;18942752768.0;-18232858624.0;19036995584.0;54535684096.0;18.943
PWON;408.0;392.0;525.0;0.42134997;0.1706;0.101210006;9.133647;44.67;1.0613834;384.404;buy;22686050.0;445.08;7533772668928.0;2876884385792.0;6061407338496.0;6200262918144.0;156.433
PYFA;750.0;595.0;1545.0;0.06335;0.0;-0.13843;0;0.0;1.0118003;741.253;none;803900.0;863.45;121767706624.0;163303227392.0;684977094656.0;987814625280.0;227.569
PZZA;306.0;286.0;540.0;0.02391;0.0;-0.02448;36.86747;8.3;0.81566715;375.153;hold;496760.0;396.12;47470567424.0;433599152128.0;3727266152448.0;693669658624.0;15.795
RAAM;510.0;292.0;940.0;0.39693;0.0;0.05934;0;0.0;2.6870673;189.798;none;3523210.0;631.77;156158164992.0;-87310098432.0;325969182720.0;151616716800.0;25.21
RAFI;50.0;50.0;86.0;0.072909996;0.0;0.42536998;0;0.0;0.34158838;146.375;none;1368110.0;52.455;7695736832.0;115045441536.0;563650691072.0;5165638144.0;3.991
RAJA;1435.0;730.0;1770.0;0.11083999;0.2831;0.13289;0;0.0;53148.15;0.027;none;11192800.0;1100.75;43274012.0;13676098.0;149776304.0;157057280.0;0.01
RALS;490.0;478.0;685.0;-0.069120005;0.9942;0.08598;9.494284;51.61;0.8321219;588.856;underperform;2634030.0;538.29;2498341896192.0;704890011648.0;2734177910784.0;464847994880.0;415.514
RANC;580.0;530.0;805.0;-0.031070001;0.0;-0.2568;0;0.0;2.6387146;219.804;none;4290.0;638.15;74743529472.0;120277073920.0;2873796067328.0;415981862912.0;47.775
RBMS;50.0;50.0;51.0;0.1028;0.0;-0.032509997;0;0.0;0.26268506;190.342;none;570.0;50.005;19717490688.0;48800509952.0;182263218176.0;121990463488.0;7.423
RCCC;141.0;61.0;200.0;0.077800006;0.0;0.0;0;0.0;2.6201847;53.813;none;98120.0;125.91;1952577280.0;13602897920.0;71293214720.0;18111510528.0;2.603
RDTX;14050.0;9775.0;16000.0;0.58235;0.90529996;0.099980004;0;0.0;1.2603494;11147.702;none;740.0;13201.5;519809564672.0;394144088064.0;534605332480.0;0.0;1933.815
REAL;8.0;6.0;50.0;0.035889998;0.0;0.0001;0;0.0;0.15096049;52.994;none;2248570.0;37.47;564631808.0;-566365952.0;8550815232.0;0.0;0.085
RELF;17.0;17.0;242.0;0.29005;0.0;0.0;0;0.0;0.42865428;39.659;none;2561240.0;66.9779;3405401856.0;-9892850688.0;29520857088.0;18823487488.0;0.595
RELI;466.0;390.0;805.0;0.67566;0.0;0.07317;0;0.0;1.3753656;338.819;none;26610.0;495.38;105703522304.0;-14101091328.0;74385637376.0;494264032.0;58.724
RGAS;0.0;64.0;150.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;19757840.0;103.39024;0.0;0.0;0.0;0.0;0.0
RICY;101.0;69.0;149.0;0.01951;0.0;-0.27361;0;0.0;0.33551586;301.029;none;5866880.0;108.73;40108699648.0;126323884032.0;968915222528.0;1175730913280.0;62.481
RIGS;535.0;414.0;710.0;0.23339;0.0;0.11533;0;0.0;0.45324233;1180.384;none;72850.0;530.04;208546676736.0;185308266496.0;348942303232.0;0.0;342.368
RIMO;50.0;50.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;50.0;0.0;0.0;0.0;0.0;0.0
RISE;990.0;785.0;1120.0;0.07222;0.0;0.01466;0;0.0;5.2390103;188.967;none;53630.0;980.775;292260184064.0;-27161761792.0;310480404480.0;242824331264.0;26.703
RMKE;498.0;448.0;1120.0;0.21361999;0.063;0.3069;0;0.0;1.5101801;329.762;none;644610.0;730.99;19082100736.0;384251396096.0;2668970639360.0;275479658496.0;4.362
RMKO;224.0;214.0;700.0;0.16861999;0.0;0.23271;0;0.0;1.9220704;116.541;none;360930.0;302.5974;0.0;42605039616.0;184878776320.0;0.0;0.0
ROCK;354.0;214.0;380.0;0.37517;0.0;0.02032;0;0.0;0.65354526;541.661;none;20.0;349.34;21825406976.0;56442626048.0;107431813120.0;55566049280.0;15.207
RODA;50.0;50.0;90.0;0.17361;0.0;-0.022720002;0;0.0;0.3376553;148.08;none;87420.0;50.445;47484235776.0;-29886011392.0;99450740736.0;1029387386880.0;3.494
RONY;296.0;177.0;800.0;0.03659;0.0;-1.48888;0;0.0;78.57712;3.767;none;6340.0;475.2;57484760.0;2033309824.0;3803286272.0;1762627456.0;0.046
ROTI;1185.0;1110.0;1640.0;0.14521;1.5503;0.13136;16.531809;71.68;2.823802;419.647;buy;4198580.0;1264.6;537954254848.0;618793074688.0;3820532531200.0;636842278912.0;94.324
RSCH;174.0;102.0;212.0;-0.12439;0.0;0.0;0;0.0;3.0589104;56.883;none;34073840.0;129.67165;5686697984.0;2916608256.0;40154165248.0;0.0;2.146
RSGK;1200.0;1025.0;1550.0;0.05415;1.9628;0.03161;0;0.0;1.500047;799.975;none;2110.0;1247.675;77317652480.0;35472236544.0;368022454272.0;0.0;83.166
RUIS;188.0;181.0;424.0;0.044;0.20950001;0.02431;0;0.0;0.2650609;709.271;none;1387880.0;222.56;88140914688.0;56860651520.0;1744822468608.0;665569001472.0;114.469
RUNS;62.0;46.0;206.0;-0.75319;0.0;-0.022969998;0;0.0;0.94129086;65.867;none;101450.0;66.0;15701818368.0;-7483892736.0;30223536128.0;8411141120.0;16.037
SAFE;240.0;140.0;400.0;0.23181;0.0;0.0;0;0.0;0.0;-71.791;none;481060.0;216.25;6901086720.0;51793387520.0;256897040384.0;176708173824.0;11.219
SAGE;50.0;50.0;458.0;0.175;0.0;0.0;0;0.0;1.3924474;35.908;none;1434540.0;53.72;249112064.0;-145922342912.0;34066352128.0;14268236800.0;0.031
SAME;310.0;242.0;406.0;0.04237;0.0;0.0064999997;0;0.0;1.4615885;212.098;none;2677780.0;333.19;149398568960.0;187162836992.0;1507499180032.0;941231112192.0;8.717
SAMF;780.0;530.0;905.0;0.14911;0.3357;0.40834;0;0.0;3.1351616;248.791;none;86270.0;767.625;77006397440.0;296631631872.0;5063686750208.0;873623453696.0;15.026
SAPX;655.0;560.0;1345.0;0.052020002;0.0;-0.0339;0;0.0;3.0930657;211.764;none;114620.0;781.8;51173773312.0;-51200892928.0;590762082304.0;69448400896.0;61.409
